model,heldout,feature,importance
CP_summary14_RF,puf_12_loopr4r4,pr_cp_per_nt,0.03674000146479045
CP_summary14_RF,puf_12_loopr4r4,pr_top20_mean,0.026411511990573754
CP_summary14_RF,puf_12_loopr4r4,pr_rna_max_mean,0.05380599299164518
CP_summary14_RF,puf_12_loopr4r4,pr_rna_max_min,0.006369332943326152
CP_summary14_RF,puf_12_loopr4r4,pr_rna_coverage_05,0.02721608804175039
CP_summary14_RF,puf_12_loopr4r4,pr_protein_coverage_05,0.021630308518678622
CP_summary14_RF,puf_12_loopr4r4,pr_high_contacts_per_nt,0.011743362300096465
CP_summary14_RF,puf_12_loopr4r4,pp_nonlocal4_per_res,0.045922622356708645
CP_summary14_RF,puf_12_loopr4r4,pp_nonlocal4_high_per_res,0.19794134311172956
CP_summary14_RF,puf_12_loopr4r4,pp_nonlocal12_per_res,0.07082396749404238
CP_summary14_RF,puf_12_loopr4r4,pp_nonlocal12_high_per_res,0.18294623545659852
CP_summary14_RF,puf_12_loopr4r4,pp_nonlocal24_per_res,0.06081653507961517
CP_summary14_RF,puf_12_loopr4r4,pp_nonlocal24_high_per_res,0.21199058900153558
CP_summary14_RF,puf_12_r4loopr4,pr_cp_sum,0.04562142860404022
CP_summary14_RF,puf_12_r4loopr4,pr_cp_per_nt,0.03674000146479045
CP_summary14_RF,puf_12_r4loopr4,pr_top20_mean,0.02485586053507551
CP_summary14_RF,puf_12_r4loopr4,pr_rna_max_mean,0.05380599299164517
CP_summary14_RF,puf_12_r4loopr4,pr_rna_max_min,0.002990954564947776
CP_summary14_RF,puf_12_r4loopr4,pr_rna_coverage_05,0.03188701811986613
CP_summary14_RF,puf_12_r4loopr4,pr_protein_coverage_05,0.021630308518678625
CP_summary14_RF,puf_12_r4loopr4,pr_high_contacts_per_nt,0.011743362300096465
CP_summary14_RF,puf_12_r4loopr4,pp_nonlocal4_per_res,0.045922622356708645
CP_summary14_RF,puf_12_r4loopr4,pp_nonlocal4_high_per_res,0.19794134311172956
CP_summary14_RF,puf_12_r4loopr4,pp_nonlocal12_per_res,0.07367809402512951
CP_summary14_RF,puf_12_r4loopr4,pp_nonlocal12_high_per_res,0.1833213678736461
CP_summary14_RF,puf_12_r4loopr4,pp_nonlocal24_per_res,0.0568353358395557
CP_summary14_RF,puf_12_r4loopr4,pp_nonlocal24_high_per_res,0.21302630969409017
CP_summary14_RF,puf_12_r4r4,pr_cp_sum,0.04609405794905894
CP_summary14_RF,puf_12_r4r4,pr_cp_per_nt,0.03674000146479045
CP_summary14_RF,puf_12_r4r4,pr_top20_mean,0.026889075823877565
CP_summary14_RF,puf_12_r4r4,pr_rna_max_mean,0.05380599299164517
CP_summary14_RF,puf_12_r4r4,pr_rna_max_min,0.004129704759557615
CP_summary14_RF,puf_12_r4r4,pr_rna_coverage_05,0.02891231655694292
CP_summary14_RF,puf_12_r4r4,pr_protein_coverage_05,0.021630308518678622
CP_summary14_RF,puf_12_r4r4,pr_high_contacts_per_nt,0.012684848574217625
CP_summary14_RF,puf_12_r4r4,pp_nonlocal4_per_res,0.045922622356708645
CP_summary14_RF,puf_12_r4r4,pp_nonlocal4_high_per_res,0.19794134311172956
CP_summary14_RF,puf_12_r4r4,pp_nonlocal12_per_res,0.07367809402512951
CP_summary14_RF,puf_12_r4r4,pp_nonlocal12_high_per_res,0.18508836671239592
CP_summary14_RF,puf_12_r4r4,pp_nonlocal24_per_res,0.0568353358395557
CP_summary14_RF,puf_12_r4r4,pp_nonlocal24_high_per_res,0.2096479313157118
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pr_cp_sum,0.038355916336258115
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pr_cp_per_nt,0.04084343766296276
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pr_top20_mean,0.026497793806767728
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pr_rna_max_mean,0.04522089435110892
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pr_rna_max_min,0.0013069888616836422
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pr_rna_coverage_05,0.03940603351779114
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pr_protein_coverage_05,0.02790546477964303
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pr_high_contacts_per_nt,0.013182752574004475
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pp_nonlocal4_per_res,0.05879454320121426
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pp_nonlocal4_high_per_res,0.18793849995344455
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pp_nonlocal12_per_res,0.06703777534559843
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pp_nonlocal12_high_per_res,0.19346988541344845
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pp_nonlocal24_per_res,0.04980701402333566
CP_summary14_RF,1_130_r123_r567_r567_r67_no_loop_8,pp_nonlocal24_high_per_res,0.21023300017273885
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pr_cp_sum,0.03216149723807864
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pr_cp_per_nt,0.030139411411277576
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pr_top20_mean,0.02192905343292115
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pr_rna_max_mean,0.04575108082147674
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pr_rna_max_min,0.0014433360064528466
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pr_rna_coverage_05,0.030044139503718783
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pr_protein_coverage_05,0.02181020500578214
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pr_high_contacts_per_nt,0.009463248360371379
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pp_nonlocal4_per_res,0.056982856402065005
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pp_nonlocal4_high_per_res,0.20877301719414224
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pp_nonlocal12_per_res,0.09025256540977428
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pp_nonlocal12_high_per_res,0.17556687079243088
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pp_nonlocal24_per_res,0.06949641576719745
CP_summary14_RF,2_130_r123_r567_r5loop67_r678,pp_nonlocal24_high_per_res,0.20618630265431093
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pr_cp_sum,0.0371376975520978
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pr_cp_per_nt,0.027748269440065466
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pr_top20_mean,0.026227183115609648
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pr_rna_max_mean,0.04572395238167935
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pr_rna_max_min,0.0014433360064528466
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pr_rna_coverage_05,0.030282513889278783
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pr_protein_coverage_05,0.02633887861334488
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pr_high_contacts_per_nt,0.014485422247138035
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pp_nonlocal4_per_res,0.044305411497652054
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pp_nonlocal4_high_per_res,0.20976305579397847
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pp_nonlocal12_per_res,0.0803608450392099
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pp_nonlocal12_high_per_res,0.17655815081188667
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pp_nonlocal24_per_res,0.06525502669746697
CP_summary14_RF,3_130_r123_r567_r56loop7_r678,pp_nonlocal24_high_per_res,0.2143702569141392
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pr_cp_sum,0.040611817553003055
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pr_cp_per_nt,0.032534486351969455
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pr_top20_mean,0.013853594435885812
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pr_rna_max_mean,0.03273928277123581
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pr_rna_max_min,0.0022710932780053155
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pr_rna_coverage_05,0.03835130981834214
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pr_protein_coverage_05,0.0203181390779637
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pr_high_contacts_per_nt,0.01116294731189927
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pp_nonlocal4_per_res,0.05169025671659298
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pp_nonlocal4_high_per_res,0.19014631119500905
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pp_nonlocal12_per_res,0.08664101569914773
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pp_nonlocal12_high_per_res,0.1910996524893877
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pp_nonlocal24_per_res,0.05916906057007407
CP_summary14_RF,4_130_r123_r567_r567_rloop678,pp_nonlocal24_high_per_res,0.22941103273148378
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pr_cp_sum,0.03206502165423551
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pr_cp_per_nt,0.030494780784995595
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pr_top20_mean,0.02485266722691314
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pr_rna_max_mean,0.047426656533638055
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pr_rna_max_min,0.004589337901311988
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pr_rna_coverage_05,0.045447792648254694
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pr_protein_coverage_05,0.01554125269273064
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pr_high_contacts_per_nt,0.014458087865299998
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pp_nonlocal4_per_res,0.05504025024798444
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pp_nonlocal4_high_per_res,0.201729123030799
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pp_nonlocal12_per_res,0.07775844855204384
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pp_nonlocal12_high_per_res,0.17629239140811684
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pp_nonlocal24_per_res,0.056508868924163194
CP_summary14_RF,5_130_r123_r567_r567_r6loop78,pp_nonlocal24_high_per_res,0.21779532052951314
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pr_cp_sum,0.027984627704630477
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pr_cp_per_nt,0.021813410903405484
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pr_top20_mean,0.015677638694193162
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pr_rna_max_mean,0.03614492447191174
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pr_rna_max_min,0.004366129792774612
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pr_rna_coverage_05,0.04206701328561403
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pr_protein_coverage_05,0.015660107703604632
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pr_high_contacts_per_nt,0.006678537875542311
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pp_nonlocal4_per_res,0.05277072125087542
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pp_nonlocal4_high_per_res,0.20985814571343464
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pp_nonlocal12_per_res,0.08031514984482105
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pp_nonlocal12_high_per_res,0.19837001891649983
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pp_nonlocal24_per_res,0.060349920598520915
CP_summary14_RF,7_130_r123_r567_r567_rloop67loop8,pp_nonlocal24_high_per_res,0.2279436532441717
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pr_cp_sum,0.032683311731575355
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pr_cp_per_nt,0.030633331226702153
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pr_top20_mean,0.027553637231119723
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pr_rna_max_mean,0.05007476062171348
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pr_rna_max_min,0.006692936447994678
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pr_rna_coverage_05,0.04307170483483663
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pr_protein_coverage_05,0.014318979785455767
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pr_high_contacts_per_nt,0.018453152697630995
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pp_nonlocal4_per_res,0.053989130576080666
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pp_nonlocal4_high_per_res,0.2458851370340403
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pp_nonlocal12_per_res,0.07181899398119494
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pp_nonlocal12_high_per_res,0.16331414910017658
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pp_nonlocal24_per_res,0.04529465185904011
CP_summary14_RF,8_130_r123_r567_r567_r6loop7loop8,pp_nonlocal24_high_per_res,0.1962161228724386
CP_summary14_RF,12_130_r123456654loop328,pr_cp_sum,0.035416131656169476
CP_summary14_RF,12_130_r123456654loop328,pr_cp_per_nt,0.041931809973195906
CP_summary14_RF,12_130_r123456654loop328,pr_top20_mean,0.028149023230338126
CP_summary14_RF,12_130_r123456654loop328,pr_rna_max_mean,0.0415594768312296
CP_summary14_RF,12_130_r123456654loop328,pr_rna_max_min,0.006074517069157809
CP_summary14_RF,12_130_r123456654loop328,pr_rna_coverage_05,0.03306917317226554
CP_summary14_RF,12_130_r123456654loop328,pr_protein_coverage_05,0.019320479861481606
CP_summary14_RF,12_130_r123456654loop328,pr_high_contacts_per_nt,0.014424878135416395
CP_summary14_RF,12_130_r123456654loop328,pp_nonlocal4_per_res,0.047176351417275796
CP_summary14_RF,12_130_r123456654loop328,pp_nonlocal4_high_per_res,0.1981148894115816
CP_summary14_RF,12_130_r123456654loop328,pp_nonlocal12_per_res,0.07845073038051638
CP_summary14_RF,12_130_r123456654loop328,pp_nonlocal12_high_per_res,0.17259965510724296
CP_summary14_RF,12_130_r123456654loop328,pp_nonlocal24_per_res,0.055568075288350165
CP_summary14_RF,12_130_r123456654loop328,pp_nonlocal24_high_per_res,0.22814480846577861
CP_summary14_RF,13_130_r12345665432loop8,pr_cp_sum,0.03458693692049211
CP_summary14_RF,13_130_r12345665432loop8,pr_cp_per_nt,0.04335761490031607
CP_summary14_RF,13_130_r12345665432loop8,pr_top20_mean,0.027806496172572207
CP_summary14_RF,13_130_r12345665432loop8,pr_rna_max_mean,0.044351349660558675
CP_summary14_RF,13_130_r12345665432loop8,pr_rna_max_min,0.008776258258975394
CP_summary14_RF,13_130_r12345665432loop8,pr_rna_coverage_05,0.03553322401828574
CP_summary14_RF,13_130_r12345665432loop8,pr_protein_coverage_05,0.019499804158069397
CP_summary14_RF,13_130_r12345665432loop8,pr_high_contacts_per_nt,0.02104117186213364
CP_summary14_RF,13_130_r12345665432loop8,pp_nonlocal4_per_res,0.05582653185176983
CP_summary14_RF,13_130_r12345665432loop8,pp_nonlocal4_high_per_res,0.19803477165332525
CP_summary14_RF,13_130_r12345665432loop8,pp_nonlocal12_per_res,0.07621242549124196
CP_summary14_RF,13_130_r12345665432loop8,pp_nonlocal12_high_per_res,0.18409682225042195
CP_summary14_RF,13_130_r12345665432loop8,pp_nonlocal24_per_res,0.04248279365201408
CP_summary14_RF,13_130_r12345665432loop8,pp_nonlocal24_high_per_res,0.2083937991498238
CP_summary14_RF,14_130_r123456734loop568,pr_cp_sum,0.034586936920492105
CP_summary14_RF,14_130_r123456734loop568,pr_cp_per_nt,0.04335761490031606
CP_summary14_RF,14_130_r123456734loop568,pr_top20_mean,0.0278064961725722
CP_summary14_RF,14_130_r123456734loop568,pr_rna_max_mean,0.04435134966055867
CP_summary14_RF,14_130_r123456734loop568,pr_rna_max_min,0.008776258258975392
CP_summary14_RF,14_130_r123456734loop568,pr_rna_coverage_05,0.03553322401828572
CP_summary14_RF,14_130_r123456734loop568,pr_protein_coverage_05,0.019499804158069393
CP_summary14_RF,14_130_r123456734loop568,pr_high_contacts_per_nt,0.021041171862133636
CP_summary14_RF,14_130_r123456734loop568,pp_nonlocal4_per_res,0.05582653185176981
CP_summary14_RF,14_130_r123456734loop568,pp_nonlocal4_high_per_res,0.1980347716533252
CP_summary14_RF,14_130_r123456734loop568,pp_nonlocal12_per_res,0.07621242549124195
CP_summary14_RF,14_130_r123456734loop568,pp_nonlocal12_high_per_res,0.18413317396818957
CP_summary14_RF,14_130_r123456734loop568,pp_nonlocal24_per_res,0.04248279365201407
CP_summary14_RF,14_130_r123456734loop568,pp_nonlocal24_high_per_res,0.20835744743205614
CP_summary14_RF,15_130_r12345673456loop8,pr_cp_sum,0.034586936920492105
CP_summary14_RF,15_130_r12345673456loop8,pr_cp_per_nt,0.04335761490031606
CP_summary14_RF,15_130_r12345673456loop8,pr_top20_mean,0.0278064961725722
CP_summary14_RF,15_130_r12345673456loop8,pr_rna_max_mean,0.04435134966055867
CP_summary14_RF,15_130_r12345673456loop8,pr_rna_max_min,0.008776258258975392
CP_summary14_RF,15_130_r12345673456loop8,pr_rna_coverage_05,0.03553322401828572
CP_summary14_RF,15_130_r12345673456loop8,pr_protein_coverage_05,0.019499804158069393
CP_summary14_RF,15_130_r12345673456loop8,pr_high_contacts_per_nt,0.021041171862133636
CP_summary14_RF,15_130_r12345673456loop8,pp_nonlocal4_per_res,0.05791663705606186
CP_summary14_RF,15_130_r12345673456loop8,pp_nonlocal4_high_per_res,0.1980347716533252
CP_summary14_RF,15_130_r12345673456loop8,pp_nonlocal12_per_res,0.0741223202869499
CP_summary14_RF,15_130_r12345673456loop8,pp_nonlocal12_high_per_res,0.18413317396818957
CP_summary14_RF,15_130_r12345673456loop8,pp_nonlocal24_per_res,0.04248279365201407
CP_summary14_RF,15_130_r12345673456loop8,pp_nonlocal24_high_per_res,0.20835744743205614
CP_summary14_RF,16_130_r12365673156loop8,pr_cp_sum,0.03458693692049211
CP_summary14_RF,16_130_r12365673156loop8,pr_cp_per_nt,0.04335761490031607
CP_summary14_RF,16_130_r12365673156loop8,pr_top20_mean,0.024093706512743503
CP_summary14_RF,16_130_r12365673156loop8,pr_rna_max_mean,0.04337825089099818
CP_summary14_RF,16_130_r12365673156loop8,pr_rna_max_min,0.010010826160209962
CP_summary14_RF,16_130_r12365673156loop8,pr_rna_coverage_05,0.03553322401828573
CP_summary14_RF,16_130_r12365673156loop8,pr_protein_coverage_05,0.01902465129161218
CP_summary14_RF,16_130_r12365673156loop8,pr_high_contacts_per_nt,0.021041171862133633
CP_summary14_RF,16_130_r12365673156loop8,pp_nonlocal4_per_res,0.05610797457044463
CP_summary14_RF,16_130_r12365673156loop8,pp_nonlocal4_high_per_res,0.19827170892729956
CP_summary14_RF,16_130_r12365673156loop8,pp_nonlocal12_per_res,0.07834486095701076
CP_summary14_RF,16_130_r12365673156loop8,pp_nonlocal12_high_per_res,0.18076617060118622
CP_summary14_RF,16_130_r12365673156loop8,pp_nonlocal24_per_res,0.044940352927755174
CP_summary14_RF,16_130_r12365673156loop8,pp_nonlocal24_high_per_res,0.21054254945951237
CP_summary14_XGB,puf12_r123_r5678_r56788,pr_cp_sum,0.0
CP_summary14_XGB,puf12_r123_r5678_r56788,pr_cp_per_nt,0.0
CP_summary14_XGB,puf12_r123_r5678_r56788,pr_top20_mean,0.0
CP_summary14_XGB,puf12_r123_r5678_r56788,pr_rna_max_mean,0.0
CP_summary14_XGB,puf12_r123_r5678_r56788,pr_rna_max_min,0.0
CP_summary14_XGB,puf12_r123_r5678_r56788,pr_rna_coverage_05,0.0
CP_summary14_XGB,puf12_r123_r5678_r56788,pr_protein_coverage_05,0.0
CP_summary14_XGB,puf12_r123_r5678_r56788,pr_high_contacts_per_nt,0.0
CP_summary14_XGB,puf12_r123_r5678_r56788,pp_nonlocal4_per_res,0.0
CP_summary14_XGB,puf12_r123_r5678_r56788,pp_nonlocal4_high_per_res,0.3296482563018799
CP_summary14_XGB,puf12_r123_r5678_r56788,pp_nonlocal12_per_res,0.0
CP_summary14_XGB,puf12_r123_r5678_r56788,pp_nonlocal12_high_per_res,0.3398604691028595
CP_summary14_XGB,puf12_r123_r5678_r56788,pp_nonlocal24_per_res,0.0
CP_summary14_XGB,puf12_r123_r5678_r56788,pp_nonlocal24_high_per_res,0.33049124479293823
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pr_cp_sum,0.0
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pr_cp_per_nt,0.0
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pr_top20_mean,0.0
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pr_rna_max_mean,0.0
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pr_rna_max_min,0.0
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pr_rna_coverage_05,0.0
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pr_protein_coverage_05,0.0
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pr_high_contacts_per_nt,0.0
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pp_nonlocal4_per_res,0.0
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pp_nonlocal4_high_per_res,0.3296482563018799
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pp_nonlocal12_per_res,0.0
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pp_nonlocal12_high_per_res,0.3398604691028595
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pp_nonlocal24_per_res,0.0
CP_summary14_XGB,puf12_r123_r5678_r5loop6788,pp_nonlocal24_high_per_res,0.33049124479293823
CP_summary14_XGB,puf12_r123_r567_r567_r678,pr_cp_sum,0.0
CP_summary14_XGB,puf12_r123_r567_r567_r678,pr_cp_per_nt,0.0
CP_summary14_XGB,puf12_r123_r567_r567_r678,pr_top20_mean,0.0
CP_summary14_XGB,puf12_r123_r567_r567_r678,pr_rna_max_mean,0.0
CP_summary14_XGB,puf12_r123_r567_r567_r678,pr_rna_max_min,0.0
CP_summary14_XGB,puf12_r123_r567_r567_r678,pr_rna_coverage_05,0.0
CP_summary14_XGB,puf12_r123_r567_r567_r678,pr_protein_coverage_05,0.0
CP_summary14_XGB,puf12_r123_r567_r567_r678,pr_high_contacts_per_nt,0.0
CP_summary14_XGB,puf12_r123_r567_r567_r678,pp_nonlocal4_per_res,0.0
CP_summary14_XGB,puf12_r123_r567_r567_r678,pp_nonlocal4_high_per_res,0.3281096816062927
CP_summary14_XGB,puf12_r123_r567_r567_r678,pp_nonlocal12_per_res,0.0
CP_summary14_XGB,puf12_r123_r567_r567_r678,pp_nonlocal12_high_per_res,0.3386588394641876
CP_summary14_XGB,puf12_r123_r567_r567_r678,pp_nonlocal24_per_res,0.0
CP_summary14_XGB,puf12_r123_r567_r567_r678,pp_nonlocal24_high_per_res,0.33323150873184204
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pr_cp_sum,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pr_cp_per_nt,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pr_top20_mean,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pr_rna_max_mean,0.09207241237163544
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pr_rna_max_min,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pr_rna_coverage_05,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pr_protein_coverage_05,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pr_high_contacts_per_nt,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pp_nonlocal4_per_res,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pp_nonlocal4_high_per_res,0.29664182662963867
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pp_nonlocal12_per_res,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pp_nonlocal12_high_per_res,0.22516591846942902
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pp_nonlocal24_per_res,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_loopr678,pp_nonlocal24_high_per_res,0.38611987233161926
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pr_cp_sum,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pr_cp_per_nt,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pr_top20_mean,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pr_rna_max_mean,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pr_rna_max_min,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pr_rna_coverage_05,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pr_protein_coverage_05,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pr_high_contacts_per_nt,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pp_nonlocal4_per_res,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pp_nonlocal4_high_per_res,0.3296482563018799
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pp_nonlocal12_per_res,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pp_nonlocal12_high_per_res,0.3398604691028595
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pp_nonlocal24_per_res,0.0
CP_summary14_XGB,puf12_r123_r567_r5loop67_r678,pp_nonlocal24_high_per_res,0.33049124479293823
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pr_cp_sum,0.0
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pr_cp_per_nt,0.0
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pr_top20_mean,0.0
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pr_rna_max_mean,0.0
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pr_rna_max_min,0.0
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pr_rna_coverage_05,0.0
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pr_protein_coverage_05,0.0
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pr_high_contacts_per_nt,0.0
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pp_nonlocal4_per_res,0.0
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pp_nonlocal4_high_per_res,0.3296482563018799
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pp_nonlocal12_per_res,0.0
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pp_nonlocal12_high_per_res,0.3398604691028595
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pp_nonlocal24_per_res,0.0
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5678,pp_nonlocal24_high_per_res,0.33049124479293823
CP_summary14_XGB,puf12_r123_r567_r6loopr7_r5loop678,pr_cp_sum,0.0
