C388_threshold,equivalent_cutoff_lower_exclusive,equivalent_cutoff_upper_inclusive,n_work,n_nonwork,model,validation,objective,AUC,majority_accuracy,score_threshold,accuracy,balanced_accuracy,TP,TN,FP,FN,distance
0.45,0.44306,0.518925,22,9,CP3_RF,mutation_group_out,accuracy,0.6742424242424242,0.7096774193548387,0.3398909242845034,0.7419354838709677,0.6212121212121212,20.0,3.0,6.0,2.0,0.1601090757154966
0.45,0.44306,0.518925,22,9,CP3_RF,mutation_group_out,balanced_accuracy,0.6742424242424242,0.7096774193548387,0.6555546575627609,0.6774193548387096,0.7070707070707071,14.0,7.0,2.0,8.0,0.15555465756276088
0.45,0.44306,0.518925,22,9,CP_Structure9_RF,LOCO,accuracy,0.6565656565656566,0.7096774193548387,0.5685014077399674,0.7741935483870968,0.7424242424242424,18.0,6.0,3.0,4.0,0.06850140773996738
0.45,0.44306,0.518925,22,9,CP_Structure9_RF,LOCO,balanced_accuracy,0.6565656565656566,0.7096774193548387,0.5685014077399674,0.7741935483870968,0.7424242424242424,18.0,6.0,3.0,4.0,0.06850140773996738
0.45,0.44306,0.518925,22,9,CP_Structure9_RF,mutation_group_out,accuracy,0.6616161616161615,0.7096774193548387,0.28946619131263307,0.7741935483870968,0.6111111111111112,22.0,2.0,7.0,0.0,0.21053380868736693
0.45,0.44306,0.518925,22,9,CP_Structure9_RF,mutation_group_out,balanced_accuracy,0.6616161616161615,0.7096774193548387,0.8411315365758871,0.5483870967741935,0.6818181818181819,8.0,9.0,0.0,14.0,0.34113153657588713
0.52407,0.518925,0.529215,21,10,CP3_LR,LOCO,accuracy,0.6952380952380952,0.6774193548387096,0.4880978486620793,0.7419354838709677,0.7309523809523809,16.0,7.0,3.0,5.0,0.011902151337920719
0.52407,0.518925,0.529215,21,10,CP3_LR,LOCO,balanced_accuracy,0.6952380952380952,0.6774193548387096,0.5273947238187067,0.6774193548387096,0.7357142857142858,12.0,9.0,1.0,9.0,0.027394723818706668
0.52407,0.518925,0.529215,21,10,CP3_LR,mutation_group_out,accuracy,0.6904761904761906,0.6774193548387096,0.5171655156249841,0.7419354838709677,0.7833333333333333,14.0,9.0,1.0,7.0,0.01716551562498414
0.52407,0.518925,0.529215,21,10,CP3_LR,mutation_group_out,balanced_accuracy,0.6904761904761906,0.6774193548387096,0.5171655156249841,0.7419354838709677,0.7833333333333333,14.0,9.0,1.0,7.0,0.01716551562498414
0.52407,0.518925,0.529215,21,10,CP_Structure9_LR,LOCO,accuracy,0.819047619047619,0.6774193548387096,0.44039269114578233,0.7741935483870968,0.7547619047619047,17.0,7.0,3.0,4.0,0.05960730885421767
0.52407,0.518925,0.529215,21,10,CP_Structure9_LR,LOCO,balanced_accuracy,0.819047619047619,0.6774193548387096,0.44039269114578233,0.7741935483870968,0.7547619047619047,17.0,7.0,3.0,4.0,0.05960730885421767
0.52407,0.518925,0.529215,21,10,CP_Structure9_LR,mutation_group_out,accuracy,0.8142857142857143,0.6774193548387096,0.4395422812456658,0.7741935483870968,0.780952380952381,16.0,8.0,2.0,5.0,0.0604577187543342
0.52407,0.518925,0.529215,21,10,CP_Structure9_LR,mutation_group_out,balanced_accuracy,0.8142857142857143,0.6774193548387096,0.5664359472251435,0.7096774193548387,0.7857142857142857,12.0,10.0,0.0,9.0,0.06643594722514345
0.52407,0.518925,0.529215,21,10,CP3_RF,LOCO,accuracy,0.5857142857142856,0.6774193548387096,0.3875344219239778,0.7096774193548387,0.6547619047619048,17.0,5.0,5.0,4.0,0.1124655780760222
0.52407,0.518925,0.529215,21,10,CP3_RF,LOCO,balanced_accuracy,0.5857142857142856,0.6774193548387096,0.3875344219239778,0.7096774193548387,0.6547619047619048,17.0,5.0,5.0,4.0,0.1124655780760222
0.52407,0.518925,0.529215,21,10,CP3_RF,mutation_group_out,accuracy,0.5904761904761904,0.6774193548387096,0.38644092033271094,0.6774193548387096,0.6309523809523809,16.0,5.0,5.0,5.0,0.11355907966728906
0.52407,0.518925,0.529215,21,10,CP3_RF,mutation_group_out,balanced_accuracy,0.5904761904761904,0.6774193548387096,0.5802609580530904,0.6451612903225806,0.6333333333333333,14.0,6.0,4.0,7.0,0.08026095805309041
0.52407,0.518925,0.529215,21,10,CP_Structure9_RF,LOCO,accuracy,0.6904761904761905,0.6774193548387096,0.6373941171780624,0.7096774193548387,0.7333333333333334,14.0,8.0,2.0,7.0,0.13739411717806238
0.52407,0.518925,0.529215,21,10,CP_Structure9_RF,LOCO,balanced_accuracy,0.6904761904761905,0.6774193548387096,0.6373941171780624,0.7096774193548387,0.7333333333333334,14.0,8.0,2.0,7.0,0.13739411717806238
0.52407,0.518925,0.529215,21,10,CP_Structure9_RF,mutation_group_out,accuracy,0.6000000000000001,0.6774193548387096,0.27137402890034107,0.7096774193548387,0.6023809523809524,19.0,3.0,7.0,2.0,0.22862597109965893
0.52407,0.518925,0.529215,21,10,CP_Structure9_RF,mutation_group_out,balanced_accuracy,0.6000000000000001,0.6774193548387096,0.8842732653693209,0.5483870967741935,0.6666666666666666,7.0,10.0,0.0,14.0,0.38427326536932094
0.55,0.529215,0.5554349999999999,20,11,CP3_LR,LOCO,accuracy,0.7363636363636364,0.6451612903225806,0.4867827570773587,0.7741935483870968,0.7636363636363637,16.0,8.0,3.0,4.0,0.013217242922641315
0.55,0.529215,0.5554349999999999,20,11,CP3_LR,LOCO,balanced_accuracy,0.7363636363636364,0.6451612903225806,0.5294619002992156,0.7419354838709677,0.7795454545454545,13.0,10.0,1.0,7.0,0.029461900299215582
0.55,0.529215,0.5554349999999999,20,11,CP3_LR,mutation_group_out,accuracy,0.709090909090909,0.6451612903225806,0.5201172946917747,0.7741935483870968,0.8045454545454545,14.0,10.0,1.0,6.0,0.0201172946917747
0.55,0.529215,0.5554349999999999,20,11,CP3_LR,mutation_group_out,balanced_accuracy,0.709090909090909,0.6451612903225806,0.5201172946917747,0.7741935483870968,0.8045454545454545,14.0,10.0,1.0,6.0,0.0201172946917747
0.55,0.529215,0.5554349999999999,20,11,CP_Structure9_LR,LOCO,accuracy,0.7727272727272726,0.6451612903225806,0.362982674086557,0.7419354838709677,0.6568181818181817,19.0,4.0,7.0,1.0,0.137017325913443
0.55,0.529215,0.5554349999999999,20,11,CP_Structure9_LR,LOCO,balanced_accuracy,0.7727272727272726,0.6451612903225806,0.5412220397686736,0.7096774193548387,0.7545454545454545,12.0,10.0,1.0,8.0,0.04122203976867356
0.55,0.529215,0.5554349999999999,20,11,CP_Structure9_LR,mutation_group_out,accuracy,0.7500000000000001,0.6451612903225806,0.46719617262486424,0.7096774193548387,0.7136363636363636,14.0,8.0,3.0,6.0,0.03280382737513576
0.55,0.529215,0.5554349999999999,20,11,CP_Structure9_LR,mutation_group_out,balanced_accuracy,0.7500000000000001,0.6451612903225806,0.5633106086012579,0.6774193548387096,0.7295454545454545,11.0,10.0,1.0,9.0,0.06331060860125792
0.55,0.529215,0.5554349999999999,20,11,CP3_RF,LOCO,accuracy,0.6909090909090909,0.6451612903225806,0.3795277477525778,0.7741935483870968,0.7227272727272727,18.0,6.0,5.0,2.0,0.1204722522474222
0.55,0.529215,0.5554349999999999,20,11,CP3_RF,LOCO,balanced_accuracy,0.6909090909090909,0.6451612903225806,0.3795277477525778,0.7741935483870968,0.7227272727272727,18.0,6.0,5.0,2.0,0.1204722522474222
0.55,0.529215,0.5554349999999999,20,11,CP3_RF,mutation_group_out,accuracy,0.6227272727272728,0.6451612903225806,0.5527754822806098,0.7096774193548387,0.6931818181818181,15.0,7.0,4.0,5.0,0.0527754822806098
0.55,0.529215,0.5554349999999999,20,11,CP3_RF,mutation_group_out,balanced_accuracy,0.6227272727272728,0.6451612903225806,0.5527754822806098,0.7096774193548387,0.6931818181818181,15.0,7.0,4.0,5.0,0.0527754822806098
0.55,0.529215,0.5554349999999999,20,11,CP_Structure9_RF,LOCO,accuracy,0.7681818181818181,0.6451612903225806,0.43745795056227177,0.7741935483870968,0.7227272727272727,18.0,6.0,5.0,2.0,0.06254204943772823
0.55,0.529215,0.5554349999999999,20,11,CP_Structure9_RF,LOCO,balanced_accuracy,0.7681818181818181,0.6451612903225806,0.6293516326443609,0.7419354838709677,0.759090909090909,14.0,9.0,2.0,6.0,0.1293516326443609
0.55,0.529215,0.5554349999999999,20,11,CP_Structure9_RF,mutation_group_out,accuracy,0.5772727272727273,0.6451612903225806,0.19859637133053104,0.7096774193548387,0.5909090909090909,20.0,2.0,9.0,0.0,0.30140362866946896
0.55,0.529215,0.5554349999999999,20,11,CP_Structure9_RF,mutation_group_out,balanced_accuracy,0.5772727272727273,0.6451612903225806,0.8919402585364553,0.5483870967741935,0.65,6.0,11.0,0.0,14.0,0.3919402585364553
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP3_LR,LOCO,accuracy,0.6622807017543859,0.6129032258064516,0.48951873423245884,0.7096774193548387,0.7017543859649122,14.0,8.0,4.0,5.0,0.010481265767541159
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP3_LR,LOCO,balanced_accuracy,0.6622807017543859,0.6129032258064516,0.48951873423245884,0.7096774193548387,0.7017543859649122,14.0,8.0,4.0,5.0,0.010481265767541159
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP3_LR,mutation_group_out,accuracy,0.6096491228070176,0.6129032258064516,0.5145597146610574,0.6774193548387096,0.7061403508771931,11.0,10.0,2.0,8.0,0.014559714661057432
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP3_LR,mutation_group_out,balanced_accuracy,0.6096491228070176,0.6129032258064516,0.5145597146610574,0.6774193548387096,0.7061403508771931,11.0,10.0,2.0,8.0,0.014559714661057432
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP_Structure9_LR,LOCO,accuracy,0.6578947368421053,0.6129032258064516,0.3075209888613553,0.6774193548387096,0.5833333333333334,19.0,2.0,10.0,0.0,0.19247901113864468
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP_Structure9_LR,LOCO,balanced_accuracy,0.6578947368421053,0.6129032258064516,0.578626382634015,0.6451612903225806,0.6951754385964912,9.0,11.0,1.0,10.0,0.078626382634015
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP_Structure9_LR,mutation_group_out,accuracy,0.6228070175438597,0.6129032258064516,0.45190001058153784,0.6451612903225806,0.6337719298245614,13.0,7.0,5.0,6.0,0.048099989418462163
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP_Structure9_LR,mutation_group_out,balanced_accuracy,0.6228070175438597,0.6129032258064516,0.5824526677953734,0.5806451612903226,0.6425438596491228,7.0,11.0,1.0,12.0,0.08245266779537341
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP3_RF,LOCO,accuracy,0.5745614035087719,0.6129032258064516,0.40884629488315277,0.7419354838709677,0.6973684210526316,17.0,6.0,6.0,2.0,0.09115370511684723
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP3_RF,LOCO,balanced_accuracy,0.5745614035087719,0.6129032258064516,0.40884629488315277,0.7419354838709677,0.6973684210526316,17.0,6.0,6.0,2.0,0.09115370511684723
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP3_RF,mutation_group_out,accuracy,0.5789473684210525,0.6129032258064516,0.5595785400656564,0.6774193548387096,0.6600877192982456,14.0,7.0,5.0,5.0,0.05957854006565644
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP3_RF,mutation_group_out,balanced_accuracy,0.5789473684210525,0.6129032258064516,0.5595785400656564,0.6774193548387096,0.6600877192982456,14.0,7.0,5.0,5.0,0.05957854006565644
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP_Structure9_RF,LOCO,accuracy,0.6403508771929824,0.6129032258064516,0.4495730169265634,0.7419354838709677,0.6973684210526316,17.0,6.0,6.0,2.0,0.050426983073436626
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP_Structure9_RF,LOCO,balanced_accuracy,0.6403508771929824,0.6129032258064516,0.4495730169265634,0.7419354838709677,0.6973684210526316,17.0,6.0,6.0,2.0,0.050426983073436626
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP_Structure9_RF,mutation_group_out,accuracy,0.4605263157894737,0.6129032258064516,0.18733015235429168,0.6774193548387096,0.5833333333333334,19.0,2.0,10.0,0.0,0.3126698476457083
0.5558624999999999,0.5554349999999999,0.55629,19,12,CP_Structure9_RF,mutation_group_out,balanced_accuracy,0.4605263157894737,0.6129032258064516,0.18733015235429168,0.6774193548387096,0.5833333333333334,19.0,2.0,10.0,0.0,0.3126698476457083
0.56508,0.55629,0.57387,18,13,CP3_LR,LOCO,accuracy,0.5299145299145299,0.5806451612903226,0.4681934837761208,0.6129032258064516,0.5811965811965812,14.0,5.0,8.0,4.0,0.0318065162238792
0.56508,0.55629,0.57387,18,13,CP3_LR,LOCO,balanced_accuracy,0.5299145299145299,0.5806451612903226,0.49769132822150075,0.5806451612903226,0.5854700854700855,10.0,8.0,5.0,8.0,0.0023086717784992494
0.56508,0.55629,0.57387,18,13,CP3_LR,mutation_group_out,accuracy,0.4658119658119658,0.5806451612903226,0.49813013395064976,0.5806451612903226,0.5747863247863247,11.0,7.0,6.0,7.0,0.001869866049350244
0.56508,0.55629,0.57387,18,13,CP3_LR,mutation_group_out,balanced_accuracy,0.4658119658119658,0.5806451612903226,0.49813013395064976,0.5806451612903226,0.5747863247863247,11.0,7.0,6.0,7.0,0.001869866049350244
0.56508,0.55629,0.57387,18,13,CP_Structure9_LR,LOCO,accuracy,0.6153846153846153,0.5806451612903226,0.4459833624474967,0.6774193548387096,0.6581196581196581,14.0,7.0,6.0,4.0,0.0540166375525033
0.56508,0.55629,0.57387,18,13,CP_Structure9_LR,LOCO,balanced_accuracy,0.6153846153846153,0.5806451612903226,0.4459833624474967,0.6774193548387096,0.6581196581196581,14.0,7.0,6.0,4.0,0.0540166375525033
0.56508,0.55629,0.57387,18,13,CP_Structure9_LR,mutation_group_out,accuracy,0.5299145299145298,0.5806451612903226,0.38082144396529105,0.6129032258064516,0.5598290598290598,16.0,3.0,10.0,2.0,0.11917855603470895
0.56508,0.55629,0.57387,18,13,CP_Structure9_LR,mutation_group_out,balanced_accuracy,0.5299145299145298,0.5806451612903226,0.5830950091514047,0.5483870967741935,0.5897435897435898,6.0,11.0,2.0,12.0,0.08309500915140466
0.56508,0.55629,0.57387,18,13,CP3_RF,LOCO,accuracy,0.594017094017094,0.5806451612903226,0.426653139846708,0.7096774193548387,0.6752136752136753,16.0,6.0,7.0,2.0,0.073346860153292
0.56508,0.55629,0.57387,18,13,CP3_RF,LOCO,balanced_accuracy,0.594017094017094,0.5806451612903226,0.426653139846708,0.7096774193548387,0.6752136752136753,16.0,6.0,7.0,2.0,0.073346860153292
0.56508,0.55629,0.57387,18,13,CP3_RF,mutation_group_out,accuracy,0.5341880341880342,0.5806451612903226,0.3460202589112692,0.6774193548387096,0.6474358974358975,15.0,6.0,7.0,3.0,0.1539797410887308
0.56508,0.55629,0.57387,18,13,CP3_RF,mutation_group_out,balanced_accuracy,0.5341880341880342,0.5806451612903226,0.3460202589112692,0.6774193548387096,0.6474358974358975,15.0,6.0,7.0,3.0,0.1539797410887308
0.56508,0.55629,0.57387,18,13,CP_Structure9_RF,LOCO,accuracy,0.5128205128205128,0.5806451612903226,0.4340221913404434,0.6774193548387096,0.6367521367521367,16.0,5.0,8.0,2.0,0.0659778086595566
0.56508,0.55629,0.57387,18,13,CP_Structure9_RF,LOCO,balanced_accuracy,0.5128205128205128,0.5806451612903226,0.4340221913404434,0.6774193548387096,0.6367521367521367,16.0,5.0,8.0,2.0,0.0659778086595566
0.56508,0.55629,0.57387,18,13,CP_Structure9_RF,mutation_group_out,accuracy,0.35256410256410253,0.5806451612903226,0.0,0.5806451612903226,0.5,18.0,0.0,13.0,0.0,0.5
0.56508,0.55629,0.57387,18,13,CP_Structure9_RF,mutation_group_out,balanced_accuracy,0.35256410256410253,0.5806451612903226,0.0,0.5806451612903226,0.5,18.0,0.0,13.0,0.0,0.5
0.5825425,0.57387,0.591215,17,14,CP3_LR,LOCO,accuracy,0.5840336134453781,0.5483870967741935,0.4835794645652244,0.6774193548387096,0.6680672268907563,13.0,8.0,6.0,4.0,0.01642053543477562
0.5825425,0.57387,0.591215,17,14,CP3_LR,LOCO,balanced_accuracy,0.5840336134453781,0.5483870967741935,0.4835794645652244,0.6774193548387096,0.6680672268907563,13.0,8.0,6.0,4.0,0.01642053543477562
0.5825425,0.57387,0.591215,17,14,CP3_LR,mutation_group_out,accuracy,0.49999999999999994,0.5483870967741935,0.522280390824295,0.6451612903225806,0.657563025210084,9.0,11.0,3.0,8.0,0.022280390824295004
0.5825425,0.57387,0.591215,17,14,CP3_LR,mutation_group_out,balanced_accuracy,0.49999999999999994,0.5483870967741935,0.522280390824295,0.6451612903225806,0.657563025210084,9.0,11.0,3.0,8.0,0.022280390824295004
0.5825425,0.57387,0.591215,17,14,CP_Structure9_LR,LOCO,accuracy,0.6722689075630253,0.5483870967741935,0.4360117172469191,0.7096774193548387,0.6911764705882353,15.0,7.0,7.0,2.0,0.06398828275308088
0.5825425,0.57387,0.591215,17,14,CP_Structure9_LR,LOCO,balanced_accuracy,0.6722689075630253,0.5483870967741935,0.4360117172469191,0.7096774193548387,0.6911764705882353,15.0,7.0,7.0,2.0,0.06398828275308088
0.5825425,0.57387,0.591215,17,14,CP_Structure9_LR,mutation_group_out,accuracy,0.5966386554621849,0.5483870967741935,0.44040002913983917,0.6451612903225806,0.6449579831932774,11.0,9.0,5.0,6.0,0.059599970860160834
0.5825425,0.57387,0.591215,17,14,CP_Structure9_LR,mutation_group_out,balanced_accuracy,0.5966386554621849,0.5483870967741935,0.44040002913983917,0.6451612903225806,0.6449579831932774,11.0,9.0,5.0,6.0,0.059599970860160834
0.5825425,0.57387,0.591215,17,14,CP3_RF,LOCO,accuracy,0.6764705882352942,0.5483870967741935,0.45430366287027446,0.7741935483870968,0.7563025210084033,16.0,8.0,6.0,1.0,0.04569633712972554
0.5825425,0.57387,0.591215,17,14,CP3_RF,LOCO,balanced_accuracy,0.6764705882352942,0.5483870967741935,0.45430366287027446,0.7741935483870968,0.7563025210084033,16.0,8.0,6.0,1.0,0.04569633712972554
0.5825425,0.57387,0.591215,17,14,CP3_RF,mutation_group_out,accuracy,0.5798319327731093,0.5483870967741935,0.5549698244194899,0.6774193548387096,0.6680672268907563,13.0,8.0,6.0,4.0,0.05496982441948994
0.5825425,0.57387,0.591215,17,14,CP3_RF,mutation_group_out,balanced_accuracy,0.5798319327731093,0.5483870967741935,0.5549698244194899,0.6774193548387096,0.6680672268907563,13.0,8.0,6.0,4.0,0.05496982441948994
0.5825425,0.57387,0.591215,17,14,CP_Structure9_RF,LOCO,accuracy,0.6764705882352942,0.5483870967741935,0.4099714966051875,0.7741935483870968,0.75,17.0,7.0,7.0,0.0,0.0900285033948125
0.5825425,0.57387,0.591215,17,14,CP_Structure9_RF,LOCO,balanced_accuracy,0.6764705882352942,0.5483870967741935,0.4099714966051875,0.7741935483870968,0.75,17.0,7.0,7.0,0.0,0.0900285033948125
0.5825425,0.57387,0.591215,17,14,CP_Structure9_RF,mutation_group_out,accuracy,0.43907563025210083,0.5483870967741935,0.2919195954162449,0.5806451612903226,0.5546218487394958,14.0,4.0,10.0,3.0,0.2080804045837551
0.5825425,0.57387,0.591215,17,14,CP_Structure9_RF,mutation_group_out,balanced_accuracy,0.43907563025210083,0.5483870967741935,0.2919195954162449,0.5806451612903226,0.5546218487394958,14.0,4.0,10.0,3.0,0.2080804045837551
0.5945275000000001,0.591215,0.59784,16,15,CP3_LR,LOCO,accuracy,0.5416666666666667,0.5161290322580645,0.4715664810628954,0.6129032258064516,0.60625,13.0,6.0,9.0,3.0,0.028433518937104607
0.5945275000000001,0.591215,0.59784,16,15,CP3_LR,LOCO,balanced_accuracy,0.5416666666666667,0.5161290322580645,0.4715664810628954,0.6129032258064516,0.60625,13.0,6.0,9.0,3.0,0.028433518937104607
0.5945275000000001,0.591215,0.59784,16,15,CP3_LR,mutation_group_out,accuracy,0.45416666666666666,0.5161290322580645,0.5181576004970139,0.5806451612903226,0.5833333333333333,8.0,10.0,5.0,8.0,0.01815760049701387
0.5945275000000001,0.591215,0.59784,16,15,CP3_LR,mutation_group_out,balanced_accuracy,0.45416666666666666,0.5161290322580645,0.5181576004970139,0.5806451612903226,0.5833333333333333,8.0,10.0,5.0,8.0,0.01815760049701387
0.5945275000000001,0.591215,0.59784,16,15,CP_Structure9_LR,LOCO,accuracy,0.6541666666666667,0.5161290322580645,0.42048785542939326,0.7096774193548387,0.7020833333333334,15.0,7.0,8.0,1.0,0.07951214457060674
0.5945275000000001,0.591215,0.59784,16,15,CP_Structure9_LR,LOCO,balanced_accuracy,0.6541666666666667,0.5161290322580645,0.42048785542939326,0.7096774193548387,0.7020833333333334,15.0,7.0,8.0,1.0,0.07951214457060674
0.5945275000000001,0.591215,0.59784,16,15,CP_Structure9_LR,mutation_group_out,accuracy,0.5625,0.5161290322580645,0.4376254560310263,0.6129032258064516,0.6125,10.0,9.0,6.0,6.0,0.062374543968973684
0.5945275000000001,0.591215,0.59784,16,15,CP_Structure9_LR,mutation_group_out,balanced_accuracy,0.5625,0.5161290322580645,0.4376254560310263,0.6129032258064516,0.6125,10.0,9.0,6.0,6.0,0.062374543968973684
0.5945275000000001,0.591215,0.59784,16,15,CP3_RF,LOCO,accuracy,0.5666666666666667,0.5161290322580645,0.3925786990544195,0.7419354838709677,0.7354166666666666,15.0,8.0,7.0,1.0,0.1074213009455805
0.5945275000000001,0.591215,0.59784,16,15,CP3_RF,LOCO,balanced_accuracy,0.5666666666666667,0.5161290322580645,0.3925786990544195,0.7419354838709677,0.7354166666666666,15.0,8.0,7.0,1.0,0.1074213009455805
0.5945275000000001,0.591215,0.59784,16,15,CP3_RF,mutation_group_out,accuracy,0.5416666666666666,0.5161290322580645,0.3100604754445324,0.6774193548387096,0.66875,15.0,6.0,9.0,1.0,0.1899395245554676
0.5945275000000001,0.591215,0.59784,16,15,CP3_RF,mutation_group_out,balanced_accuracy,0.5416666666666666,0.5161290322580645,0.3100604754445324,0.6774193548387096,0.66875,15.0,6.0,9.0,1.0,0.1899395245554676
0.5945275000000001,0.591215,0.59784,16,15,CP_Structure9_RF,LOCO,accuracy,0.6583333333333333,0.5161290322580645,0.43744800955510876,0.6774193548387096,0.6708333333333334,14.0,7.0,8.0,2.0,0.06255199044489124
0.5945275000000001,0.591215,0.59784,16,15,CP_Structure9_RF,LOCO,balanced_accuracy,0.6583333333333333,0.5161290322580645,0.43744800955510876,0.6774193548387096,0.6708333333333334,14.0,7.0,8.0,2.0,0.06255199044489124
0.5945275000000001,0.591215,0.59784,16,15,CP_Structure9_RF,mutation_group_out,accuracy,0.3729166666666667,0.5161290322580645,0.2761851320626249,0.5483870967741935,0.5375,14.0,3.0,12.0,2.0,0.2238148679373751
0.5945275000000001,0.591215,0.59784,16,15,CP_Structure9_RF,mutation_group_out,balanced_accuracy,0.3729166666666667,0.5161290322580645,0.2761851320626249,0.5483870967741935,0.5375,14.0,3.0,12.0,2.0,0.2238148679373751
0.6000000000000001,0.59784,0.60431,15,16,CP3_LR,LOCO,accuracy,0.48333333333333334,0.5161290322580645,0.5295703457110075,0.6451612903225806,0.6354166666666666,5.0,15.0,1.0,10.0,0.029570345711007473
0.6000000000000001,0.59784,0.60431,15,16,CP3_LR,LOCO,balanced_accuracy,0.48333333333333334,0.5161290322580645,0.5295703457110075,0.6451612903225806,0.6354166666666666,5.0,15.0,1.0,10.0,0.029570345711007473
0.6000000000000001,0.59784,0.60431,15,16,CP3_LR,mutation_group_out,accuracy,0.39999999999999997,0.5161290322580645,0.49198016647676013,0.5483870967741935,0.5520833333333333,10.0,7.0,9.0,5.0,0.008019833523239872
0.6000000000000001,0.59784,0.60431,15,16,CP3_LR,mutation_group_out,balanced_accuracy,0.39999999999999997,0.5161290322580645,0.49198016647676013,0.5483870967741935,0.5520833333333333,10.0,7.0,9.0,5.0,0.008019833523239872
0.6000000000000001,0.59784,0.60431,15,16,CP_Structure9_LR,LOCO,accuracy,0.7166666666666667,0.5161290322580645,0.4014856083434552,0.7096774193548387,0.7145833333333333,13.0,9.0,7.0,2.0,0.0985143916565448
0.6000000000000001,0.59784,0.60431,15,16,CP_Structure9_LR,LOCO,balanced_accuracy,0.7166666666666667,0.5161290322580645,0.4014856083434552,0.7096774193548387,0.7145833333333333,13.0,9.0,7.0,2.0,0.0985143916565448
0.6000000000000001,0.59784,0.60431,15,16,CP_Structure9_LR,mutation_group_out,accuracy,0.5416666666666666,0.5161290322580645,0.599810716926479,0.6129032258064516,0.6041666666666666,5.0,14.0,2.0,10.0,0.09981071692647903
0.6000000000000001,0.59784,0.60431,15,16,CP_Structure9_LR,mutation_group_out,balanced_accuracy,0.5416666666666666,0.5161290322580645,0.599810716926479,0.6129032258064516,0.6041666666666666,5.0,14.0,2.0,10.0,0.09981071692647903
0.6000000000000001,0.59784,0.60431,15,16,CP3_RF,LOCO,accuracy,0.6166666666666667,0.5161290322580645,0.2836993929184757,0.7096774193548387,0.71875,15.0,7.0,9.0,0.0,0.21630060708152432
0.6000000000000001,0.59784,0.60431,15,16,CP3_RF,LOCO,balanced_accuracy,0.6166666666666667,0.5161290322580645,0.2836993929184757,0.7096774193548387,0.71875,15.0,7.0,9.0,0.0,0.21630060708152432
0.6000000000000001,0.59784,0.60431,15,16,CP3_RF,mutation_group_out,accuracy,0.4875,0.5161290322580645,0.35631783487031854,0.6451612903225806,0.6541666666666667,14.0,6.0,10.0,1.0,0.14368216512968146
0.6000000000000001,0.59784,0.60431,15,16,CP3_RF,mutation_group_out,balanced_accuracy,0.4875,0.5161290322580645,0.35631783487031854,0.6451612903225806,0.6541666666666667,14.0,6.0,10.0,1.0,0.14368216512968146
0.6000000000000001,0.59784,0.60431,15,16,CP_Structure9_RF,LOCO,accuracy,0.7333333333333334,0.5161290322580645,0.456805180886077,0.7419354838709677,0.7479166666666667,14.0,9.0,7.0,1.0,0.04319481911392298
0.6000000000000001,0.59784,0.60431,15,16,CP_Structure9_RF,LOCO,balanced_accuracy,0.7333333333333334,0.5161290322580645,0.456805180886077,0.7419354838709677,0.7479166666666667,14.0,9.0,7.0,1.0,0.04319481911392298
0.6000000000000001,0.59784,0.60431,15,16,CP_Structure9_RF,mutation_group_out,accuracy,0.3895833333333333,0.5161290322580645,0.4049707306996948,0.5161290322580645,0.5208333333333333,10.0,6.0,10.0,5.0,0.0950292693003052
0.6000000000000001,0.59784,0.60431,15,16,CP_Structure9_RF,mutation_group_out,balanced_accuracy,0.3895833333333333,0.5161290322580645,0.4049707306996948,0.5161290322580645,0.5208333333333333,10.0,6.0,10.0,5.0,0.0950292693003052
0.6105674999999999,0.60431,0.616825,14,17,CP3_LR,LOCO,accuracy,0.592436974789916,0.5483870967741935,0.5175765375642931,0.6774193548387096,0.6554621848739496,6.0,15.0,2.0,8.0,0.017576537564293115
0.6105674999999999,0.60431,0.616825,14,17,CP3_LR,LOCO,balanced_accuracy,0.592436974789916,0.5483870967741935,0.5175765375642931,0.6774193548387096,0.6554621848739496,6.0,15.0,2.0,8.0,0.017576537564293115
0.6105674999999999,0.60431,0.616825,14,17,CP3_LR,mutation_group_out,accuracy,0.5252100840336134,0.5483870967741935,0.5215204423999096,0.5806451612903226,0.5735294117647058,7.0,11.0,6.0,7.0,0.02152044239990958
0.6105674999999999,0.60431,0.616825,14,17,CP3_LR,mutation_group_out,balanced_accuracy,0.5252100840336134,0.5483870967741935,0.5215204423999096,0.5806451612903226,0.5735294117647058,7.0,11.0,6.0,7.0,0.02152044239990958
