C388_threshold,equivalent_cutoff_lower_exclusive,equivalent_cutoff_upper_inclusive,n_work,n_nonwork,model,validation,objective,AUC,majority_accuracy,score_threshold,accuracy,balanced_accuracy,TP,TN,FP,FN,distance
0.05,0.0,0.0866649999999999,29,2,CP_Structure9_RF,LOCO,accuracy,0.5517241379310345,0.9354838709677419,0.0,0.9354838709677419,0.5,29.0,0.0,2.0,0.0,0.5
0.05,0.0,0.0866649999999999,29,2,CP_Structure9_RF,LOCO,balanced_accuracy,0.5517241379310345,0.9354838709677419,0.43826933999348494,0.8709677419354839,0.6982758620689655,26.0,1.0,1.0,3.0,0.06173066000651506
0.05,0.0,0.0866649999999999,29,2,CP_Structure9_RF,mutation_group_out,accuracy,0.5172413793103449,0.9354838709677419,0.39579476469785724,0.9354838709677419,0.7327586206896552,28.0,1.0,1.0,1.0,0.10420523530214276
0.05,0.0,0.0866649999999999,29,2,CP_Structure9_RF,mutation_group_out,balanced_accuracy,0.5172413793103449,0.9354838709677419,0.39579476469785724,0.9354838709677419,0.7327586206896552,28.0,1.0,1.0,1.0,0.10420523530214276
0.1,0.0866649999999999,0.23336,28,3,CP3_LR,LOCO,accuracy,0.7380952380952381,0.9032258064516129,0.0,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.5
0.1,0.0866649999999999,0.23336,28,3,CP3_LR,LOCO,balanced_accuracy,0.7380952380952381,0.9032258064516129,0.514963543415369,0.5806451612903226,0.7678571428571428,15.0,3.0,0.0,13.0,0.014963543415368985
0.1,0.0866649999999999,0.23336,28,3,CP3_LR,mutation_group_out,accuracy,0.8214285714285715,0.9032258064516129,0.0,0.9032258064516129,0.5,28.0,0.0,3.0,0.0,0.5
0.1,0.0866649999999999,0.23336,28,3,CP3_LR,mutation_group_out,balanced_accuracy,0.8214285714285715,0.9032258064516129,0.4812712487293901,0.7741935483870968,0.875,21.0,3.0,0.0,7.0,0.01872875127060991
0.1,0.0866649999999999,0.23336,28,3,CP_Structure9_LR,LOCO,accuracy,0.7261904761904762,0.9032258064516129,0.3178344362279989,0.9032258064516129,0.6488095238095238,27.0,1.0,2.0,1.0,0.1821655637720011
0.1,0.0866649999999999,0.23336,28,3,CP_Structure9_LR,LOCO,balanced_accuracy,0.7261904761904762,0.9032258064516129,0.5638409752212452,0.5483870967741935,0.75,14.0,3.0,0.0,14.0,0.06384097522124521
0.1,0.0866649999999999,0.23336,28,3,CP_Structure9_LR,mutation_group_out,accuracy,0.75,0.9032258064516129,0.21831312598841673,0.9354838709677419,0.6666666666666666,28.0,1.0,2.0,0.0,0.28168687401158327
