family,threshold_pp,stage,representation,model,n,weighted_n,accuracy,balanced_accuracy,macro_F1,MCC,n_classes_observed,precision_decrease,recall_decrease,F1_decrease,support_decrease,ROC_AUC_decrease,AP_decrease,precision_unchanged,recall_unchanged,F1_unchanged,support_unchanged,ROC_AUC_unchanged,AP_unchanged,specificity,false_negative_rate,ROC_AUC,AP,cm_0_0,cm_0_1,cm_1_0,cm_1_1
RNA_protein_interface,-2.5,screen,PR_reference_interface|raw|all|0|variance|0.2|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.6052631578947368,0.46169772256728775,0.4317048853439681,-0.04628584925531226,2,0.8979591836734694,0.6376811594202898,0.7457627118644068,69.0,0.556935817805383,0.9361443625526416,0.07407407407407407,0.2857142857142857,0.11764705882352941,7.0,0.556935817805383,0.2423939538066681,0.2857142857142857,0.3623188405797102,0.556935817805383,0.9361443625526416,44.0,25.0,5.0,2.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|raw|250|0|variance|0.2|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.6052631578947368,0.46169772256728775,0.4317048853439681,-0.04628584925531226,2,0.8979591836734694,0.6376811594202898,0.7457627118644068,69.0,0.556935817805383,0.9361443625526416,0.07407407407407407,0.2857142857142857,0.11764705882352941,7.0,0.556935817805383,0.2423939538066681,0.2857142857142857,0.3623188405797102,0.556935817805383,0.9361443625526416,44.0,25.0,5.0,2.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|raw|all|0|variance|0.5|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.5394736842105263,0.5538302277432712,0.4324727970983572,0.062351733499136704,2,0.925,0.5362318840579711,0.6788990825688074,69.0,0.5869565217391305,0.9426522799802062,0.1111111111111111,0.5714285714285714,0.18604651162790697,7.0,0.5869565217391304,0.15266114729695246,0.5714285714285714,0.46376811594202894,0.5869565217391305,0.9426522799802062,37.0,32.0,3.0,4.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|raw|250|0|variance|0.5|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.5394736842105263,0.5538302277432712,0.4324727970983572,0.062351733499136704,2,0.925,0.5362318840579711,0.6788990825688074,69.0,0.5869565217391305,0.9426522799802062,0.1111111111111111,0.5714285714285714,0.18604651162790697,7.0,0.5869565217391304,0.15266114729695246,0.5714285714285714,0.46376811594202894,0.5869565217391305,0.9426522799802062,37.0,32.0,3.0,4.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|raw|all|0|variance|0.8|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.5263157894736842,0.4824016563146998,0.4077922077922078,-0.02041970226588336,2,0.9024390243902439,0.5362318840579711,0.6727272727272727,69.0,0.5641821946169773,0.9348539348739172,0.08571428571428572,0.42857142857142855,0.14285714285714285,7.0,0.5641821946169772,0.17292239432203121,0.42857142857142855,0.46376811594202894,0.5641821946169773,0.9348539348739172,37.0,32.0,4.0,3.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|raw|250|0|variance|0.8|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.5263157894736842,0.4824016563146998,0.4077922077922078,-0.02041970226588336,2,0.9024390243902439,0.5362318840579711,0.6727272727272727,69.0,0.5641821946169773,0.9348539348739172,0.08571428571428572,0.42857142857142855,0.14285714285714285,7.0,0.5641821946169772,0.17292239432203121,0.42857142857142855,0.46376811594202894,0.5641821946169773,0.9348539348739172,37.0,32.0,4.0,3.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|raw|25|0|variance|0.2|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.618421052631579,0.5331262939958592,0.4617826617826618,0.03971703124896662,2,0.9166666666666666,0.6376811594202898,0.7521367521367521,69.0,0.5300207039337475,0.926309146216601,0.10714285714285714,0.42857142857142855,0.17142857142857143,7.0,0.5300207039337475,0.1145716133545148,0.42857142857142855,0.3623188405797102,0.5300207039337475,0.926309146216601,44.0,25.0,4.0,3.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|raw|100|0|variance|0.2|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.6052631578947368,0.46169772256728775,0.4317048853439681,-0.04628584925531226,2,0.8979591836734694,0.6376811594202898,0.7457627118644068,69.0,0.556935817805383,0.9361443625526416,0.07407407407407407,0.2857142857142857,0.11764705882352941,7.0,0.556935817805383,0.2423939538066681,0.2857142857142857,0.3623188405797102,0.556935817805383,0.9361443625526416,44.0,25.0,5.0,2.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|raw|1000|0|variance|0.2|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.6052631578947368,0.46169772256728775,0.4317048853439681,-0.04628584925531226,2,0.8979591836734694,0.6376811594202898,0.7457627118644068,69.0,0.556935817805383,0.9361443625526416,0.07407407407407407,0.2857142857142857,0.11764705882352941,7.0,0.556935817805383,0.2423939538066681,0.2857142857142857,0.3623188405797102,0.556935817805383,0.9361443625526416,44.0,25.0,5.0,2.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|delta|all|0|variance|0.2|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.6052631578947368,0.46169772256728775,0.4317048853439681,-0.04628584925531226,2,0.8979591836734694,0.6376811594202898,0.7457627118644068,69.0,0.556935817805383,0.9361443625526416,0.07407407407407407,0.2857142857142857,0.11764705882352941,7.0,0.556935817805383,0.2423939538066681,0.2857142857142857,0.3623188405797102,0.556935817805383,0.9361443625526416,44.0,25.0,5.0,2.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|delta|250|0|variance|0.2|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.6052631578947368,0.46169772256728775,0.4317048853439681,-0.04628584925531226,2,0.8979591836734694,0.6376811594202898,0.7457627118644068,69.0,0.556935817805383,0.9361443625526416,0.07407407407407407,0.2857142857142857,0.11764705882352941,7.0,0.556935817805383,0.2423939538066681,0.2857142857142857,0.3623188405797102,0.556935817805383,0.9361443625526416,44.0,25.0,5.0,2.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|delta|all|0|variance|0.5|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.5394736842105263,0.5538302277432712,0.4324727970983572,0.062351733499136704,2,0.925,0.5362318840579711,0.6788990825688074,69.0,0.5869565217391305,0.9426522799802062,0.1111111111111111,0.5714285714285714,0.18604651162790697,7.0,0.5869565217391304,0.15266114729695246,0.5714285714285714,0.46376811594202894,0.5869565217391305,0.9426522799802062,37.0,32.0,3.0,4.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|delta|250|0|variance|0.5|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.5394736842105263,0.5538302277432712,0.4324727970983572,0.062351733499136704,2,0.925,0.5362318840579711,0.6788990825688074,69.0,0.5869565217391305,0.9426522799802062,0.1111111111111111,0.5714285714285714,0.18604651162790697,7.0,0.5869565217391304,0.15266114729695246,0.5714285714285714,0.46376811594202894,0.5869565217391305,0.9426522799802062,37.0,32.0,3.0,4.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|delta|all|0|variance|0.8|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.5263157894736842,0.4824016563146998,0.4077922077922078,-0.02041970226588336,2,0.9024390243902439,0.5362318840579711,0.6727272727272727,69.0,0.5641821946169773,0.9348539348739172,0.08571428571428572,0.42857142857142855,0.14285714285714285,7.0,0.5641821946169772,0.17292239432203121,0.42857142857142855,0.46376811594202894,0.5641821946169773,0.9348539348739172,37.0,32.0,4.0,3.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|delta|250|0|variance|0.8|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.5263157894736842,0.4824016563146998,0.4077922077922078,-0.02041970226588336,2,0.9024390243902439,0.5362318840579711,0.6727272727272727,69.0,0.5641821946169773,0.9348539348739172,0.08571428571428572,0.42857142857142855,0.14285714285714285,7.0,0.5641821946169772,0.17292239432203121,0.42857142857142855,0.46376811594202894,0.5641821946169773,0.9348539348739172,37.0,32.0,4.0,3.0
RNA_protein_interface,-2.5,screen,PR_reference_interface|delta|25|0|variance|0.2|False,"{""algorithm"": ""Ridge"", ""alpha"": 1.0, ""class_weight"": ""balanced""}",76,76.0,0.618421052631579,0.5331262939958592,0.4617826617826618,0.03971703124896662,2,0.9166666666666666,0.6376811594202898,0.7521367521367521,69.0,0.5300207039337475,0.926309146216601,0.10714285714285714,0.42857142857142855,0.17142857142857143,7.0,0.5300207039337475,0.1145716133545148,0.42857142857142855,0.3623188405797102,0.5300207039337475,0.926309146216601,44.0,25.0,4.0,3.0
