site,label_threshold_delta_pp,equivalent_delta_lower_exclusive_pp,equivalent_delta_upper_inclusive_pp,model,n_high,n_low,AUC,BA_fixed_score05,score_threshold,BA,accuracy,sensitivity,specificity,TN,FP,FN,TP
C388,-15.0,-15.174000000000008,-13.439500000000002,Total_CP_LR,16,14,0.17410714285714285,0.3839285714285714,0.0,0.5,0.5333333333333333,1.0,0.0,0,14,0,16
C388,-15.0,-15.174000000000008,-13.439500000000002,Interface_CP_LR,16,14,0.5089285714285715,0.5758928571428572,0.5910915332748239,0.59375,0.5666666666666667,0.1875,1.0,14,0,13,3
C388,-15.0,-15.174000000000008,-13.439500000000002,S4_S12_S24_LR,16,14,0.5892857142857143,0.6026785714285714,0.48351566775069976,0.6607142857142857,0.6666666666666666,0.75,0.5714285714285714,8,6,4,12
C388,-15.0,-15.174000000000008,-13.439500000000002,Repository_LR,16,14,0.7187500000000001,0.7008928571428572,0.5086934136208745,0.7366071428571428,0.7333333333333333,0.6875,0.7857142857142857,11,3,5,11
C388,-15.0,-15.174000000000008,-13.439500000000002,ContactSeek_Top3_RF,16,14,0.7410714285714286,0.7366071428571428,0.47963785948156656,0.7678571428571428,0.7666666666666667,0.75,0.7857142857142857,11,3,4,12
C388,-15.0,-15.174000000000008,-13.439500000000002,ContactSeek_CCR_RF,16,14,0.6026785714285714,0.5357142857142857,0.6744077046946428,0.6517857142857143,0.6333333333333333,0.375,0.9285714285714286,13,1,10,6
C388,-10.0,-10.87850000000001,-9.64500000000001,Total_CP_LR,12,18,0.06481481481481483,0.2916666666666667,0.0,0.5,0.4,1.0,0.0,0,18,0,12
C388,-10.0,-10.87850000000001,-9.64500000000001,Interface_CP_LR,12,18,0.4722222222222222,0.5694444444444444,0.4856433588081926,0.6111111111111112,0.6333333333333333,0.5,0.7222222222222222,13,5,6,6
C388,-10.0,-10.87850000000001,-9.64500000000001,S4_S12_S24_LR,12,18,0.5185185185185185,0.5555555555555556,0.5448567615796127,0.6666666666666666,0.7333333333333333,0.3333333333333333,1.0,18,0,8,4
C388,-10.0,-10.87850000000001,-9.64500000000001,Repository_LR,12,18,0.6018518518518519,0.6944444444444444,0.5,0.6944444444444444,0.7,0.6666666666666666,0.7222222222222222,13,5,4,8
C388,-10.0,-10.87850000000001,-9.64500000000001,ContactSeek_Top3_RF,12,18,0.699074074074074,0.6944444444444444,0.3787548367702419,0.7638888888888888,0.7666666666666667,0.75,0.7777777777777778,14,4,3,9
C388,-10.0,-10.87850000000001,-9.64500000000001,ContactSeek_CCR_RF,12,18,0.6064814814814815,0.7083333333333334,0.5,0.7083333333333334,0.7333333333333333,0.5833333333333334,0.8333333333333334,15,3,5,7
C388,-5.0,-5.917500000000004,-4.777000000000001,Total_CP_LR,7,23,0.5652173913043479,0.6335403726708074,0.5218718168388535,0.6987577639751552,0.7666666666666667,0.5714285714285714,0.8260869565217391,19,4,3,4
C388,-5.0,-5.917500000000004,-4.777000000000001,Interface_CP_LR,7,23,0.5465838509316769,0.6770186335403727,0.5612812163242356,0.7204968944099379,0.8,0.5714285714285714,0.8695652173913043,20,3,3,4
C388,-5.0,-5.917500000000004,-4.777000000000001,S4_S12_S24_LR,7,23,0.0,0.08695652173913043,0.0,0.5,0.23333333333333334,1.0,0.0,0,23,0,7
C388,-5.0,-5.917500000000004,-4.777000000000001,Repository_LR,7,23,0.5031055900621119,0.5900621118012422,0.5722625545033565,0.6987577639751552,0.7666666666666667,0.5714285714285714,0.8260869565217391,19,4,3,4
C388,-5.0,-5.917500000000004,-4.777000000000001,ContactSeek_Top3_RF,7,23,0.670807453416149,0.5993788819875776,0.1318387451654679,0.6956521739130435,0.5333333333333333,1.0,0.391304347826087,9,14,0,7
C388,-5.0,-5.917500000000004,-4.777000000000001,ContactSeek_CCR_RF,7,23,0.6894409937888198,0.7204968944099379,0.29793022955661885,0.7267080745341614,0.7333333333333333,0.7142857142857143,0.7391304347826086,17,6,2,5
C388,-36.450750000000006,-37.67250000000001,-35.229000000000006,Total_CP_LR,23,7,0.639751552795031,0.7267080745341614,0.5,0.7267080745341614,0.7333333333333333,0.7391304347826086,0.7142857142857143,5,2,6,17
C388,-36.450750000000006,-37.67250000000001,-35.229000000000006,Interface_CP_LR,23,7,0.720496894409938,0.7919254658385093,0.4673351398749629,0.8354037267080745,0.9,0.9565217391304348,0.7142857142857143,5,2,1,22
C388,-36.450750000000006,-37.67250000000001,-35.229000000000006,S4_S12_S24_LR,23,7,0.6956521739130435,0.7049689440993789,0.45429360827960896,0.7919254658385093,0.8333333333333334,0.8695652173913043,0.7142857142857143,5,2,3,20
