site,label_threshold_delta_pp,equivalent_delta_lower_exclusive_pp,equivalent_delta_upper_inclusive_pp,model,n_high,n_low,AUC,BA_fixed_score05,score_threshold,BA,accuracy,sensitivity,specificity,TN,FP,FN,TP
C871,-55.0,-56.47599999999999,-50.258,Interface_CP_LR,25,5,0.11999999999999997,0.32,0.0,0.5,0.8333333333333334,1.0,0.0,0,5,0,25
C871,-55.0,-56.47599999999999,-50.258,S4_S12_S24_LR,25,5,0.552,0.56,0.5474199291081974,0.6799999999999999,0.4666666666666667,0.36,1.0,5,0,16,9
C871,-55.0,-56.47599999999999,-50.258,Repository_LR,25,5,0.40800000000000003,0.46,0.6199941066750971,0.54,0.36666666666666664,0.28,0.8,4,1,18,7
C871,-55.0,-56.47599999999999,-50.258,ContactSeek_Top3_RF,25,5,0.224,0.48,0.0,0.5,0.8333333333333334,1.0,0.0,0,5,0,25
C871,-55.0,-56.47599999999999,-50.258,ContactSeek_CCR_RF,25,5,0.272,0.5,0.5,0.5,0.8333333333333334,1.0,0.0,0,5,0,25
C871,-50.0,-50.258,-45.77199999999999,Total_CP_LR,24,6,0.4444444444444444,0.5208333333333333,0.49820891727518046,0.5833333333333333,0.6333333333333333,0.6666666666666666,0.5,3,3,8,16
C871,-50.0,-50.258,-45.77199999999999,Interface_CP_LR,24,6,0.1597222222222222,0.41666666666666663,0.0,0.5,0.8,1.0,0.0,0,6,0,24
C871,-50.0,-50.258,-45.77199999999999,S4_S12_S24_LR,24,6,0.625,0.6041666666666666,0.5071522248410025,0.6875,0.6,0.5416666666666666,0.8333333333333334,5,1,11,13
C871,-50.0,-50.258,-45.77199999999999,Repository_LR,24,6,0.47916666666666663,0.5208333333333333,0.5222011884514857,0.6041666666666666,0.5666666666666667,0.5416666666666666,0.6666666666666666,4,2,11,13
C871,-50.0,-50.258,-45.77199999999999,ContactSeek_Top3_RF,24,6,0.2013888888888889,0.4583333333333333,0.0,0.5,0.8,1.0,0.0,0,6,0,24
C871,-50.0,-50.258,-45.77199999999999,ContactSeek_CCR_RF,24,6,0.28472222222222227,0.4791666666666667,0.6343891715609413,0.5416666666666666,0.6666666666666666,0.75,0.3333333333333333,2,4,6,18
C871,-45.0,-45.77199999999999,-40.26549999999999,Total_CP_LR,23,7,0.5527950310559006,0.639751552795031,0.49799970688283507,0.7049689440993789,0.7,0.6956521739130435,0.7142857142857143,5,2,7,16
C871,-45.0,-45.77199999999999,-40.26549999999999,Interface_CP_LR,23,7,0.2732919254658385,0.31055900621118016,0.4677922714750884,0.5279503105590062,0.7333333333333333,0.9130434782608695,0.14285714285714285,1,6,2,21
C871,-45.0,-45.77199999999999,-40.26549999999999,S4_S12_S24_LR,23,7,0.5465838509316769,0.6180124223602484,0.5,0.6180124223602484,0.5666666666666667,0.5217391304347826,0.7142857142857143,5,2,11,12
C871,-45.0,-45.77199999999999,-40.26549999999999,Repository_LR,23,7,0.33540372670807456,0.33229813664596275,0.5918961003476217,0.5093167701863355,0.4,0.30434782608695654,0.7142857142857143,5,2,16,7
C871,-45.0,-45.77199999999999,-40.26549999999999,ContactSeek_Top3_RF,23,7,0.39130434782608703,0.5496894409937888,0.6320871952803964,0.6055900621118012,0.7,0.782608695652174,0.42857142857142855,3,4,5,18
C871,-45.0,-45.77199999999999,-40.26549999999999,ContactSeek_CCR_RF,23,7,0.2981366459627329,0.5714285714285714,0.5,0.5714285714285714,0.8,1.0,0.14285714285714285,1,6,0,23
C871,-40.0,-40.26549999999999,-39.4755,Total_CP_LR,22,8,0.5568181818181818,0.6704545454545454,0.5,0.6704545454545454,0.6333333333333333,0.5909090909090909,0.75,6,2,9,13
C871,-40.0,-40.26549999999999,-39.4755,Interface_CP_LR,22,8,0.3977272727272727,0.42613636363636365,0.49238005661423057,0.5284090909090908,0.6,0.6818181818181818,0.375,3,5,7,15
C871,-40.0,-40.26549999999999,-39.4755,S4_S12_S24_LR,22,8,0.5397727272727273,0.6477272727272727,0.5,0.6477272727272727,0.6,0.5454545454545454,0.75,6,2,10,12
C871,-40.0,-40.26549999999999,-39.4755,Repository_LR,22,8,0.28977272727272724,0.3522727272727273,0.0,0.5,0.7333333333333333,1.0,0.0,0,8,0,22
C871,-40.0,-40.26549999999999,-39.4755,ContactSeek_Top3_RF,22,8,0.4318181818181818,0.5397727272727273,0.6311808803528571,0.6136363636363636,0.6666666666666666,0.7272727272727273,0.5,4,4,6,16
C871,-40.0,-40.26549999999999,-39.4755,ContactSeek_CCR_RF,22,8,0.375,0.4943181818181818,0.6659368971480146,0.5681818181818181,0.6,0.6363636363636364,0.5,4,4,8,14
C871,-35.0,-38.7175,-34.90399999999999,Total_CP_LR,18,12,0.6759259259259259,0.6805555555555556,0.49828113165378884,0.7083333333333333,0.7,0.6666666666666666,0.75,9,3,6,12
C871,-35.0,-38.7175,-34.90399999999999,Interface_CP_LR,18,12,0.6157407407407407,0.5416666666666666,0.5114793822599186,0.6527777777777778,0.6333333333333333,0.5555555555555556,0.75,9,3,8,10
C871,-35.0,-38.7175,-34.90399999999999,S4_S12_S24_LR,18,12,0.45833333333333337,0.5,0.5106467695217232,0.625,0.6,0.5,0.75,9,3,9,9
C871,-35.0,-38.7175,-34.90399999999999,Repository_LR,18,12,0.46296296296296297,0.5555555555555556,0.4450989031657311,0.625,0.6666666666666666,0.8333333333333334,0.4166666666666667,5,7,3,15
C871,-35.0,-38.7175,-34.90399999999999,ContactSeek_Top3_RF,18,12,0.6435185185185185,0.5972222222222222,0.7136412967487538,0.7361111111111112,0.7,0.5555555555555556,0.9166666666666666,11,1,8,10
C871,-35.0,-38.7175,-34.90399999999999,ContactSeek_CCR_RF,18,12,0.5370370370370371,0.4583333333333333,0.5474098234526859,0.625,0.6333333333333333,0.6666666666666666,0.5833333333333334,7,5,6,12
C871,-30.0,-31.151,-29.811,Total_CP_LR,15,15,0.76,0.6666666666666666,0.4949512719076591,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,11,4,4,11
C871,-30.0,-31.151,-29.811,Interface_CP_LR,15,15,0.76,0.6333333333333333,0.5462168915054881,0.7333333333333334,0.7333333333333333,0.6,0.8666666666666667,13,2,6,9
C871,-30.0,-31.151,-29.811,S4_S12_S24_LR,15,15,0.4711111111111111,0.5,0.5162160348433101,0.6333333333333333,0.6333333333333333,0.5333333333333333,0.7333333333333333,11,4,7,8
C871,-30.0,-31.151,-29.811,Repository_LR,15,15,0.6577777777777778,0.6666666666666667,0.5,0.6666666666666667,0.6666666666666666,0.8666666666666667,0.4666666666666667,7,8,2,13
C871,-30.0,-31.151,-29.811,ContactSeek_Top3_RF,15,15,0.7377777777777778,0.8,0.5227758488787653,0.8333333333333333,0.8333333333333334,0.9333333333333333,0.7333333333333333,11,4,1,14
C871,-30.0,-31.151,-29.811,ContactSeek_CCR_RF,15,15,0.7422222222222222,0.8,0.45228661974701656,0.8333333333333333,0.8333333333333334,0.9333333333333333,0.7333333333333333,11,4,1,14
C871,-25.0,-25.8825,-21.901999999999987,Total_CP_LR,13,17,0.7828054298642535,0.7579185520361991,0.4958894333759587,0.7669683257918551,0.7666666666666667,0.7692307692307693,0.7647058823529411,13,4,3,10
C871,-25.0,-25.8825,-21.901999999999987,Interface_CP_LR,13,17,0.7647058823529411,0.6199095022624435,0.5274968537885428,0.7873303167420814,0.8,0.6923076923076923,0.8823529411764706,15,2,4,9
C871,-25.0,-25.8825,-21.901999999999987,S4_S12_S24_LR,13,17,0.2262443438914027,0.34841628959276016,0.0,0.5,0.43333333333333335,1.0,0.0,0,17,0,13
C871,-25.0,-25.8825,-21.901999999999987,Repository_LR,13,17,0.6923076923076923,0.6877828054298643,0.5,0.6877828054298643,0.6666666666666666,0.8461538461538461,0.5294117647058824,9,8,2,11
C871,-25.0,-25.8825,-21.901999999999987,ContactSeek_Top3_RF,13,17,0.8506787330316742,0.8529411764705883,0.5,0.8529411764705883,0.8333333333333334,1.0,0.7058823529411765,12,5,0,13
C871,-25.0,-25.8825,-21.901999999999987,ContactSeek_CCR_RF,13,17,0.83710407239819,0.8235294117647058,0.5556631220530238,0.8823529411764706,0.8666666666666667,1.0,0.7647058823529411,13,4,0,13
C871,-20.0,-21.901999999999987,-19.677499999999995,Total_CP_LR,12,18,0.8240740740740742,0.7083333333333334,0.49349778055486204,0.8055555555555556,0.8,0.8333333333333334,0.7777777777777778,14,4,2,10
C871,-20.0,-21.901999999999987,-19.677499999999995,Interface_CP_LR,12,18,0.8055555555555556,0.7222222222222223,0.5163568103133571,0.7916666666666667,0.8,0.75,0.8333333333333334,15,3,3,9
C871,-20.0,-21.901999999999987,-19.677499999999995,S4_S12_S24_LR,12,18,0.03703703703703703,0.125,0.0,0.5,0.4,1.0,0.0,0,18,0,12
C871,-20.0,-21.901999999999987,-19.677499999999995,Repository_LR,12,18,0.6759259259259259,0.5833333333333333,0.5915536564781503,0.6805555555555556,0.7333333333333333,0.4166666666666667,0.9444444444444444,17,1,7,5
C871,-20.0,-21.901999999999987,-19.677499999999995,ContactSeek_Top3_RF,12,18,0.8240740740740742,0.7916666666666666,0.5549433730461323,0.8472222222222222,0.8333333333333334,0.9166666666666666,0.7777777777777778,14,4,1,11
C871,-20.0,-21.901999999999987,-19.677499999999995,ContactSeek_CCR_RF,12,18,0.7731481481481481,0.7638888888888888,0.36414996669945165,0.8055555555555556,0.7666666666666667,1.0,0.6111111111111112,11,7,0,12
C871,-15.0,-16.87449999999999,-14.298999999999992,Total_CP_LR,9,21,0.7671957671957672,0.626984126984127,0.4895172559924452,0.7777777777777777,0.7333333333333333,0.8888888888888888,0.6666666666666666,14,7,1,8
C871,-15.0,-16.87449999999999,-14.298999999999992,Interface_CP_LR,9,21,0.7513227513227514,0.6984126984126984,0.5049058018383363,0.7698412698412698,0.7666666666666667,0.7777777777777778,0.7619047619047619,16,5,2,7
C871,-15.0,-16.87449999999999,-14.298999999999992,S4_S12_S24_LR,9,21,0.5343915343915343,0.5317460317460317,0.4927714567765924,0.6428571428571428,0.6333333333333333,0.6666666666666666,0.6190476190476191,13,8,3,6
C871,-15.0,-16.87449999999999,-14.298999999999992,Repository_LR,9,21,0.5661375661375662,0.6031746031746031,0.5629978567305804,0.626984126984127,0.7,0.4444444444444444,0.8095238095238095,17,4,5,4
C871,-15.0,-16.87449999999999,-14.298999999999992,ContactSeek_Top3_RF,9,21,0.656084656084656,0.6428571428571428,0.3051356542706359,0.8095238095238095,0.7333333333333333,1.0,0.6190476190476191,13,8,0,9
C871,-15.0,-16.87449999999999,-14.298999999999992,ContactSeek_CCR_RF,9,21,0.656084656084656,0.5873015873015873,0.3495038942300449,0.8095238095238095,0.7333333333333333,1.0,0.6190476190476191,13,8,0,9
C871,-10.0,-11.7845,-9.269999999999987,Total_CP_LR,7,23,0.7204968944099379,0.6490683229813664,0.4861428214319442,0.7329192546583851,0.6666666666666666,0.8571428571428571,0.6086956521739131,14,9,1,6
C871,-10.0,-11.7845,-9.269999999999987,Interface_CP_LR,7,23,0.6832298136645962,0.562111801242236,0.48265733731024313,0.6894409937888198,0.6,0.8571428571428571,0.5217391304347826,12,11,1,6
C871,-10.0,-11.7845,-9.269999999999987,S4_S12_S24_LR,7,23,0.043478260869565216,0.20186335403726707,0.0,0.5,0.23333333333333334,1.0,0.0,0,23,0,7
C871,-10.0,-11.7845,-9.269999999999987,Repository_LR,7,23,0.6149068322981366,0.5465838509316769,0.6381648053803741,0.670807453416149,0.8,0.42857142857142855,0.9130434782608695,21,2,4,3
C871,-10.0,-11.7845,-9.269999999999987,ContactSeek_Top3_RF,7,23,0.639751552795031,0.4472049689440994,0.23958220986437997,0.7391304347826086,0.6,1.0,0.4782608695652174,11,12,0,7
C871,-10.0,-11.7845,-9.269999999999987,ContactSeek_CCR_RF,7,23,0.6521739130434783,0.5403726708074534,0.2748195441160466,0.7826086956521738,0.6666666666666666,1.0,0.5652173913043478,13,10,0,7
C871,-39.47025,-39.4755,-39.465,Total_CP_LR,21,9,0.544973544973545,0.5952380952380952,0.5011698691084017,0.626984126984127,0.5666666666666667,0.47619047619047616,0.7777777777777778,7,2,11,10
C871,-39.47025,-39.4755,-39.465,Interface_CP_LR,21,9,0.46031746031746035,0.5238095238095237,0.5039958616281943,0.5555555555555556,0.4666666666666667,0.3333333333333333,0.7777777777777778,7,2,14,7
C871,-39.47025,-39.4755,-39.465,S4_S12_S24_LR,21,9,0.07936507936507936,0.20634920634920634,0.0,0.5,0.7,1.0,0.0,0,9,0,21
C871,-39.47025,-39.4755,-39.465,Repository_LR,21,9,0.22222222222222227,0.24603174603174602,0.0,0.5,0.7,1.0,0.0,0,9,0,21
C871,-39.47025,-39.4755,-39.465,ContactSeek_Top3_RF,21,9,0.4444444444444445,0.5396825396825397,0.7594400183268051,0.5555555555555556,0.4666666666666667,0.3333333333333333,0.7777777777777778,7,2,14,7
C871,-39.47025,-39.4755,-39.465,ContactSeek_CCR_RF,21,9,0.5555555555555556,0.4841269841269841,0.696269827591003,0.6428571428571428,0.6333333333333333,0.6190476190476191,0.6666666666666666,6,3,8,13
C871,-39.4505,-39.465,-39.43599999999999,Total_CP_LR,20,10,0.62,0.6499999999999999,0.5027396937349471,0.65,0.6,0.5,0.8,8,2,10,10
C871,-39.4505,-39.465,-39.43599999999999,Interface_CP_LR,20,10,0.43999999999999995,0.45,0.525485646912119,0.575,0.4666666666666667,0.25,0.9,9,1,15,5
C871,-39.4505,-39.465,-39.43599999999999,S4_S12_S24_LR,20,10,0.435,0.475,0.51151101034425,0.575,0.5333333333333333,0.45,0.7,7,3,11,9
C871,-39.4505,-39.465,-39.43599999999999,Repository_LR,20,10,0.20999999999999996,0.375,0.3660763755218298,0.525,0.6666666666666666,0.95,0.1,1,9,1,19
C871,-39.4505,-39.465,-39.43599999999999,ContactSeek_Top3_RF,20,10,0.45999999999999996,0.475,0.7619905113108438,0.575,0.5,0.35,0.8,8,2,13,7
C871,-39.4505,-39.465,-39.43599999999999,ContactSeek_CCR_RF,20,10,0.515,0.475,0.7296408599319699,0.65,0.6,0.5,0.8,8,2,10,10
C871,-39.07675,-39.43599999999999,-38.7175,Total_CP_LR,19,11,0.6267942583732057,0.65311004784689,0.4986896520276741,0.6794258373205742,0.6666666666666666,0.631578947368421,0.7272727272727273,8,3,7,12
C871,-39.07675,-39.43599999999999,-38.7175,Interface_CP_LR,19,11,0.4401913875598086,0.4043062200956937,0.5318437309216636,0.5861244019138756,0.5,0.2631578947368421,0.9090909090909091,10,1,14,5
C871,-39.07675,-39.43599999999999,-38.7175,S4_S12_S24_LR,19,11,0.4210526315789474,0.45215311004784686,0.5068164800323225,0.6076555023923444,0.6,0.5789473684210527,0.6363636363636364,7,4,8,11
C871,-39.07675,-39.43599999999999,-38.7175,Repository_LR,19,11,0.3205741626794258,0.45215311004784686,0.40811290335029216,0.5837320574162679,0.6666666666666666,0.8947368421052632,0.2727272727272727,3,8,2,17
C871,-39.07675,-39.43599999999999,-38.7175,ContactSeek_Top3_RF,19,11,0.555023923444976,0.5311004784688995,0.7585327035931764,0.5861244019138756,0.5,0.2631578947368421,0.9090909090909091,10,1,14,5
C871,-39.07675,-39.43599999999999,-38.7175,ContactSeek_CCR_RF,19,11,0.47368421052631576,0.5119617224880383,0.728716455972459,0.5669856459330144,0.5,0.3157894736842105,0.8181818181818182,9,2,13,6
C871,-33.73874999999999,-34.90399999999999,-32.57349999999999,Total_CP_LR,17,13,0.6470588235294117,0.6402714932126696,0.49770553711939197,0.6696832579185521,0.6666666666666666,0.6470588235294118,0.6923076923076923,9,4,6,11
C871,-33.73874999999999,-34.90399999999999,-32.57349999999999,Interface_CP_LR,17,13,0.5791855203619909,0.5723981900452488,0.5027927641240877,0.6108597285067874,0.6,0.5294117647058824,0.6923076923076923,9,4,8,9
C871,-33.73874999999999,-34.90399999999999,-32.57349999999999,S4_S12_S24_LR,17,13,0.12669683257918551,0.20361990950226244,0.0,0.5,0.5666666666666667,1.0,0.0,0,13,0,17
C871,-33.73874999999999,-34.90399999999999,-32.57349999999999,Repository_LR,17,13,0.42986425339366513,0.42760180995475117,0.4372480007119943,0.6334841628959276,0.6666666666666666,0.8823529411764706,0.38461538461538464,5,8,2,15
C871,-33.73874999999999,-34.90399999999999,-32.57349999999999,ContactSeek_Top3_RF,17,13,0.5656108597285067,0.6221719457013575,0.46302764619382264,0.6515837104072397,0.6666666666666666,0.7647058823529411,0.5384615384615384,7,6,4,13
C871,-33.73874999999999,-34.90399999999999,-32.57349999999999,ContactSeek_CCR_RF,17,13,0.588235294117647,0.6809954751131222,0.5087496885520102,0.7194570135746606,0.7333333333333333,0.8235294117647058,0.6153846153846154,8,5,3,14
C871,-31.862249999999996,-32.57349999999999,-31.151,Total_CP_LR,16,14,0.7008928571428571,0.6696428571428572,0.49665474340808935,0.7008928571428572,0.7,0.6875,0.7142857142857143,10,4,5,11
C871,-31.862249999999996,-32.57349999999999,-31.151,Interface_CP_LR,16,14,0.6696428571428572,0.5892857142857143,0.5246908865995257,0.6741071428571428,0.6666666666666666,0.5625,0.7857142857142857,11,3,7,9
C871,-31.862249999999996,-32.57349999999999,-31.151,S4_S12_S24_LR,16,14,0.4776785714285714,0.5267857142857143,0.5163256792565474,0.6071428571428572,0.6,0.5,0.7142857142857143,10,4,8,8
C871,-31.862249999999996,-32.57349999999999,-31.151,Repository_LR,16,14,0.5357142857142857,0.5892857142857143,0.5188474162757049,0.625,0.6333333333333333,0.75,0.5,7,7,4,12
C871,-31.862249999999996,-32.57349999999999,-31.151,ContactSeek_Top3_RF,16,14,0.6696428571428572,0.7276785714285714,0.5867121692896164,0.7321428571428572,0.7333333333333333,0.75,0.7142857142857143,10,4,4,12
C871,-31.862249999999996,-32.57349999999999,-31.151,ContactSeek_CCR_RF,16,14,0.6428571428571429,0.7276785714285714,0.46112935928982324,0.7589285714285714,0.7666666666666667,0.875,0.6428571428571429,9,5,2,14
C871,-27.84675,-29.811,-25.8825,Total_CP_LR,14,16,0.78125,0.7276785714285714,0.49353625170623744,0.7678571428571428,0.7666666666666667,0.7857142857142857,0.75,12,4,3,11
C871,-27.84675,-29.811,-25.8825,Interface_CP_LR,14,16,0.7589285714285714,0.6473214285714286,0.5368222127969381,0.7589285714285714,0.7666666666666667,0.6428571428571429,0.875,14,2,5,9
C871,-27.84675,-29.811,-25.8825,S4_S12_S24_LR,14,16,0.4017857142857143,0.5044642857142857,0.5096950624216359,0.59375,0.6,0.5,0.6875,11,5,7,7
C871,-27.84675,-29.811,-25.8825,Repository_LR,14,16,0.6607142857142857,0.6785714285714286,0.3968121354050636,0.6875,0.6666666666666666,1.0,0.375,6,10,0,14
C871,-27.84675,-29.811,-25.8825,ContactSeek_Top3_RF,14,16,0.71875,0.7410714285714286,0.377748461980813,0.7455357142857143,0.7333333333333333,0.9285714285714286,0.5625,9,7,1,13
C871,-27.84675,-29.811,-25.8825,ContactSeek_CCR_RF,14,16,0.6875,0.7410714285714286,0.5,0.7410714285714286,0.7333333333333333,0.8571428571428571,0.625,10,6,2,12
C871,-19.238,-19.677499999999995,-18.7985,Total_CP_LR,11,19,0.8564593301435407,0.7655502392344498,0.49107894005249064,0.8492822966507176,0.8333333333333334,0.9090909090909091,0.7894736842105263,15,4,1,10
C871,-19.238,-19.677499999999995,-18.7985,Interface_CP_LR,11,19,0.8373205741626794,0.8038277511961722,0.5064146080062566,0.8301435406698565,0.8333333333333334,0.8181818181818182,0.8421052631578947,16,3,2,9
C871,-19.238,-19.677499999999995,-18.7985,S4_S12_S24_LR,11,19,0.3732057416267942,0.5167464114832536,0.5008757137538059,0.5430622009569378,0.5666666666666667,0.45454545454545453,0.631578947368421,12,7,6,5
C871,-19.238,-19.677499999999995,-18.7985,Repository_LR,11,19,0.6698564593301435,0.569377990430622,0.6028022392950174,0.700956937799043,0.7666666666666667,0.45454545454545453,0.9473684210526315,18,1,6,5
C871,-19.238,-19.677499999999995,-18.7985,ContactSeek_Top3_RF,11,19,0.8325358851674641,0.777511961722488,0.4236555479248355,0.868421052631579,0.8333333333333334,1.0,0.7368421052631579,14,5,0,11
C871,-19.238,-19.677499999999995,-18.7985,ContactSeek_CCR_RF,11,19,0.8181818181818182,0.777511961722488,0.40153917504767456,0.868421052631579,0.8333333333333334,1.0,0.7368421052631579,14,5,0,11
C871,-17.836499999999994,-18.7985,-16.87449999999999,Total_CP_LR,10,20,0.8300000000000001,0.675,0.49232207850441445,0.8,0.8,0.8,0.8,16,4,2,8
C871,-17.836499999999994,-18.7985,-16.87449999999999,Interface_CP_LR,10,20,0.8150000000000001,0.675,0.49366113046091653,0.8,0.8,0.8,0.8,16,4,2,8
C871,-17.836499999999994,-18.7985,-16.87449999999999,S4_S12_S24_LR,10,20,0.5750000000000001,0.625,0.49518369103912957,0.675,0.6666666666666666,0.7,0.65,13,7,3,7
C871,-17.836499999999994,-18.7985,-16.87449999999999,Repository_LR,10,20,0.715,0.625,0.6236784556535,0.7,0.7666666666666667,0.5,0.9,18,2,5,5
C871,-17.836499999999994,-18.7985,-16.87449999999999,ContactSeek_Top3_RF,10,20,0.745,0.525,0.36583155986465454,0.825,0.7666666666666667,1.0,0.65,13,7,0,10
C871,-17.836499999999994,-18.7985,-16.87449999999999,ContactSeek_CCR_RF,10,20,0.74,0.575,0.3696897727004035,0.825,0.7666666666666667,1.0,0.65,13,7,0,10
C871,-13.041749999999997,-14.298999999999992,-11.7845,Total_CP_LR,8,22,0.7329545454545454,0.5738636363636364,0.48889367426533226,0.7556818181818181,0.7,0.875,0.6363636363636364,14,8,1,7
C871,-13.041749999999997,-14.298999999999992,-11.7845,Interface_CP_LR,8,22,0.7159090909090908,0.6477272727272727,0.5099473717943352,0.7386363636363636,0.7333333333333333,0.75,0.7272727272727273,16,6,2,6
C871,-13.041749999999997,-14.298999999999992,-11.7845,S4_S12_S24_LR,8,22,0.4204545454545455,0.5454545454545454,0.48644546027299707,0.5625,0.5333333333333333,0.625,0.5,11,11,3,5
C871,-13.041749999999997,-14.298999999999992,-11.7845,Repository_LR,8,22,0.5340909090909091,0.5284090909090908,0.6558104814135419,0.6193181818181819,0.7333333333333333,0.375,0.8636363636363636,19,3,5,3
C871,-13.041749999999997,-14.298999999999992,-11.7845,ContactSeek_Top3_RF,8,22,0.6818181818181819,0.5909090909090908,0.3723824623645511,0.8181818181818181,0.7333333333333333,1.0,0.6363636363636364,14,8,0,8
C871,-13.041749999999997,-14.298999999999992,-11.7845,ContactSeek_CCR_RF,8,22,0.6761363636363636,0.7159090909090908,0.40504116700935555,0.8181818181818181,0.7333333333333333,1.0,0.6363636363636364,14,8,0,8
C871,-8.75399999999999,-9.269999999999987,-8.237999999999992,Total_CP_LR,6,24,0.7152777777777778,0.6875,0.48213012099964553,0.7083333333333334,0.6333333333333333,0.8333333333333334,0.5833333333333334,14,10,1,5
C871,-8.75399999999999,-9.269999999999987,-8.237999999999992,Interface_CP_LR,6,24,0.6458333333333334,0.6875,0.6684998459371183,0.7083333333333333,0.8333333333333334,0.5,0.9166666666666666,22,2,3,3
C871,-8.75399999999999,-9.269999999999987,-8.237999999999992,S4_S12_S24_LR,6,24,0.2847222222222222,0.375,0.0,0.5,0.2,1.0,0.0,0,24,0,6
C871,-8.75399999999999,-9.269999999999987,-8.237999999999992,Repository_LR,6,24,0.6319444444444444,0.5833333333333333,0.6606968141304951,0.7083333333333333,0.8333333333333334,0.5,0.9166666666666666,22,2,3,3
C871,-8.75399999999999,-9.269999999999987,-8.237999999999992,ContactSeek_Top3_RF,6,24,0.6180555555555556,0.5625,0.11150782877888021,0.6875,0.5,1.0,0.375,9,15,0,6
C871,-8.75399999999999,-9.269999999999987,-8.237999999999992,ContactSeek_CCR_RF,6,24,0.6875,0.625,0.1411343615410931,0.7291666666666666,0.5666666666666667,1.0,0.4583333333333333,11,13,0,6
C871,-7.959749999999989,-8.237999999999992,-7.681499999999986,Total_CP_LR,5,25,0.744,0.74,0.5819879681551381,0.76,0.8666666666666667,0.6,0.92,23,2,2,3
C871,-7.959749999999989,-8.237999999999992,-7.681499999999986,Interface_CP_LR,5,25,0.68,0.74,0.6821940339833412,0.76,0.8666666666666667,0.6,0.92,23,2,2,3
C871,-7.959749999999989,-8.237999999999992,-7.681499999999986,S4_S12_S24_LR,5,25,0.6,0.52,0.48492548948514713,0.7,0.6333333333333333,0.8,0.6,15,10,1,4
C871,-7.959749999999989,-8.237999999999992,-7.681499999999986,Repository_LR,5,25,0.616,0.6799999999999999,0.6913872582381072,0.76,0.8666666666666667,0.6,0.92,23,2,2,3
C871,-7.959749999999989,-8.237999999999992,-7.681499999999986,ContactSeek_Top3_RF,5,25,0.552,0.64,0.47821614835638776,0.74,0.8333333333333334,0.6,0.88,22,3,2,3
C871,-7.959749999999989,-8.237999999999992,-7.681499999999986,ContactSeek_CCR_RF,5,25,0.552,0.72,0.6428619848071352,0.76,0.8666666666666667,0.6,0.92,23,2,2,3
C295,-30.0,-32.958,-27.4315,Total_CP_LR,25,5,0.496,0.56,0.4900548568617769,0.6,0.6,0.6,0.6,3,2,10,15
C295,-30.0,-32.958,-27.4315,Interface_CP_LR,25,5,0.21599999999999997,0.32,0.0,0.5,0.8333333333333334,1.0,0.0,0,5,0,25
C295,-30.0,-32.958,-27.4315,S4_S12_S24_LR,25,5,0.424,0.54,0.4846259177730964,0.6000000000000001,0.7333333333333333,0.8,0.4,2,3,5,20
C295,-30.0,-32.958,-27.4315,Repository_LR,25,5,0.176,0.28,0.0,0.5,0.8333333333333334,1.0,0.0,0,5,0,25
C295,-30.0,-32.958,-27.4315,ContactSeek_Top3_RF,25,5,0.816,0.66,0.9535002544163707,0.78,0.6333333333333333,0.56,1.0,5,0,11,14
C295,-30.0,-32.958,-27.4315,ContactSeek_CCR_RF,25,5,0.8160000000000001,0.66,0.8970157490995925,0.8,0.6666666666666666,0.6,1.0,5,0,10,15
C295,-25.0,-27.4315,-22.964,Total_CP_LR,24,6,0.5902777777777777,0.6041666666666666,0.4886104932790013,0.6458333333333333,0.6333333333333333,0.625,0.6666666666666666,4,2,9,15
C295,-25.0,-27.4315,-22.964,Interface_CP_LR,24,6,0.41666666666666663,0.5416666666666667,0.5077186387929782,0.6041666666666666,0.5666666666666667,0.5416666666666666,0.6666666666666666,4,2,11,13
C295,-25.0,-27.4315,-22.964,S4_S12_S24_LR,24,6,0.4513888888888889,0.5625,0.49245647415778,0.5833333333333333,0.6333333333333333,0.6666666666666666,0.5,3,3,8,16
C295,-25.0,-27.4315,-22.964,Repository_LR,24,6,0.4236111111111111,0.45833333333333337,0.6372130570774197,0.5208333333333334,0.3333333333333333,0.20833333333333334,0.8333333333333334,5,1,19,5
C295,-25.0,-27.4315,-22.964,ContactSeek_Top3_RF,24,6,0.513888888888889,0.6875,0.5,0.6875,0.8,0.875,0.5,3,3,3,21
C295,-25.0,-27.4315,-22.964,ContactSeek_CCR_RF,24,6,0.6180555555555556,0.6041666666666666,0.5096568136783697,0.6875,0.8,0.875,0.5,3,3,3,21
C295,-20.0,-20.49,-19.7525,Total_CP_LR,20,10,0.37,0.45,0.5097179801795895,0.525,0.5,0.45,0.6,6,4,11,9
C295,-20.0,-20.49,-19.7525,Interface_CP_LR,20,10,0.36,0.4,0.49268386590778035,0.5,0.5666666666666667,0.7,0.3,3,7,6,14
C295,-20.0,-20.49,-19.7525,S4_S12_S24_LR,20,10,0.19000000000000003,0.32499999999999996,0.0,0.5,0.6666666666666666,1.0,0.0,0,10,0,20
C295,-20.0,-20.49,-19.7525,Repository_LR,20,10,0.45499999999999996,0.44999999999999996,0.6158884086985617,0.625,0.5,0.25,1.0,10,0,15,5
C295,-20.0,-20.49,-19.7525,ContactSeek_Top3_RF,20,10,0.775,0.625,0.6036640991223499,0.775,0.7666666666666667,0.75,0.8,8,2,5,15
