family,validation,model,threshold,balanced_accuracy,accuracy,precision,recall,specificity,TN,FP,FN,TP
frozen,transfer,CP_density3_LR,0.6760487595345465,0.2828282828282828,0.3548387096774194,0.5555555555555556,0.45454545454545453,0.1111111111111111,1,8,12,10
frozen,transfer,CP_density3_LR,0.6798159099446631,0.2601010101010101,0.3225806451612903,0.5294117647058824,0.4090909090909091,0.1111111111111111,1,8,13,9
frozen,transfer,CP_density3_LR,0.6835776395424742,0.23737373737373738,0.2903225806451613,0.5,0.36363636363636365,0.1111111111111111,1,8,14,8
frozen,transfer,CP_density3_LR,0.6863244916162622,0.29292929292929293,0.3225806451612903,0.5333333333333333,0.36363636363636365,0.2222222222222222,2,7,14,8
frozen,transfer,CP_density3_LR,0.6880908452826796,0.2702020202020202,0.2903225806451613,0.5,0.3181818181818182,0.2222222222222222,2,7,15,7
frozen,transfer,CP_density3_LR,0.6907122419227549,0.24747474747474746,0.25806451612903225,0.46153846153846156,0.2727272727272727,0.2222222222222222,2,7,16,6
frozen,transfer,CP_density3_LR,0.6925927906935363,0.303030303030303,0.2903225806451613,0.5,0.2727272727272727,0.3333333333333333,3,6,16,6
frozen,transfer,CP_density3_LR,0.6938808288325549,0.35858585858585856,0.3225806451612903,0.5454545454545454,0.2727272727272727,0.4444444444444444,4,5,16,6
frozen,transfer,CP_density3_LR,0.6953877319710267,0.41414141414141414,0.3548387096774194,0.6,0.2727272727272727,0.5555555555555556,5,4,16,6
frozen,transfer,CP_density3_LR,0.6968926993541917,0.39141414141414144,0.3225806451612903,0.5555555555555556,0.22727272727272727,0.5555555555555556,5,4,17,5
frozen,transfer,CP_density3_LR,0.69970042028014,0.36868686868686873,0.2903225806451613,0.5,0.18181818181818182,0.5555555555555556,5,4,18,4
frozen,transfer,CP_density3_LR,0.7044879158239686,0.34595959595959597,0.25806451612903225,0.42857142857142855,0.13636363636363635,0.5555555555555556,5,4,19,3
frozen,transfer,CP_density3_LR,0.709203657679522,0.4015151515151515,0.2903225806451613,0.5,0.13636363636363635,0.6666666666666666,6,3,19,3
frozen,transfer,CP_density3_LR,0.7188766087283787,0.45707070707070707,0.3225806451612903,0.6,0.13636363636363635,0.7777777777777778,7,2,19,3
frozen,transfer,CP_density3_LR,0.7376157617765129,0.5126262626262625,0.3548387096774194,0.75,0.13636363636363635,0.8888888888888888,8,1,19,3
frozen,transfer,CP_density3_LR,0.7512349189966807,0.4898989898989899,0.3225806451612903,0.6666666666666666,0.09090909090909091,0.8888888888888888,8,1,20,2
frozen,transfer,CP_density3_LR,0.7567770765324516,0.4671717171717171,0.2903225806451613,0.5,0.045454545454545456,0.8888888888888888,8,1,21,1
frozen,transfer,CP_density3_LR,0.7604660190733947,0.4444444444444444,0.25806451612903225,0.0,0.0,0.8888888888888888,8,1,22,0
frozen,transfer,CP_density3_LR,1.00000001,0.5,0.2903225806451613,0.0,0.0,1.0,9,0,22,0
frozen,transfer,CP_density3_RF,0.0,0.5,0.7096774193548387,0.7096774193548387,1.0,0.0,0,9,0,22
frozen,transfer,CP_density3_RF,0.01383361736302905,0.4772727272727273,0.6774193548387096,0.7,0.9545454545454546,0.0,0,9,1,21
frozen,transfer,CP_density3_RF,0.02485998682689855,0.5328282828282829,0.7096774193548387,0.7241379310344828,0.9545454545454546,0.1111111111111111,1,8,1,21
frozen,transfer,CP_density3_RF,0.15313941843252193,0.48737373737373735,0.6451612903225806,0.7037037037037037,0.8636363636363636,0.1111111111111111,1,8,3,19
frozen,transfer,CP_density3_RF,0.3052845288854418,0.46464646464646464,0.6129032258064516,0.6923076923076923,0.8181818181818182,0.1111111111111111,1,8,4,18
frozen,transfer,CP_density3_RF,0.3345076997031333,0.44191919191919193,0.5806451612903226,0.68,0.7727272727272727,0.1111111111111111,1,8,5,17
frozen,transfer,CP_density3_RF,0.34497097213331746,0.4191919191919192,0.5483870967741935,0.6666666666666666,0.7272727272727273,0.1111111111111111,1,8,6,16
frozen,transfer,CP_density3_RF,0.46139016304895464,0.3964646464646464,0.5161290322580645,0.6521739130434783,0.6818181818181818,0.1111111111111111,1,8,7,15
frozen,transfer,CP_density3_RF,0.5,0.3964646464646464,0.5161290322580645,0.6521739130434783,0.6818181818181818,0.1111111111111111,1,8,7,15
frozen,transfer,CP_density3_RF,0.5753057966138514,0.3737373737373737,0.4838709677419355,0.6363636363636364,0.6363636363636364,0.1111111111111111,1,8,8,14
frozen,transfer,CP_density3_RF,0.588695656345623,0.351010101010101,0.45161290322580644,0.6190476190476191,0.5909090909090909,0.1111111111111111,1,8,9,13
frozen,transfer,CP_density3_RF,0.6532525778773373,0.3282828282828283,0.41935483870967744,0.6,0.5454545454545454,0.1111111111111111,1,8,10,12
frozen,transfer,CP_density3_RF,0.7179199694526238,0.3055555555555556,0.3870967741935484,0.5789473684210527,0.5,0.1111111111111111,1,8,11,11
frozen,transfer,CP_density3_RF,0.7290370597425082,0.3611111111111111,0.41935483870967744,0.6111111111111112,0.5,0.2222222222222222,2,7,11,11
frozen,transfer,CP_density3_RF,0.7435284171505324,0.33838383838383834,0.3870967741935484,0.5882352941176471,0.45454545454545453,0.2222222222222222,2,7,12,10
frozen,transfer,CP_density3_RF,0.7587468908661682,0.31565656565656564,0.3548387096774194,0.5625,0.4090909090909091,0.2222222222222222,2,7,13,9
frozen,transfer,CP_density3_RF,0.76546480207522,0.3484848484848485,0.3548387096774194,0.5714285714285714,0.36363636363636365,0.3333333333333333,3,6,14,8
frozen,transfer,CP_density3_RF,0.7665659925514106,0.32575757575757575,0.3225806451612903,0.5384615384615384,0.3181818181818182,0.3333333333333333,3,6,15,7
frozen,transfer,CP_density3_RF,0.7710799955088122,0.41414141414141414,0.3548387096774194,0.6,0.2727272727272727,0.5555555555555556,5,4,16,6
frozen,transfer,CP_density3_RF,0.7954437620748199,0.46969696969696967,0.3870967741935484,0.6666666666666666,0.2727272727272727,0.6666666666666666,6,3,16,6
frozen,transfer,CP_density3_RF,0.8205172313472056,0.44696969696969696,0.3548387096774194,0.625,0.22727272727272727,0.6666666666666666,6,3,17,5
frozen,transfer,CP_density3_RF,0.8331088184004509,0.4242424242424242,0.3225806451612903,0.5714285714285714,0.18181818181818182,0.6666666666666666,6,3,18,4
frozen,transfer,CP_density3_RF,0.8442207221408025,0.4671717171717171,0.2903225806451613,0.5,0.045454545454545456,0.8888888888888888,8,1,21,1
frozen,transfer,CP_density3_RF,0.8558755268877123,0.5227272727272727,0.3225806451612903,1.0,0.045454545454545456,1.0,9,0,21,1
frozen,transfer,CP_density3_RF,1.00000001,0.5,0.2903225806451613,0.0,0.0,1.0,9,0,22,0
frozen,transfer,S12_only_LR,0.0,0.5,0.7096774193548387,0.7096774193548387,1.0,0.0,0,9,0,22
frozen,transfer,S12_only_LR,0.5,0.5,0.7096774193548387,0.7096774193548387,1.0,0.0,0,9,0,22
frozen,transfer,S12_only_LR,0.5295731246461666,0.4772727272727273,0.6774193548387096,0.7,0.9545454545454546,0.0,0,9,1,21
frozen,transfer,S12_only_LR,0.5414457842416374,0.5328282828282829,0.7096774193548387,0.7241379310344828,0.9545454545454546,0.1111111111111111,1,8,1,21
frozen,transfer,S12_only_LR,0.5532715752912643,0.48737373737373735,0.6451612903225806,0.7037037037037037,0.8636363636363636,0.1111111111111111,1,8,3,19
frozen,transfer,S12_only_LR,0.56795609385344,0.46464646464646464,0.6129032258064516,0.6923076923076923,0.8181818181818182,0.1111111111111111,1,8,4,18
frozen,transfer,S12_only_LR,0.579649111323026,0.4191919191919192,0.5483870967741935,0.6666666666666666,0.7272727272727273,0.1111111111111111,1,8,6,16
frozen,transfer,S12_only_LR,0.5854537221421072,0.3964646464646464,0.5161290322580645,0.6521739130434783,0.6818181818181818,0.1111111111111111,1,8,7,15
frozen,transfer,S12_only_LR,0.5897940763427025,0.3282828282828283,0.41935483870967744,0.6,0.5454545454545454,0.1111111111111111,1,8,10,12
frozen,transfer,S12_only_LR,0.5926784714018837,0.3055555555555556,0.3870967741935484,0.5789473684210527,0.5,0.1111111111111111,1,8,11,11
frozen,transfer,S12_only_LR,0.5969905627995138,0.31565656565656564,0.3548387096774194,0.5625,0.4090909090909091,0.2222222222222222,2,7,13,9
frozen,transfer,S12_only_LR,0.6027198350306717,0.32575757575757575,0.3225806451612903,0.5384615384615384,0.3181818181818182,0.3333333333333333,3,6,15,7
frozen,transfer,S12_only_LR,0.6084210834920549,0.36868686868686873,0.2903225806451613,0.5,0.18181818181818182,0.5555555555555556,5,4,18,4
frozen,transfer,S12_only_LR,0.614092901449647,0.4242424242424242,0.3225806451612903,0.5714285714285714,0.18181818181818182,0.6666666666666666,6,3,18,4
frozen,transfer,S12_only_LR,0.6197339133290478,0.45707070707070707,0.3225806451612903,0.6,0.13636363636363635,0.7777777777777778,7,2,19,3
frozen,transfer,S12_only_LR,0.6308834451423413,0.5126262626262625,0.3548387096774194,0.75,0.13636363636363635,0.8888888888888888,8,1,19,3
frozen,transfer,S12_only_LR,0.6419635438801874,0.4898989898989899,0.3225806451612903,0.6666666666666666,0.09090909090909091,0.8888888888888888,8,1,20,2
frozen,transfer,S12_only_LR,1.00000001,0.5,0.2903225806451613,0.0,0.0,1.0,9,0,22,0
frozen,transfer,S12_only_RF,0.0,0.5,0.7096774193548387,0.7096774193548387,1.0,0.0,0,9,0,22
frozen,transfer,S12_only_RF,0.0015625,0.5328282828282829,0.7096774193548387,0.7241379310344828,0.9545454545454546,0.1111111111111111,1,8,1,21
frozen,transfer,S12_only_RF,0.007793458781362001,0.48737373737373735,0.6451612903225806,0.7037037037037037,0.8636363636363636,0.1111111111111111,1,8,3,19
frozen,transfer,S12_only_RF,0.0501014512316694,0.46464646464646464,0.6129032258064516,0.6923076923076923,0.8181818181818182,0.1111111111111111,1,8,4,18
frozen,transfer,S12_only_RF,0.0916844372815672,0.4191919191919192,0.5483870967741935,0.6666666666666666,0.7272727272727273,0.1111111111111111,1,8,6,16
frozen,transfer,S12_only_RF,0.4102154732686458,0.3964646464646464,0.5161290322580645,0.6521739130434783,0.6818181818181818,0.1111111111111111,1,8,7,15
frozen,transfer,S12_only_RF,0.5,0.3964646464646464,0.5161290322580645,0.6521739130434783,0.6818181818181818,0.1111111111111111,1,8,7,15
frozen,transfer,S12_only_RF,0.7526350419640566,0.4065656565656566,0.4838709677419355,0.65,0.5909090909090909,0.2222222222222222,2,7,9,13
frozen,transfer,S12_only_RF,0.789229281955302,0.31565656565656564,0.3548387096774194,0.5625,0.4090909090909091,0.2222222222222222,2,7,13,9
frozen,transfer,S12_only_RF,0.8244515323782864,0.32575757575757575,0.3225806451612903,0.5384615384615384,0.3181818181818182,0.3333333333333333,3,6,15,7
frozen,transfer,S12_only_RF,1.00000001,0.5,0.2903225806451613,0.0,0.0,1.0,9,0,22,0
nested_selection,LOCO,inner_select_10_candidates,0.0,0.5,0.7096774193548387,0.7096774193548387,1.0,0.0,0,9,0,22
nested_selection,LOCO,inner_select_10_candidates,0.36784903117250994,0.4772727272727273,0.6774193548387096,0.7,0.9545454545454546,0.0,0,9,1,21
nested_selection,LOCO,inner_select_10_candidates,0.3968098638037766,0.45454545454545453,0.6451612903225806,0.6896551724137931,0.9090909090909091,0.0,0,9,2,20
nested_selection,LOCO,inner_select_10_candidates,0.40233724305696095,0.51010101010101,0.6774193548387096,0.7142857142857143,0.9090909090909091,0.1111111111111111,1,8,2,20
nested_selection,LOCO,inner_select_10_candidates,0.40454345499057043,0.48737373737373735,0.6451612903225806,0.7037037037037037,0.8636363636363636,0.1111111111111111,1,8,3,19
nested_selection,LOCO,inner_select_10_candidates,0.41510724518669073,0.46464646464646464,0.6129032258064516,0.6923076923076923,0.8181818181818182,0.1111111111111111,1,8,4,18
nested_selection,LOCO,inner_select_10_candidates,0.4254772219945694,0.5202020202020202,0.6451612903225806,0.72,0.8181818181818182,0.2222222222222222,2,7,4,18
nested_selection,LOCO,inner_select_10_candidates,0.4330515883675037,0.49747474747474746,0.6129032258064516,0.7083333333333334,0.7727272727272727,0.2222222222222222,2,7,5,17
nested_selection,LOCO,inner_select_10_candidates,0.44933110860209496,0.553030303030303,0.6451612903225806,0.7391304347826086,0.7727272727272727,0.3333333333333333,3,6,5,17
nested_selection,LOCO,inner_select_10_candidates,0.4601239074407679,0.5303030303030303,0.6129032258064516,0.7272727272727273,0.7272727272727273,0.3333333333333333,3,6,6,16
nested_selection,LOCO,inner_select_10_candidates,0.469363591408393,0.5075757575757576,0.5806451612903226,0.7142857142857143,0.6818181818181818,0.3333333333333333,3,6,7,15
nested_selection,LOCO,inner_select_10_candidates,0.47980959107253435,0.48484848484848486,0.5483870967741935,0.7,0.6363636363636364,0.3333333333333333,3,6,8,14
nested_selection,LOCO,inner_select_10_candidates,0.48416480665330464,0.46212121212121215,0.5161290322580645,0.6842105263157895,0.5909090909090909,0.3333333333333333,3,6,9,13
nested_selection,LOCO,inner_select_10_candidates,0.486370253372462,0.43939393939393934,0.4838709677419355,0.6666666666666666,0.5454545454545454,0.3333333333333333,3,6,10,12
nested_selection,LOCO,inner_select_10_candidates,0.4876693302391536,0.4949494949494949,0.5161290322580645,0.7058823529411765,0.5454545454545454,0.4444444444444444,4,5,10,12
nested_selection,LOCO,inner_select_10_candidates,0.4918407107408581,0.5505050505050505,0.5483870967741935,0.75,0.5454545454545454,0.5555555555555556,5,4,10,12
nested_selection,LOCO,inner_select_10_candidates,0.5,0.606060606060606,0.5806451612903226,0.8,0.5454545454545454,0.6666666666666666,6,3,10,12
nested_selection,LOCO,inner_select_10_candidates,0.5172333218043137,0.606060606060606,0.5806451612903226,0.8,0.5454545454545454,0.6666666666666666,6,3,10,12
nested_selection,LOCO,inner_select_10_candidates,0.5608144006390301,0.6616161616161615,0.6129032258064516,0.8571428571428571,0.5454545454545454,0.7777777777777778,7,2,10,12
nested_selection,LOCO,inner_select_10_candidates,0.5863575665922984,0.6388888888888888,0.5806451612903226,0.8461538461538461,0.5,0.7777777777777778,7,2,11,11
nested_selection,LOCO,inner_select_10_candidates,0.5960836538081162,0.6161616161616161,0.5483870967741935,0.8333333333333334,0.45454545454545453,0.7777777777777778,7,2,12,10
nested_selection,LOCO,inner_select_10_candidates,0.6030692907246882,0.6717171717171717,0.5806451612903226,0.9090909090909091,0.45454545454545453,0.8888888888888888,8,1,12,10
nested_selection,LOCO,inner_select_10_candidates,0.6273619860159505,0.648989898989899,0.5483870967741935,0.9,0.4090909090909091,0.8888888888888888,8,1,13,9
nested_selection,LOCO,inner_select_10_candidates,0.65103731617388,0.6262626262626263,0.5161290322580645,0.8888888888888888,0.36363636363636365,0.8888888888888888,8,1,14,8
nested_selection,LOCO,inner_select_10_candidates,0.6574581914129454,0.6035353535353535,0.4838709677419355,0.875,0.3181818181818182,0.8888888888888888,8,1,15,7
nested_selection,LOCO,inner_select_10_candidates,0.6798230079758846,0.5808080808080808,0.45161290322580644,0.8571428571428571,0.2727272727272727,0.8888888888888888,8,1,16,6
nested_selection,LOCO,inner_select_10_candidates,0.7056740133720798,0.5580808080808081,0.41935483870967744,0.8333333333333334,0.22727272727272727,0.8888888888888888,8,1,17,5
nested_selection,LOCO,inner_select_10_candidates,0.7223675715648645,0.5353535353535354,0.3870967741935484,0.8,0.18181818181818182,0.8888888888888888,8,1,18,4
nested_selection,LOCO,inner_select_10_candidates,0.7325528416817928,0.5126262626262625,0.3548387096774194,0.75,0.13636363636363635,0.8888888888888888,8,1,19,3
nested_selection,LOCO,inner_select_10_candidates,0.746738998798917,0.4898989898989899,0.3225806451612903,0.6666666666666666,0.09090909090909091,0.8888888888888888,8,1,20,2
nested_selection,LOCO,inner_select_10_candidates,0.7642786716487147,0.4671717171717171,0.2903225806451613,0.5,0.045454545454545456,0.8888888888888888,8,1,21,1
nested_selection,LOCO,inner_select_10_candidates,0.8456852255945986,0.5227272727272727,0.3225806451612903,1.0,0.045454545454545456,1.0,9,0,21,1
nested_selection,LOCO,inner_select_10_candidates,1.00000001,0.5,0.2903225806451613,0.0,0.0,1.0,9,0,22,0
nested_selection,mutation_group_out,inner_select_10_candidates,0.0,0.5,0.7096774193548387,0.7096774193548387,1.0,0.0,0,9,0,22
nested_selection,mutation_group_out,inner_select_10_candidates,0.2126085155593021,0.5555555555555556,0.7419354838709677,0.7333333333333333,1.0,0.1111111111111111,1,8,0,22
nested_selection,mutation_group_out,inner_select_10_candidates,0.2979897679758303,0.6111111111111112,0.7741935483870968,0.7586206896551724,1.0,0.2222222222222222,2,7,0,22
nested_selection,mutation_group_out,inner_select_10_candidates,0.3080848293396943,0.5883838383838385,0.7419354838709677,0.75,0.9545454545454546,0.2222222222222222,2,7,1,21
nested_selection,mutation_group_out,inner_select_10_candidates,0.3164084641043774,0.5656565656565656,0.7096774193548387,0.7407407407407407,0.9090909090909091,0.2222222222222222,2,7,2,20
nested_selection,mutation_group_out,inner_select_10_candidates,0.35794910480570086,0.5429292929292929,0.6774193548387096,0.7307692307692307,0.8636363636363636,0.2222222222222222,2,7,3,19
nested_selection,mutation_group_out,inner_select_10_candidates,0.40895850893967906,0.5984848484848485,0.7096774193548387,0.76,0.8636363636363636,0.3333333333333333,3,6,3,19
nested_selection,mutation_group_out,inner_select_10_candidates,0.4301748023890396,0.654040404040404,0.7419354838709677,0.7916666666666666,0.8636363636363636,0.4444444444444444,4,5,3,19
nested_selection,mutation_group_out,inner_select_10_candidates,0.4401704013349438,0.6313131313131313,0.7096774193548387,0.782608695652174,0.8181818181818182,0.4444444444444444,4,5,4,18
nested_selection,mutation_group_out,inner_select_10_candidates,0.44775821459408083,0.6085858585858586,0.6774193548387096,0.7727272727272727,0.7727272727272727,0.4444444444444444,4,5,5,17
nested_selection,mutation_group_out,inner_select_10_candidates,0.44989691789518066,0.6641414141414141,0.7096774193548387,0.8095238095238095,0.7727272727272727,0.5555555555555556,5,4,5,17
nested_selection,mutation_group_out,inner_select_10_candidates,0.4548964568917446,0.6414141414141414,0.6774193548387096,0.8,0.7272727272727273,0.5555555555555556,5,4,6,16
nested_selection,mutation_group_out,inner_select_10_candidates,0.4675132354828201,0.6186868686868687,0.6451612903225806,0.7894736842105263,0.6818181818181818,0.5555555555555556,5,4,7,15
nested_selection,mutation_group_out,inner_select_10_candidates,0.4828353124802639,0.595959595959596,0.6129032258064516,0.7777777777777778,0.6363636363636364,0.5555555555555556,5,4,8,14
nested_selection,mutation_group_out,inner_select_10_candidates,0.49143150415420866,0.5732323232323233,0.5806451612903226,0.7647058823529411,0.5909090909090909,0.5555555555555556,5,4,9,13
nested_selection,mutation_group_out,inner_select_10_candidates,0.49454798293723334,0.6287878787878788,0.6129032258064516,0.8125,0.5909090909090909,0.6666666666666666,6,3,9,13
nested_selection,mutation_group_out,inner_select_10_candidates,0.49909570757428706,0.6843434343434344,0.6451612903225806,0.8666666666666667,0.5909090909090909,0.7777777777777778,7,2,9,13
nested_selection,mutation_group_out,inner_select_10_candidates,0.5,0.6843434343434344,0.6451612903225806,0.8666666666666667,0.5909090909090909,0.7777777777777778,7,2,9,13
nested_selection,mutation_group_out,inner_select_10_candidates,0.5231574597603169,0.7398989898989898,0.6774193548387096,0.9285714285714286,0.5909090909090909,0.8888888888888888,8,1,9,13
nested_selection,mutation_group_out,inner_select_10_candidates,0.55749151293753,0.7171717171717171,0.6451612903225806,0.9230769230769231,0.5454545454545454,0.8888888888888888,8,1,10,12
nested_selection,mutation_group_out,inner_select_10_candidates,0.5717024495860465,0.6944444444444444,0.6129032258064516,0.9166666666666666,0.5,0.8888888888888888,8,1,11,11
nested_selection,mutation_group_out,inner_select_10_candidates,0.5836222034983232,0.6717171717171717,0.5806451612903226,0.9090909090909091,0.45454545454545453,0.8888888888888888,8,1,12,10
nested_selection,mutation_group_out,inner_select_10_candidates,0.5948693641696399,0.648989898989899,0.5483870967741935,0.9,0.4090909090909091,0.8888888888888888,8,1,13,9
nested_selection,mutation_group_out,inner_select_10_candidates,0.6027545503542481,0.6262626262626263,0.5161290322580645,0.8888888888888888,0.36363636363636365,0.8888888888888888,8,1,14,8
nested_selection,mutation_group_out,inner_select_10_candidates,0.6179025157016704,0.6035353535353535,0.4838709677419355,0.875,0.3181818181818182,0.8888888888888888,8,1,15,7
nested_selection,mutation_group_out,inner_select_10_candidates,0.627065493380705,0.5808080808080808,0.45161290322580644,0.8571428571428571,0.2727272727272727,0.8888888888888888,8,1,16,6
nested_selection,mutation_group_out,inner_select_10_candidates,0.6420747346552094,0.5580808080808081,0.41935483870967744,0.8333333333333334,0.22727272727272727,0.8888888888888888,8,1,17,5
nested_selection,mutation_group_out,inner_select_10_candidates,0.6816873317627806,0.5353535353535354,0.3870967741935484,0.8,0.18181818181818182,0.8888888888888888,8,1,18,4
nested_selection,mutation_group_out,inner_select_10_candidates,0.7119234386682205,0.5126262626262625,0.3548387096774194,0.75,0.13636363636363635,0.8888888888888888,8,1,19,3
nested_selection,mutation_group_out,inner_select_10_candidates,0.7182470143538418,0.4898989898989899,0.3225806451612903,0.6666666666666666,0.09090909090909091,0.8888888888888888,8,1,20,2
nested_selection,mutation_group_out,inner_select_10_candidates,0.7311070558087135,0.4671717171717171,0.2903225806451613,0.5,0.045454545454545456,0.8888888888888888,8,1,21,1
nested_selection,mutation_group_out,inner_select_10_candidates,0.8314550587370375,0.5227272727272727,0.3225806451612903,1.0,0.045454545454545456,1.0,9,0,21,1
nested_selection,mutation_group_out,inner_select_10_candidates,1.00000001,0.5,0.2903225806451613,0.0,0.0,1.0,9,0,22,0
retrained,LOCO,CP14_LR,0.0,0.5,0.7096774193548387,0.7096774193548387,1.0,0.0,0,9,0,22
retrained,LOCO,CP14_LR,0.1712866225668085,0.5555555555555556,0.7419354838709677,0.7333333333333333,1.0,0.1111111111111111,1,8,0,22
retrained,LOCO,CP14_LR,0.24083558678237943,0.6111111111111112,0.7741935483870968,0.7586206896551724,1.0,0.2222222222222222,2,7,0,22
retrained,LOCO,CP14_LR,0.292668957708057,0.6666666666666666,0.8064516129032258,0.7857142857142857,1.0,0.3333333333333333,3,6,0,22
retrained,LOCO,CP14_LR,0.3951942420895845,0.6439393939393939,0.7741935483870968,0.7777777777777778,0.9545454545454546,0.3333333333333333,3,6,1,21
retrained,LOCO,CP14_LR,0.45708451180041865,0.6212121212121212,0.7419354838709677,0.7692307692307693,0.9090909090909091,0.3333333333333333,3,6,2,20
retrained,LOCO,CP14_LR,0.4689937209413863,0.6767676767676767,0.7741935483870968,0.8,0.9090909090909091,0.4444444444444444,4,5,2,20
retrained,LOCO,CP14_LR,0.47942156932766233,0.7323232323232323,0.8064516129032258,0.8333333333333334,0.9090909090909091,0.5555555555555556,5,4,2,20
retrained,LOCO,CP14_LR,0.49335626444050884,0.7095959595959596,0.7741935483870968,0.8260869565217391,0.8636363636363636,0.5555555555555556,5,4,3,19
retrained,LOCO,CP14_LR,0.5,0.6868686868686869,0.7419354838709677,0.8181818181818182,0.8181818181818182,0.5555555555555556,5,4,4,18
retrained,LOCO,CP14_LR,0.5013154948033425,0.6868686868686869,0.7419354838709677,0.8181818181818182,0.8181818181818182,0.5555555555555556,5,4,4,18
retrained,LOCO,CP14_LR,0.5064773963591788,0.6641414141414141,0.7096774193548387,0.8095238095238095,0.7727272727272727,0.5555555555555556,5,4,5,17
retrained,LOCO,CP14_LR,0.5097423551781876,0.7196969696969697,0.7419354838709677,0.85,0.7727272727272727,0.6666666666666666,6,3,5,17
retrained,LOCO,CP14_LR,0.5252243351752404,0.696969696969697,0.7096774193548387,0.8421052631578947,0.7272727272727273,0.6666666666666666,6,3,6,16
retrained,LOCO,CP14_LR,0.5406334033309748,0.6742424242424242,0.6774193548387096,0.8333333333333334,0.6818181818181818,0.6666666666666666,6,3,7,15
retrained,LOCO,CP14_LR,0.5503857666492364,0.6515151515151515,0.6451612903225806,0.8235294117647058,0.6363636363636364,0.6666666666666666,6,3,8,14
retrained,LOCO,CP14_LR,0.5588589140781146,0.6287878787878788,0.6129032258064516,0.8125,0.5909090909090909,0.6666666666666666,6,3,9,13
retrained,LOCO,CP14_LR,0.5643283694015924,0.6843434343434344,0.6451612903225806,0.8666666666666667,0.5909090909090909,0.7777777777777778,7,2,9,13
retrained,LOCO,CP14_LR,0.5743384962093485,0.6616161616161615,0.6129032258064516,0.8571428571428571,0.5454545454545454,0.7777777777777778,7,2,10,12
retrained,LOCO,CP14_LR,0.5812015847756786,0.6388888888888888,0.5806451612903226,0.8461538461538461,0.5,0.7777777777777778,7,2,11,11
retrained,LOCO,CP14_LR,0.5859106526539195,0.6944444444444444,0.6129032258064516,0.9166666666666666,0.5,0.8888888888888888,8,1,11,11
retrained,LOCO,CP14_LR,0.5931850494075015,0.6717171717171717,0.5806451612903226,0.9090909090909091,0.45454545454545453,0.8888888888888888,8,1,12,10
retrained,LOCO,CP14_LR,0.6095740575319473,0.648989898989899,0.5483870967741935,0.9,0.4090909090909091,0.8888888888888888,8,1,13,9
retrained,LOCO,CP14_LR,0.626586693115079,0.6262626262626263,0.5161290322580645,0.8888888888888888,0.36363636363636365,0.8888888888888888,8,1,14,8
retrained,LOCO,CP14_LR,0.6321402875512028,0.6035353535353535,0.4838709677419355,0.875,0.3181818181818182,0.8888888888888888,8,1,15,7
retrained,LOCO,CP14_LR,0.6332141497758648,0.5808080808080808,0.45161290322580644,0.8571428571428571,0.2727272727272727,0.8888888888888888,8,1,16,6
retrained,LOCO,CP14_LR,0.6343586349495831,0.5580808080808081,0.41935483870967744,0.8333333333333334,0.22727272727272727,0.8888888888888888,8,1,17,5
retrained,LOCO,CP14_LR,0.6366617630820155,0.5353535353535354,0.3870967741935484,0.8,0.18181818181818182,0.8888888888888888,8,1,18,4
retrained,LOCO,CP14_LR,0.6421697798320601,0.5126262626262625,0.3548387096774194,0.75,0.13636363636363635,0.8888888888888888,8,1,19,3
retrained,LOCO,CP14_LR,0.6504584651763992,0.4898989898989899,0.3225806451612903,0.6666666666666666,0.09090909090909091,0.8888888888888888,8,1,20,2
retrained,LOCO,CP14_LR,0.6798375318250635,0.4671717171717171,0.2903225806451613,0.5,0.045454545454545456,0.8888888888888888,8,1,21,1
retrained,LOCO,CP14_LR,0.7083823201028774,0.5227272727272727,0.3225806451612903,1.0,0.045454545454545456,1.0,9,0,21,1
retrained,LOCO,CP14_LR,1.00000001,0.5,0.2903225806451613,0.0,0.0,1.0,9,0,22,0
retrained,LOCO,CP14_RF,0.0,0.5,0.7096774193548387,0.7096774193548387,1.0,0.0,0,9,0,22
retrained,LOCO,CP14_RF,0.261645097654696,0.4772727272727273,0.6774193548387096,0.7,0.9545454545454546,0.0,0,9,1,21
retrained,LOCO,CP14_RF,0.2865536428664573,0.45454545454545453,0.6451612903225806,0.6896551724137931,0.9090909090909091,0.0,0,9,2,20
retrained,LOCO,CP14_RF,0.3139508709488267,0.51010101010101,0.6774193548387096,0.7142857142857143,0.9090909090909091,0.1111111111111111,1,8,2,20
retrained,LOCO,CP14_RF,0.3525623377629274,0.48737373737373735,0.6451612903225806,0.7037037037037037,0.8636363636363636,0.1111111111111111,1,8,3,19
retrained,LOCO,CP14_RF,0.38813783244911626,0.5429292929292929,0.6774193548387096,0.7307692307692307,0.8636363636363636,0.2222222222222222,2,7,3,19
retrained,LOCO,CP14_RF,0.4100408191901228,0.5202020202020202,0.6451612903225806,0.72,0.8181818181818182,0.2222222222222222,2,7,4,18
retrained,LOCO,CP14_RF,0.4355982911705505,0.49747474747474746,0.6129032258064516,0.7083333333333334,0.7727272727272727,0.2222222222222222,2,7,5,17
retrained,LOCO,CP14_RF,0.44553887069165293,0.553030303030303,0.6451612903225806,0.7391304347826086,0.7727272727272727,0.3333333333333333,3,6,5,17
retrained,LOCO,CP14_RF,0.4627579083643012,0.6085858585858586,0.6774193548387096,0.7727272727272727,0.7727272727272727,0.4444444444444444,4,5,5,17
