site,validation,fold,reported_family,family,model,threshold,inner_BA,label_threshold_pp
C871,LOOCV,p8_r6_gve,Repository,Repository,LR_0.01,0.44335967418335254,0.6785714285714286,-10
C871,LOOCV,p8_r6_gve,Local_deltaCP,Local_deltaCP,GaussianNB,1.1493293540835551e-24,0.6428571428571428,-10
C871,LOOCV,p8_r6_gve,Sequence,Sequence,LDA_shrinkage,0.9164890185214802,0.6428571428571428,-10
C871,LOOCV,p8_r6_gve,Sequence_Local,Sequence_Local,SVM_RBF,0.3953914001324822,0.6785714285714286,-10
C871,LOOCV,p8_r6_gve,ContactSeek_CCR,ContactSeek_CCR,GaussianNB,0.9999999999960778,0.8214285714285714,-10
C871,LOOCV,p8_r6_gve,Nested_all,Interface_RMS,RF_depth2,0.5,0.8214285714285714,-10
C871,Position_group_out,4,Total_CP,Total_CP,LR_0.01,0.49763263091778986,0.7142857142857143,-10
C871,Position_group_out,4,Interface_RMS,Interface_RMS,ExtraTrees_depth2,0.5027850365952833,0.6428571428571428,-10
C871,Position_group_out,4,CP_summary,CP_summary,RF_depth1,0.6177569739652684,0.8928571428571428,-10
C871,Position_group_out,4,Repository,Repository,RF_depth1,0.6735141301369416,0.8571428571428572,-10
C871,Position_group_out,4,Local_deltaCP,Local_deltaCP,SVM_RBF,0.5775921780822243,0.6071428571428572,-10
C871,Position_group_out,4,Sequence,Sequence,RF_depth2,0.658805391552369,0.7142857142857143,-10
C871,Position_group_out,4,Sequence_Local,Sequence_Local,SVM_RBF,0.5781651760312599,0.6071428571428572,-10
C871,Position_group_out,4,ContactSeek_CCR,ContactSeek_CCR,GaussianNB,3.0102392048522115e-287,0.6309523809523809,-10
C871,Position_group_out,4,Nested_all,CP_summary,RF_depth1,0.6177569739652684,0.8928571428571428,-10
C871,Position_group_out,4+7,Total_CP,Total_CP,GaussianNB,0.0033083199424677762,0.7083333333333333,-10
C871,Position_group_out,4+7,Interface_RMS,Interface_RMS,LR_0.01,0.49251889006338967,0.7083333333333333,-10
C871,Position_group_out,4+7,CP_summary,CP_summary,LR_0.01,0.43151904408249464,0.7083333333333333,-10
C871,Position_group_out,4+7,Repository,Repository,LR_0.01,0.4394343337582616,0.7083333333333333,-10
C871,Position_group_out,4+7,Local_deltaCP,Local_deltaCP,ExtraTrees_depth2,0.9521008403361344,0.5416666666666667,-10
C871,Position_group_out,4+7,Sequence,Sequence,RF_depth1,0.606673964923965,0.6666666666666666,-10
C871,Position_group_out,4+7,Sequence_Local,Sequence_Local,SVM_RBF,0.6581371130100804,0.5833333333333334,-10
C871,Position_group_out,4+7,ContactSeek_CCR,ContactSeek_CCR,RF_depth1,0.6814754350115348,0.7083333333333334,-10
C871,Position_group_out,4+7,Nested_all,ContactSeek_CCR,RF_depth1,0.6814754350115348,0.7083333333333334,-10
C871,Position_group_out,5,Total_CP,Total_CP,RF_depth1,0.5173571428571431,0.5833333333333333,-10
C871,Position_group_out,5,Interface_RMS,Interface_RMS,SVM_RBF,0.4021107963329916,0.6666666666666666,-10
C871,Position_group_out,5,CP_summary,CP_summary,SVM_RBF,0.2893461917816997,0.75,-10
C871,Position_group_out,5,Repository,Repository,ExtraTrees_depth2,0.473297619047619,0.7638888888888888,-10
C871,Position_group_out,5,Local_deltaCP,Local_deltaCP,LR_0.1,0.4256602461967832,0.7083333333333333,-10
C871,Position_group_out,5,Sequence,Sequence,SVM_RBF,0.4325295895725384,0.75,-10
C871,Position_group_out,5,Sequence_Local,Sequence_Local,LR_0.1,0.3793187412585075,0.7083333333333333,-10
C871,Position_group_out,5,ContactSeek_CCR,ContactSeek_CCR,SVM_RBF,0.4278771632933389,0.7777777777777778,-10
C871,Position_group_out,5,Nested_all,ContactSeek_CCR,SVM_RBF,0.4278771632933389,0.7777777777777778,-10
C871,Position_group_out,6,Total_CP,Total_CP,LR_0.01,0.49228040846632015,0.7583333333333333,-10
C871,Position_group_out,6,Interface_RMS,Interface_RMS,RF_depth2,0.759808417770416,0.6666666666666666,-10
C871,Position_group_out,6,CP_summary,CP_summary,LR_0.01,0.48674556640374056,0.7583333333333333,-10
C871,Position_group_out,6,Repository,Repository,LR_0.1,0.3948706217657669,0.7583333333333333,-10
C871,Position_group_out,6,Local_deltaCP,Local_deltaCP,ExtraTrees_depth2,0.6611904761904766,0.6333333333333333,-10
C871,Position_group_out,6,Sequence,Sequence,LR_1,0.6102532244893338,0.8166666666666667,-10
C871,Position_group_out,6,Sequence_Local,Sequence_Local,LR_1,0.6648041278763632,0.6666666666666666,-10
C871,Position_group_out,6,ContactSeek_CCR,ContactSeek_CCR,RF_depth1,0.5119166666666668,0.7583333333333333,-10
C871,Position_group_out,6,Nested_all,Sequence,LR_1,0.6102532244893338,0.8166666666666667,-10
C871,Position_group_out,7,Total_CP,Total_CP,RF_depth1,0.5427443246468016,0.7142857142857143,-10
C871,Position_group_out,7,Interface_RMS,Interface_RMS,SVM_RBF,0.7302488773322491,0.6071428571428572,-10
C871,Position_group_out,7,CP_summary,CP_summary,RF_depth1,0.8560884099560571,0.7142857142857143,-10
C871,Position_group_out,7,Repository,Repository,RF_depth1,0.7830089812148637,0.75,-10
C871,Position_group_out,7,Local_deltaCP,Local_deltaCP,LR_0.01,0.009512926853292029,0.5714285714285714,-10
C871,Position_group_out,7,Sequence,Sequence,RF_depth1,0.6210245874266773,0.6428571428571428,-10
C871,Position_group_out,7,Sequence_Local,Sequence_Local,LR_0.01,0.02087418162121272,0.5714285714285714,-10
C871,Position_group_out,7,ContactSeek_CCR,ContactSeek_CCR,RF_depth1,0.7003812293657496,0.75,-10
C871,Position_group_out,7,Nested_all,Repository,RF_depth1,0.7830089812148637,0.75,-10
C871,Position_group_out,8,Total_CP,Total_CP,RF_depth1,0.5,0.7142857142857143,-10
C871,Position_group_out,8,Interface_RMS,Interface_RMS,RF_depth2,0.7415270562770562,0.6428571428571428,-10
C871,Position_group_out,8,CP_summary,CP_summary,RF_depth1,0.7954547462341582,0.75,-10
C871,Position_group_out,8,Repository,Repository,RF_depth1,0.6744659319438734,0.75,-10
C871,Position_group_out,8,Local_deltaCP,Local_deltaCP,LR_0.01,0.011986615260992236,0.6071428571428572,-10
C871,Position_group_out,8,Sequence,Sequence,RF_depth1,0.6065225477137242,0.6428571428571428,-10
C871,Position_group_out,8,Sequence_Local,Sequence_Local,RF_depth1,0.739317561523444,0.6428571428571428,-10
C871,Position_group_out,8,ContactSeek_CCR,ContactSeek_CCR,RF_depth1,0.762381340881341,0.75,-10
C871,Position_group_out,8,Nested_all,CP_summary,RF_depth1,0.7954547462341582,0.75,-10
C871,Strict_position_out,P4,Total_CP,Total_CP,GaussianNB,0.5,0.7090909090909091,-10
C871,Strict_position_out,P4,Interface_RMS,Interface_RMS,LR_0.01,0.43236713188726206,0.7545454545454545,-10
C871,Strict_position_out,P4,CP_summary,CP_summary,LR_0.1,0.2554965947708868,0.7545454545454545,-10
C871,Strict_position_out,P4,Repository,Repository,LR_0.1,0.26008859825172154,0.7545454545454545,-10
C871,Strict_position_out,P4,Local_deltaCP,Local_deltaCP,SVM_RBF,0.673833397918182,0.5454545454545454,-10
C871,Strict_position_out,P4,Sequence,Sequence,RF_depth1,0.5332757506185499,0.6545454545454545,-10
C871,Strict_position_out,P4,Sequence_Local,Sequence_Local,SVM_RBF,0.6648784501366061,0.5909090909090909,-10
C871,Strict_position_out,P4,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.7124999999999998,0.6636363636363636,-10
C871,Strict_position_out,P4,Nested_all,Interface_RMS,LR_0.01,0.43236713188726206,0.7545454545454545,-10
C871,Strict_position_out,P5,Total_CP,Total_CP,SVM_RBF,0.3497170887286458,0.5694444444444444,-10
C871,Strict_position_out,P5,Interface_RMS,Interface_RMS,ExtraTrees_depth2,0.5037961855396067,0.6388888888888888,-10
C871,Strict_position_out,P5,CP_summary,CP_summary,LR_1,0.4838269017685215,0.7777777777777778,-10
C871,Strict_position_out,P5,Repository,Repository,LR_1,0.5234593464927668,0.8055555555555556,-10
C871,Strict_position_out,P5,Local_deltaCP,Local_deltaCP,RF_depth1,0.5883414949287711,0.6388888888888888,-10
C871,Strict_position_out,P5,Sequence,Sequence,ExtraTrees_depth2,0.8465714285714288,0.5972222222222222,-10
C871,Strict_position_out,P5,Sequence_Local,Sequence_Local,RF_depth1,0.561356658473666,0.7152777777777778,-10
C871,Strict_position_out,P5,ContactSeek_CCR,ContactSeek_CCR,RF_depth1,0.4928452380952383,0.75,-10
C871,Strict_position_out,P5,Nested_all,Repository,LR_1,0.5234593464927668,0.8055555555555556,-10
C871,Strict_position_out,P6,Total_CP,Total_CP,LR_0.01,0.49228040846632015,0.7583333333333333,-10
C871,Strict_position_out,P6,Interface_RMS,Interface_RMS,SVM_RBF,0.7309592760432673,0.6666666666666666,-10
C871,Strict_position_out,P6,CP_summary,CP_summary,LR_0.01,0.48674556640374056,0.7583333333333333,-10
C871,Strict_position_out,P6,Repository,Repository,LR_0.1,0.3948706217657669,0.7583333333333333,-10
C871,Strict_position_out,P6,Local_deltaCP,Local_deltaCP,LR_1,0.1289853829375187,0.6583333333333333,-10
C871,Strict_position_out,P6,Sequence,Sequence,SVM_RBF,0.48217404639607,0.65,-10
C871,Strict_position_out,P6,Sequence_Local,Sequence_Local,LR_0.1,0.7269139378607412,0.5958333333333333,-10
C871,Strict_position_out,P6,ContactSeek_CCR,ContactSeek_CCR,RF_depth1,0.5119166666666668,0.7583333333333333,-10
C871,Strict_position_out,P6,Nested_all,Total_CP,LR_0.01,0.49228040846632015,0.7583333333333333,-10
C871,Strict_position_out,P7,Total_CP,Total_CP,GaussianNB,0.5,0.6590909090909092,-10
C871,Strict_position_out,P7,Interface_RMS,Interface_RMS,LR_0.01,0.42424599671833824,0.7045454545454546,-10
C871,Strict_position_out,P7,CP_summary,CP_summary,LR_0.01,0.4232391345008639,0.7045454545454546,-10
C871,Strict_position_out,P7,Repository,Repository,LR_0.01,0.43130018738923237,0.7045454545454546,-10
C871,Strict_position_out,P7,Local_deltaCP,Local_deltaCP,RF_depth1,0.8660771728271728,0.5909090909090909,-10
C871,Strict_position_out,P7,Sequence,Sequence,RF_depth1,0.5551427694663662,0.6818181818181819,-10
C871,Strict_position_out,P7,Sequence_Local,Sequence_Local,RF_depth1,0.8165697635697635,0.5909090909090909,-10
C871,Strict_position_out,P7,ContactSeek_CCR,ContactSeek_CCR,GaussianNB,3.728821605146157e-25,0.6590909090909092,-10
C871,Strict_position_out,P7,Nested_all,Interface_RMS,LR_0.01,0.42424599671833824,0.7045454545454546,-10
C871,Strict_position_out,P8,Total_CP,Total_CP,RF_depth1,0.5,0.7142857142857143,-10
C871,Strict_position_out,P8,Interface_RMS,Interface_RMS,SVM_RBF,0.730114051896872,0.6428571428571428,-10
C871,Strict_position_out,P8,CP_summary,CP_summary,RF_depth1,0.7954547462341582,0.75,-10
C871,Strict_position_out,P8,Repository,Repository,RF_depth1,0.665689765794379,0.7857142857142857,-10
C871,Strict_position_out,P8,Local_deltaCP,Local_deltaCP,LR_0.01,0.011986615260992236,0.5714285714285714,-10
C871,Strict_position_out,P8,Sequence,Sequence,GaussianNB,7.967791155091216e-19,0.6785714285714286,-10
C871,Strict_position_out,P8,Sequence_Local,Sequence_Local,RF_depth1,0.7382962067858139,0.6071428571428572,-10
C871,Strict_position_out,P8,ContactSeek_CCR,ContactSeek_CCR,RF_depth1,0.762381340881341,0.75,-10
C871,Strict_position_out,P8,Nested_all,Repository,RF_depth1,0.665689765794379,0.7857142857142857,-10
C871,LOOCV,p4_r5_she,Total_CP,Total_CP,ExtraTrees_depth2,0.5315988132617888,0.7596153846153846,-15
C871,LOOCV,p4_r5_she,Interface_RMS,Interface_RMS,SVM_RBF,0.7302452337251633,0.7836538461538461,-15
C871,LOOCV,p4_r5_she,CP_summary,CP_summary,RF_depth1,0.5644039336419862,0.8605769230769231,-15
C871,LOOCV,p4_r5_she,Repository,Repository,RF_depth1,0.5725828626557659,0.8605769230769231,-15
C871,LOOCV,p4_r5_she,Local_deltaCP,Local_deltaCP,LR_0.01,0.4779388126362564,0.6971153846153846,-15
C871,LOOCV,p4_r5_she,Sequence,Sequence,ExtraTrees_depth2,0.9630478147554129,0.5769230769230769,-15
C871,LOOCV,p4_r5_she,Sequence_Local,Sequence_Local,RF_depth1,0.4049881188959472,0.6730769230769231,-15
C871,LOOCV,p4_r5_she,ContactSeek_CCR,ContactSeek_CCR,RF_depth1,0.5454244766530282,0.8221153846153846,-15
C871,LOOCV,p4_r5_she,Nested_all,CP_summary,RF_depth1,0.5644039336419862,0.8605769230769231,-15
C871,LOOCV,p4_r5_she_plus_p7_r5_she,Total_CP,Total_CP,ExtraTrees_depth2,0.5298687975878076,0.7596153846153846,-15
C871,LOOCV,p4_r5_she_plus_p7_r5_she,Interface_RMS,Interface_RMS,SVM_RBF,0.730261123580604,0.7836538461538461,-15
C871,LOOCV,p4_r5_she_plus_p7_r5_she,CP_summary,CP_summary,RF_depth1,0.6616414076655097,0.7596153846153846,-15
C871,LOOCV,p4_r5_she_plus_p7_r5_she,Repository,Repository,LR_0.01,0.5158269858711155,0.7211538461538461,-15
C871,LOOCV,p4_r5_she_plus_p7_r5_she,Local_deltaCP,Local_deltaCP,LR_1,0.5114168668534704,0.7211538461538461,-15
C871,LOOCV,p4_r5_she_plus_p7_r5_she,Sequence,Sequence,ExtraTrees_depth2,0.9313632718524458,0.6153846153846154,-15
C871,LOOCV,p4_r5_she_plus_p7_r5_she,Sequence_Local,Sequence_Local,LR_0.01,0.489147591083794,0.6586538461538461,-15
C871,LOOCV,p4_r5_she_plus_p7_r5_she,ContactSeek_CCR,ContactSeek_CCR,LR_0.01,0.5178073539827992,0.8605769230769231,-15
C871,LOOCV,p4_r5_she_plus_p7_r5_she,Nested_all,ContactSeek_CCR,LR_0.01,0.5178073539827992,0.8605769230769231,-15
C871,LOOCV,p4_r5_sne,Total_CP,Total_CP,RF_depth1,0.691372982520114,0.7777777777777777,-15
C871,LOOCV,p4_r5_sne,Interface_RMS,Interface_RMS,RF_depth2,0.5530998524917601,0.7638888888888888,-15
C871,LOOCV,p4_r5_sne,CP_summary,CP_summary,RF_depth1,0.6225719526257549,0.7777777777777777,-15
C871,LOOCV,p4_r5_sne,Repository,Repository,RF_depth1,0.6402458775752244,0.7361111111111112,-15
C871,LOOCV,p4_r5_sne,Local_deltaCP,Local_deltaCP,LR_0.01,0.4266750870649672,0.6805555555555556,-15
C871,LOOCV,p4_r5_sne,Sequence,Sequence,LR_0.1,0.5234149866973257,0.7222222222222222,-15
C871,LOOCV,p4_r5_sne,Sequence_Local,Sequence_Local,LR_0.01,0.4660277800414555,0.6944444444444444,-15
C871,LOOCV,p4_r5_sne,ContactSeek_CCR,ContactSeek_CCR,RF_depth1,0.5638613829080653,0.875,-15
C871,LOOCV,p4_r5_sne,Nested_all,ContactSeek_CCR,RF_depth1,0.5638613829080653,0.875,-15
C871,LOOCV,p4_r5_sne_plus_p7_r5_sne,Total_CP,Total_CP,RF_depth1,0.6803363288525879,0.7777777777777777,-15
C871,LOOCV,p4_r5_sne_plus_p7_r5_sne,Interface_RMS,Interface_RMS,RF_depth2,0.5513405243585929,0.7638888888888888,-15
C871,LOOCV,p4_r5_sne_plus_p7_r5_sne,CP_summary,CP_summary,RF_depth1,0.6809247236416289,0.7361111111111112,-15
C871,LOOCV,p4_r5_sne_plus_p7_r5_sne,Repository,Repository,RF_depth1,0.6646449381686748,0.7361111111111112,-15
C871,LOOCV,p4_r5_sne_plus_p7_r5_sne,Local_deltaCP,Local_deltaCP,ExtraTrees_depth2,0.5929764336985165,0.6805555555555556,-15
C871,LOOCV,p4_r5_sne_plus_p7_r5_sne,Sequence,Sequence,GaussianNB,8.33680327896739e-16,0.6944444444444444,-15
C871,LOOCV,p4_r5_sne_plus_p7_r5_sne,Sequence_Local,Sequence_Local,LR_1,0.9695918135346363,0.6666666666666666,-15
C871,LOOCV,p4_r5_sne_plus_p7_r5_sne,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.7184993728934506,0.7916666666666667,-15
C871,LOOCV,p4_r5_sne_plus_p7_r5_sne,Nested_all,ContactSeek_CCR,ExtraTrees_depth2,0.7184993728934506,0.7916666666666667,-15
C871,LOOCV,p4_r5_swd_plus_p7_r5_swd,Total_CP,Total_CP,LR_0.01,0.5000705629853895,0.7361111111111112,-15
C871,LOOCV,p4_r5_swd_plus_p7_r5_swd,Interface_RMS,Interface_RMS,RF_depth1,0.654989799957155,0.7361111111111112,-15
C871,LOOCV,p4_r5_swd_plus_p7_r5_swd,CP_summary,CP_summary,RF_depth1,0.6643429996904602,0.7777777777777777,-15
C871,LOOCV,p4_r5_swd_plus_p7_r5_swd,Repository,Repository,RF_depth2,0.5589919852693628,0.7222222222222222,-15
C871,LOOCV,p4_r5_swd_plus_p7_r5_swd,Local_deltaCP,Local_deltaCP,GaussianNB,2.376755855906501e-50,0.6805555555555556,-15
C871,LOOCV,p4_r5_swd_plus_p7_r5_swd,Sequence,Sequence,GaussianNB,8.33680327896739e-16,0.6944444444444444,-15
C871,LOOCV,p4_r5_swd_plus_p7_r5_swd,Sequence_Local,Sequence_Local,LR_0.1,0.716115413970875,0.7361111111111112,-15
C871,LOOCV,p4_r5_swd_plus_p7_r5_swd,ContactSeek_CCR,ContactSeek_CCR,GaussianNB,0.5,0.8194444444444444,-15
C871,LOOCV,p4_r5_swd_plus_p7_r5_swd,Nested_all,ContactSeek_CCR,GaussianNB,0.5,0.8194444444444444,-15
C871,LOOCV,p4_r5_the_plus_p7_r5_the,Total_CP,Total_CP,LR_0.01,0.5000705629853895,0.7361111111111112,-15
C871,LOOCV,p4_r5_the_plus_p7_r5_the,Interface_RMS,Interface_RMS,SVM_RBF,0.7266985971740056,0.7638888888888888,-15
C871,LOOCV,p4_r5_the_plus_p7_r5_the,CP_summary,CP_summary,RF_depth1,0.5,0.9027777777777777,-15
C871,LOOCV,p4_r5_the_plus_p7_r5_the,Repository,Repository,RF_depth1,0.43753660251330806,0.8472222222222222,-15
C871,LOOCV,p4_r5_the_plus_p7_r5_the,Local_deltaCP,Local_deltaCP,GaussianNB,8.936527534937652e-22,0.7083333333333333,-15
C871,LOOCV,p4_r5_the_plus_p7_r5_the,Sequence,Sequence,LR_0.1,0.5143733118514102,0.7638888888888888,-15
C871,LOOCV,p4_r5_the_plus_p7_r5_the,Sequence_Local,Sequence_Local,LR_0.1,0.7308077774713774,0.6944444444444444,-15
C871,LOOCV,p4_r5_the_plus_p7_r5_the,ContactSeek_CCR,ContactSeek_CCR,GaussianNB,0.5,0.8194444444444444,-15
C871,LOOCV,p4_r5_the_plus_p7_r5_the,Nested_all,CP_summary,RF_depth1,0.5,0.9027777777777777,-15
C871,LOOCV,p5_r6_aye,Total_CP,Total_CP,LR_0.01,0.5014358242783326,0.7836538461538461,-15
C871,LOOCV,p5_r6_aye,Interface_RMS,Interface_RMS,RF_depth2,0.5,0.7451923076923077,-15
C871,LOOCV,p5_r6_aye,CP_summary,CP_summary,RF_depth1,0.6742079186026607,0.8221153846153846,-15
C871,LOOCV,p5_r6_aye,Repository,Repository,RF_depth1,0.6300897161787321,0.8221153846153846,-15
C871,LOOCV,p5_r6_aye,Local_deltaCP,Local_deltaCP,LR_0.01,0.3749942973827379,0.6490384615384616,-15
C871,LOOCV,p5_r6_aye,Sequence,Sequence,LR_0.1,0.8308823545712908,0.5769230769230769,-15
C871,LOOCV,p5_r6_aye,Sequence_Local,Sequence_Local,LR_0.1,0.9324695809521546,0.6153846153846154,-15
C871,LOOCV,p5_r6_aye,ContactSeek_CCR,ContactSeek_CCR,GaussianNB,3.2051937200331657e-152,0.8221153846153846,-15
C871,LOOCV,p5_r6_aye,Nested_all,CP_summary,RF_depth1,0.6742079186026607,0.8221153846153846,-15
C871,LOOCV,p5_r6_nye,Total_CP,Total_CP,LR_0.01,0.5000469655070269,0.7361111111111112,-15
C871,LOOCV,p5_r6_nye,Interface_RMS,Interface_RMS,SVM_RBF,0.7267738047184091,0.7638888888888888,-15
C871,LOOCV,p5_r6_nye,CP_summary,CP_summary,RF_depth2,0.4819102016299457,0.8194444444444444,-15
C871,LOOCV,p5_r6_nye,Repository,Repository,RF_depth1,0.43387981405034426,0.7638888888888888,-15
C871,LOOCV,p5_r6_nye,Local_deltaCP,Local_deltaCP,GaussianNB,2.6610593841385833e-67,0.6805555555555556,-15
C871,LOOCV,p5_r6_nye,Sequence,Sequence,LDA_shrinkage,0.9999985633377524,0.7083333333333334,-15
C871,LOOCV,p5_r6_nye,Sequence_Local,Sequence_Local,LR_0.01,0.5367965104857837,0.6805555555555556,-15
C871,LOOCV,p5_r6_nye,ContactSeek_CCR,ContactSeek_CCR,GaussianNB,0.5,0.8194444444444444,-15
C871,LOOCV,p5_r6_nye,Nested_all,CP_summary,RF_depth2,0.4819102016299457,0.8194444444444444,-15
C871,LOOCV,p5_r6_sfe,Total_CP,Total_CP,LDA_shrinkage,0.5373558711639681,0.7451923076923077,-15
C871,LOOCV,p5_r6_sfe,Interface_RMS,Interface_RMS,RF_depth2,0.5,0.7451923076923077,-15
C871,LOOCV,p5_r6_sfe,CP_summary,CP_summary,GaussianNB,0.9730674134857502,0.7067307692307692,-15
C871,LOOCV,p5_r6_sfe,Repository,Repository,RF_depth1,0.6823878395754032,0.7211538461538461,-15
C871,LOOCV,p5_r6_sfe,Local_deltaCP,Local_deltaCP,RF_depth1,0.46051045729199896,0.6586538461538461,-15
C871,LOOCV,p5_r6_sfe,Sequence,Sequence,LR_0.01,0.601814364943523,0.5384615384615384,-15
C871,LOOCV,p5_r6_sfe,Sequence_Local,Sequence_Local,RF_depth1,0.46562215189006795,0.6586538461538461,-15
C871,LOOCV,p5_r6_sfe,ContactSeek_CCR,ContactSeek_CCR,GaussianNB,1.0554265462600975e-185,0.7836538461538461,-15
C871,LOOCV,p5_r6_sfe,Nested_all,ContactSeek_CCR,GaussianNB,1.0554265462600975e-185,0.7836538461538461,-15
C871,LOOCV,p5_r6_swd,Total_CP,Total_CP,LR_0.01,0.5000874170239104,0.7361111111111112,-15
C871,LOOCV,p5_r6_swd,Interface_RMS,Interface_RMS,SVM_RBF,0.726698167284664,0.7638888888888888,-15
C871,LOOCV,p5_r6_swd,CP_summary,CP_summary,RF_depth1,0.4053653844943746,0.8055555555555556,-15
C871,LOOCV,p5_r6_swd,Repository,Repository,RF_depth1,0.4431839530209592,0.7638888888888888,-15
C871,LOOCV,p5_r6_swd,Local_deltaCP,Local_deltaCP,GaussianNB,3.2023321058166685e-67,0.6805555555555556,-15
C871,LOOCV,p5_r6_swd,Sequence,Sequence,LR_1,0.5111855256688693,0.6805555555555556,-15
C871,LOOCV,p5_r6_swd,Sequence_Local,Sequence_Local,LR_0.01,0.5323809563014053,0.7638888888888888,-15
C871,LOOCV,p5_r6_swd,ContactSeek_CCR,ContactSeek_CCR,GaussianNB,0.5,0.7777777777777777,-15
C871,LOOCV,p5_r6_swd,Nested_all,CP_summary,RF_depth1,0.4053653844943746,0.8055555555555556,-15
C871,LOOCV,p5_r6_syq,Total_CP,Total_CP,LDA_shrinkage,0.5457383290705609,0.7451923076923077,-15
C871,LOOCV,p5_r6_syq,Interface_RMS,Interface_RMS,RF_depth2,0.5,0.7451923076923077,-15
C871,LOOCV,p5_r6_syq,CP_summary,CP_summary,LR_0.01,0.5223880528700988,0.7067307692307692,-15
C871,LOOCV,p5_r6_syq,Repository,Repository,RF_depth1,0.6561535362011396,0.7596153846153846,-15
C871,LOOCV,p5_r6_syq,Local_deltaCP,Local_deltaCP,RF_depth1,0.5,0.6586538461538461,-15
C871,LOOCV,p5_r6_syq,Sequence,Sequence,LR_0.1,0.8043209210099154,0.5769230769230769,-15
C871,LOOCV,p5_r6_syq,Sequence_Local,Sequence_Local,LR_0.1,0.9186679791597698,0.6153846153846154,-15
C871,LOOCV,p5_r6_syq,ContactSeek_CCR,ContactSeek_CCR,GaussianNB,1.0554265462600975e-185,0.7836538461538461,-15
C871,LOOCV,p5_r6_syq,Nested_all,ContactSeek_CCR,GaussianNB,1.0554265462600975e-185,0.7836538461538461,-15
C871,LOOCV,p5_r6_thn,Total_CP,Total_CP,LR_0.01,0.5,0.7777777777777778,-15
C871,LOOCV,p5_r6_thn,Interface_RMS,Interface_RMS,RF_depth2,0.6701686940930096,0.7361111111111112,-15
C871,LOOCV,p5_r6_thn,CP_summary,CP_summary,RF_depth1,0.36351145720989975,0.9027777777777777,-15
C871,LOOCV,p5_r6_thn,Repository,Repository,RF_depth1,0.3876115528087145,0.8472222222222222,-15
C871,LOOCV,p5_r6_thn,Local_deltaCP,Local_deltaCP,GaussianNB,3.2023321058166685e-67,0.7222222222222222,-15
C871,LOOCV,p5_r6_thn,Sequence,Sequence,LR_0.1,0.4821501187712822,0.7083333333333333,-15
C871,LOOCV,p5_r6_thn,Sequence_Local,Sequence_Local,RF_depth1,0.4137251860827219,0.7361111111111112,-15
C871,LOOCV,p5_r6_thn,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.37420864651120406,0.7916666666666666,-15
C871,LOOCV,p5_r6_thn,Nested_all,CP_summary,RF_depth1,0.36351145720989975,0.9027777777777777,-15
C871,LOOCV,p5_r6_twd,Total_CP,Total_CP,LR_0.01,0.5,0.7361111111111112,-15
C871,LOOCV,p5_r6_twd,Interface_RMS,Interface_RMS,SVM_RBF,0.728262424299285,0.75,-15
C871,LOOCV,p5_r6_twd,CP_summary,CP_summary,RF_depth1,0.5360756061156826,0.8194444444444444,-15
C871,LOOCV,p5_r6_twd,Repository,Repository,RF_depth2,0.5554258541986532,0.7777777777777777,-15
C871,LOOCV,p5_r6_twd,Local_deltaCP,Local_deltaCP,RF_depth1,0.43842450125474614,0.7361111111111112,-15
C871,LOOCV,p5_r6_twd,Sequence,Sequence,LR_0.01,0.5,0.6666666666666666,-15
C871,LOOCV,p5_r6_twd,Sequence_Local,Sequence_Local,RF_depth1,0.46180586110345767,0.6944444444444444,-15
C871,LOOCV,p5_r6_twd,ContactSeek_CCR,ContactSeek_CCR,LR_0.1,0.5,0.7777777777777777,-15
C871,LOOCV,p5_r6_twd,Nested_all,CP_summary,RF_depth1,0.5360756061156826,0.8194444444444444,-15
C871,LOOCV,p5_r6_tye,Total_CP,Total_CP,LR_0.01,0.49958020209020215,0.7361111111111112,-15
C871,LOOCV,p5_r6_tye,Interface_RMS,Interface_RMS,SVM_RBF,0.7248591977249832,0.75,-15
C871,LOOCV,p5_r6_tye,CP_summary,CP_summary,RF_depth1,0.5537594770834247,0.8194444444444444,-15
C871,LOOCV,p5_r6_tye,Repository,Repository,RF_depth1,0.5237369100876852,0.8194444444444444,-15
C871,LOOCV,p5_r6_tye,Local_deltaCP,Local_deltaCP,RF_depth1,0.43086428173600305,0.7361111111111112,-15
C871,LOOCV,p5_r6_tye,Sequence,Sequence,LR_0.01,0.5,0.6666666666666666,-15
C871,LOOCV,p5_r6_tye,Sequence_Local,Sequence_Local,RF_depth1,0.4473685328974525,0.7361111111111112,-15
C871,LOOCV,p5_r6_tye,ContactSeek_CCR,ContactSeek_CCR,GaussianNB,4.301236296423658e-283,0.8194444444444444,-15
C871,LOOCV,p5_r6_tye,Nested_all,CP_summary,RF_depth1,0.5537594770834247,0.8194444444444444,-15
C871,LOOCV,p5_r6_vfn,Total_CP,Total_CP,RF_depth1,0.3924145538112598,0.7211538461538461,-15
C871,LOOCV,p5_r6_vfn,Interface_RMS,Interface_RMS,RF_depth2,0.48358254934151423,0.7451923076923077,-15
C871,LOOCV,p5_r6_vfn,CP_summary,CP_summary,GaussianNB,0.9194732455602257,0.7067307692307692,-15
