site,validation,fold,reported_family,family,model,threshold,inner_BA,label_threshold_pp
C871,LOOCV,p5_r6_nye,Local_deltaCP,Local_deltaCP,LR_0.1,0.5719343495274837,0.8571428571428571,-30
C871,LOOCV,p5_r6_nye,Sequence,Sequence,LR_1,0.03550143872374957,0.5714285714285714,-30
C871,LOOCV,p5_r6_nye,Sequence_Local,Sequence_Local,LR_0.1,0.39652027899388365,0.8214285714285714,-30
C871,LOOCV,p5_r6_nye,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.3056303113401512,0.8214285714285714,-30
C871,LOOCV,p5_r6_nye,Nested_all,Local_deltaCP,LR_0.1,0.5719343495274837,0.8571428571428571,-30
C871,LOOCV,p5_r6_sfe,Total_CP,Total_CP,LR_0.01,0.4969270631923175,0.6428571428571428,-30
C871,LOOCV,p5_r6_sfe,Interface_RMS,Interface_RMS,LR_0.01,0.5,0.6428571428571428,-30
C871,LOOCV,p5_r6_sfe,CP_summary,CP_summary,RF_depth1,0.640011751743977,0.8214285714285714,-30
C871,LOOCV,p5_r6_sfe,Repository,Repository,RF_depth1,0.3291123056786611,0.8214285714285714,-30
C871,LOOCV,p5_r6_sfe,Local_deltaCP,Local_deltaCP,LR_0.1,0.562888671437579,0.8571428571428571,-30
C871,LOOCV,p5_r6_sfe,Sequence,Sequence,SVM_RBF,0.3335256721699552,0.6071428571428571,-30
C871,LOOCV,p5_r6_sfe,Sequence_Local,Sequence_Local,LR_0.1,0.3840273358466895,0.8214285714285714,-30
C871,LOOCV,p5_r6_sfe,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.28157800233321917,0.8214285714285714,-30
C871,LOOCV,p5_r6_sfe,Nested_all,Local_deltaCP,LR_0.1,0.562888671437579,0.8571428571428571,-30
C871,LOOCV,p5_r6_swd,Total_CP,Total_CP,LR_1,0.40763666257657427,0.6785714285714286,-30
C871,LOOCV,p5_r6_swd,Interface_RMS,Interface_RMS,LR_0.01,0.5011678287464371,0.7142857142857143,-30
C871,LOOCV,p5_r6_swd,CP_summary,CP_summary,RF_depth1,0.6506645870052812,0.8214285714285714,-30
C871,LOOCV,p5_r6_swd,Repository,Repository,RF_depth1,0.3376177228047347,0.8214285714285714,-30
C871,LOOCV,p5_r6_swd,Local_deltaCP,Local_deltaCP,LR_0.1,0.562888671437579,0.8571428571428571,-30
C871,LOOCV,p5_r6_swd,Sequence,Sequence,SVM_RBF,0.32702171294495996,0.6785714285714286,-30
C871,LOOCV,p5_r6_swd,Sequence_Local,Sequence_Local,LR_0.1,0.3848257568728149,0.8214285714285714,-30
C871,LOOCV,p5_r6_swd,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.28157800233321917,0.8571428571428571,-30
C871,LOOCV,p5_r6_swd,Nested_all,Local_deltaCP,LR_0.1,0.562888671437579,0.8571428571428571,-30
C871,LOOCV,p5_r6_syq,Total_CP,Total_CP,LR_0.01,0.4972079682524002,0.6428571428571428,-30
C871,LOOCV,p5_r6_syq,Interface_RMS,Interface_RMS,LR_0.01,0.5,0.6428571428571428,-30
C871,LOOCV,p5_r6_syq,CP_summary,CP_summary,RF_depth1,0.6386972467699324,0.8214285714285714,-30
C871,LOOCV,p5_r6_syq,Repository,Repository,RF_depth1,0.6188706066734482,0.8214285714285714,-30
C871,LOOCV,p5_r6_syq,Local_deltaCP,Local_deltaCP,LR_0.1,0.562888671437579,0.8571428571428571,-30
C871,LOOCV,p5_r6_syq,Sequence,Sequence,LR_1,0.032341281209205194,0.6071428571428571,-30
C871,LOOCV,p5_r6_syq,Sequence_Local,Sequence_Local,LR_0.1,0.3840273358466895,0.8214285714285714,-30
C871,LOOCV,p5_r6_syq,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.28157800233321917,0.8214285714285714,-30
C871,LOOCV,p5_r6_syq,Nested_all,Local_deltaCP,LR_0.1,0.562888671437579,0.8571428571428571,-30
C871,LOOCV,p5_r6_thn,Total_CP,Total_CP,LR_0.01,0.49684143970469796,0.6428571428571428,-30
C871,LOOCV,p5_r6_thn,Interface_RMS,Interface_RMS,LR_0.01,0.5,0.6428571428571428,-30
C871,LOOCV,p5_r6_thn,CP_summary,CP_summary,RF_depth1,0.6386972467699324,0.8214285714285714,-30
C871,LOOCV,p5_r6_thn,Repository,Repository,RF_depth1,0.6061215037726542,0.8214285714285714,-30
C871,LOOCV,p5_r6_thn,Local_deltaCP,Local_deltaCP,LR_0.1,0.562888671437579,0.8571428571428571,-30
C871,LOOCV,p5_r6_thn,Sequence,Sequence,SVM_RBF,0.3266990239510128,0.6785714285714286,-30
C871,LOOCV,p5_r6_thn,Sequence_Local,Sequence_Local,LR_0.1,0.3843711488168735,0.8214285714285714,-30
C871,LOOCV,p5_r6_thn,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.28157800233321917,0.8214285714285714,-30
C871,LOOCV,p5_r6_thn,Nested_all,Local_deltaCP,LR_0.1,0.562888671437579,0.8571428571428571,-30
C871,LOOCV,p5_r6_twd,Total_CP,Total_CP,LR_0.01,0.5,0.6666666666666666,-30
C871,LOOCV,p5_r6_twd,Interface_RMS,Interface_RMS,LR_0.01,0.5,0.6666666666666666,-30
C871,LOOCV,p5_r6_twd,CP_summary,CP_summary,RF_depth1,0.7322502972993035,0.8333333333333333,-30
C871,LOOCV,p5_r6_twd,Repository,Repository,RF_depth1,0.5,0.8500000000000001,-30
C871,LOOCV,p5_r6_twd,Local_deltaCP,Local_deltaCP,LR_0.01,0.6141195607025016,0.8833333333333333,-30
C871,LOOCV,p5_r6_twd,Sequence,Sequence,RF_depth1,0.620027135628187,0.7,-30
C871,LOOCV,p5_r6_twd,Sequence_Local,Sequence_Local,ExtraTrees_depth2,0.5723410576351753,0.8833333333333333,-30
C871,LOOCV,p5_r6_twd,ContactSeek_CCR,ContactSeek_CCR,LR_0.01,0.4753695993454611,0.7333333333333334,-30
C871,LOOCV,p5_r6_twd,Nested_all,Local_deltaCP,LR_0.01,0.6141195607025016,0.8833333333333333,-30
C871,LOOCV,p5_r6_tye,Total_CP,Total_CP,LR_0.01,0.4980519587582506,0.6785714285714286,-30
C871,LOOCV,p5_r6_tye,Interface_RMS,Interface_RMS,LR_0.01,0.5015956122981894,0.7142857142857143,-30
C871,LOOCV,p5_r6_tye,CP_summary,CP_summary,RF_depth1,0.2690762198685961,0.8928571428571428,-30
C871,LOOCV,p5_r6_tye,Repository,Repository,RF_depth1,0.43603016561870434,0.8571428571428571,-30
C871,LOOCV,p5_r6_tye,Local_deltaCP,Local_deltaCP,GaussianNB,5.935836271225843e-37,0.8571428571428571,-30
C871,LOOCV,p5_r6_tye,Sequence,Sequence,SVM_RBF,0.32992053520422715,0.6428571428571428,-30
C871,LOOCV,p5_r6_tye,Sequence_Local,Sequence_Local,LR_0.1,0.39417790279351167,0.8214285714285714,-30
C871,LOOCV,p5_r6_tye,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.5,0.8928571428571428,-30
C871,LOOCV,p5_r6_tye,Nested_all,CP_summary,RF_depth1,0.2690762198685961,0.8928571428571428,-30
C871,LOOCV,p5_r6_vfn,Total_CP,Total_CP,LR_0.01,0.49749672080515617,0.6428571428571428,-30
C871,LOOCV,p5_r6_vfn,Interface_RMS,Interface_RMS,LR_0.01,0.5,0.6428571428571428,-30
C871,LOOCV,p5_r6_vfn,CP_summary,CP_summary,RF_depth1,0.6317531887919943,0.8214285714285714,-30
C871,LOOCV,p5_r6_vfn,Repository,Repository,RF_depth1,0.5,0.8214285714285714,-30
C871,LOOCV,p5_r6_vfn,Local_deltaCP,Local_deltaCP,LR_0.1,0.5597694782696055,0.8571428571428571,-30
C871,LOOCV,p5_r6_vfn,Sequence,Sequence,SVM_RBF,0.31616799520106253,0.6428571428571428,-30
C871,LOOCV,p5_r6_vfn,Sequence_Local,Sequence_Local,LR_0.1,0.3815165362586933,0.8214285714285714,-30
C871,LOOCV,p5_r6_vfn,ContactSeek_CCR,ContactSeek_CCR,LR_0.1,0.5,0.7857142857142857,-30
C871,LOOCV,p5_r6_vfn,Nested_all,Local_deltaCP,LR_0.1,0.5597694782696055,0.8571428571428571,-30
C871,LOOCV,p6_r7_qfw,Total_CP,Total_CP,LR_0.01,0.49791889356014496,0.6785714285714286,-30
C871,LOOCV,p6_r7_qfw,Interface_RMS,Interface_RMS,LR_0.01,0.5012740142331988,0.75,-30
C871,LOOCV,p6_r7_qfw,CP_summary,CP_summary,RF_depth1,0.3198773173913841,0.8214285714285714,-30
C871,LOOCV,p6_r7_qfw,Repository,Repository,RF_depth1,0.6483194071114091,0.8214285714285714,-30
C871,LOOCV,p6_r7_qfw,Local_deltaCP,Local_deltaCP,GaussianNB,1.52849953855322e-59,0.8928571428571428,-30
C871,LOOCV,p6_r7_qfw,Sequence,Sequence,SVM_RBF,0.44142203378203776,0.6428571428571428,-30
C871,LOOCV,p6_r7_qfw,Sequence_Local,Sequence_Local,LR_0.1,0.37766878866106357,0.8571428571428571,-30
C871,LOOCV,p6_r7_qfw,ContactSeek_CCR,ContactSeek_CCR,LR_0.1,0.5362731372246123,0.7857142857142857,-30
C871,LOOCV,p6_r7_qfw,Nested_all,Local_deltaCP,GaussianNB,1.52849953855322e-59,0.8928571428571428,-30
C871,LOOCV,p6_r7_qrw,Total_CP,Total_CP,GaussianNB,0.5529839616791841,0.8,-30
C871,LOOCV,p6_r7_qrw,Interface_RMS,Interface_RMS,SVM_RBF,0.6581582224091875,0.7833333333333333,-30
C871,LOOCV,p6_r7_qrw,CP_summary,CP_summary,RF_depth1,0.67907778574571,0.8833333333333333,-30
C871,LOOCV,p6_r7_qrw,Repository,Repository,RF_depth1,0.608123721142281,0.8833333333333333,-30
C871,LOOCV,p6_r7_qrw,Local_deltaCP,Local_deltaCP,LR_0.01,0.5444101615895971,0.9666666666666667,-30
C871,LOOCV,p6_r7_qrw,Sequence,Sequence,LR_0.1,0.39817098097912024,0.75,-30
C871,LOOCV,p6_r7_qrw,Sequence_Local,Sequence_Local,LR_0.01,0.5487682074547235,0.9666666666666667,-30
C871,LOOCV,p6_r7_qrw,ContactSeek_CCR,ContactSeek_CCR,RF_depth1,0.49051385045596907,0.8333333333333333,-30
C871,LOOCV,p6_r7_qrw,Nested_all,Local_deltaCP,LR_0.01,0.5444101615895971,0.9666666666666667,-30
C871,LOOCV,p6_r7_trq,Total_CP,Total_CP,LR_0.01,0.4979350278692162,0.6785714285714286,-30
C871,LOOCV,p6_r7_trq,Interface_RMS,Interface_RMS,LR_0.01,0.5012726950531832,0.75,-30
C871,LOOCV,p6_r7_trq,CP_summary,CP_summary,RF_depth1,0.36081416751764595,0.8214285714285714,-30
C871,LOOCV,p6_r7_trq,Repository,Repository,RF_depth1,0.5987588975613298,0.8214285714285714,-30
C871,LOOCV,p6_r7_trq,Local_deltaCP,Local_deltaCP,GaussianNB,3.5752029509529256e-59,0.8928571428571428,-30
C871,LOOCV,p6_r7_trq,Sequence,Sequence,LR_1,0.043329131930641133,0.6428571428571428,-30
C871,LOOCV,p6_r7_trq,Sequence_Local,Sequence_Local,LR_0.1,0.3721997567061943,0.8571428571428571,-30
C871,LOOCV,p6_r7_trq,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.2998314970733956,0.8214285714285714,-30
C871,LOOCV,p6_r7_trq,Nested_all,Local_deltaCP,GaussianNB,3.5752029509529256e-59,0.8928571428571428,-30
C871,LOOCV,p6_r7_wfd,Total_CP,Total_CP,LR_0.01,0.49798290160183634,0.6785714285714286,-30
C871,LOOCV,p6_r7_wfd,Interface_RMS,Interface_RMS,LR_0.01,0.5012726950531832,0.7142857142857143,-30
C871,LOOCV,p6_r7_wfd,CP_summary,CP_summary,RF_depth1,0.4280823017958485,0.8928571428571428,-30
C871,LOOCV,p6_r7_wfd,Repository,Repository,RF_depth1,0.43230517527646384,0.8928571428571428,-30
C871,LOOCV,p6_r7_wfd,Local_deltaCP,Local_deltaCP,GaussianNB,1.9925526774425466e-60,0.8571428571428572,-30
C871,LOOCV,p6_r7_wfd,Sequence,Sequence,ExtraTrees_depth2,0.8156658496732024,0.6785714285714286,-30
C871,LOOCV,p6_r7_wfd,Sequence_Local,Sequence_Local,LR_0.1,0.3724198426550523,0.8214285714285714,-30
C871,LOOCV,p6_r7_wfd,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.2998314970733956,0.8214285714285714,-30
C871,LOOCV,p6_r7_wfd,Nested_all,CP_summary,RF_depth1,0.4280823017958485,0.8928571428571428,-30
C871,LOOCV,p6_r7_wfq,Total_CP,Total_CP,LR_0.01,0.4979781011141483,0.6785714285714286,-30
C871,LOOCV,p6_r7_wfq,Interface_RMS,Interface_RMS,LR_0.01,0.5012726917491164,0.7142857142857143,-30
C871,LOOCV,p6_r7_wfq,CP_summary,CP_summary,LR_1,0.5,0.8571428571428572,-30
C871,LOOCV,p6_r7_wfq,Repository,Repository,RF_depth1,0.712161591204238,0.8571428571428572,-30
C871,LOOCV,p6_r7_wfq,Local_deltaCP,Local_deltaCP,GaussianNB,1.9925526774425466e-60,0.8571428571428572,-30
C871,LOOCV,p6_r7_wfq,Sequence,Sequence,ExtraTrees_depth2,0.7433035714285721,0.6428571428571428,-30
C871,LOOCV,p6_r7_wfq,Sequence_Local,Sequence_Local,LR_0.1,0.37261269329895075,0.8214285714285714,-30
C871,LOOCV,p6_r7_wfq,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.2890185375682024,0.8214285714285714,-30
C871,LOOCV,p6_r7_wfq,Nested_all,CP_summary,LR_1,0.5,0.8571428571428572,-30
C871,LOOCV,p7_r5_syvirr,Total_CP,Total_CP,GaussianNB,0.5490555249542683,0.8,-30
C871,LOOCV,p7_r5_syvirr,Interface_RMS,Interface_RMS,SVM_RBF,0.6581582224091875,0.7833333333333333,-30
C871,LOOCV,p7_r5_syvirr,CP_summary,CP_summary,RF_depth1,0.6386496498099066,0.8500000000000001,-30
C871,LOOCV,p7_r5_syvirr,Repository,Repository,RF_depth1,0.6018139183491951,0.8833333333333333,-30
C871,LOOCV,p7_r5_syvirr,Local_deltaCP,Local_deltaCP,LR_0.01,0.5601228754300789,0.8833333333333333,-30
C871,LOOCV,p7_r5_syvirr,Sequence,Sequence,RF_depth1,0.31528287936859534,0.7333333333333334,-30
C871,LOOCV,p7_r5_syvirr,Sequence_Local,Sequence_Local,LR_0.01,0.5576187110590864,0.8500000000000001,-30
C871,LOOCV,p7_r5_syvirr,ContactSeek_CCR,ContactSeek_CCR,GaussianNB,0.5,0.8500000000000001,-30
C871,LOOCV,p7_r5_syvirr,Nested_all,Repository,RF_depth1,0.6018139183491951,0.8833333333333333,-30
C871,LOOCV,p8_r6_gve,Total_CP,Total_CP,LR_0.01,0.5014996161990665,0.8,-30
C871,LOOCV,p8_r6_gve,Interface_RMS,Interface_RMS,SVM_RBF,0.646585333501569,0.7833333333333333,-30
C871,LOOCV,p8_r6_gve,CP_summary,CP_summary,RF_depth1,0.5,0.8166666666666667,-30
C871,LOOCV,p8_r6_gve,Repository,Repository,RF_depth1,0.379299646323624,0.8166666666666667,-30
C871,LOOCV,p8_r6_gve,Local_deltaCP,Local_deltaCP,LR_0.1,0.5919837092376294,0.8500000000000001,-30
C871,LOOCV,p8_r6_gve,Sequence,Sequence,LDA_shrinkage,1.4216695405470255e-07,0.7166666666666667,-30
C871,LOOCV,p8_r6_gve,Sequence_Local,Sequence_Local,LR_0.1,0.5,0.8500000000000001,-30
C871,LOOCV,p8_r6_gve,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.2827272727272729,0.9,-30
C871,LOOCV,p8_r6_gve,Nested_all,ContactSeek_CCR,ExtraTrees_depth2,0.2827272727272729,0.9,-30
C871,Position_group_out,4,Total_CP,Total_CP,SVM_RBF,0.6460910982160307,0.7692307692307692,-30
C871,Position_group_out,4,Interface_RMS,Interface_RMS,SVM_RBF,0.5,0.8076923076923077,-30
C871,Position_group_out,4,CP_summary,CP_summary,RF_depth1,0.8361877538725961,0.7142857142857143,-30
C871,Position_group_out,4,Repository,Repository,RF_depth1,0.7479980530571448,0.6758241758241759,-30
C871,Position_group_out,4,Local_deltaCP,Local_deltaCP,LR_0.01,0.9818001651192787,0.6428571428571428,-30
C871,Position_group_out,4,Sequence,Sequence,ExtraTrees_depth2,0.6322777777777772,0.7362637362637363,-30
C871,Position_group_out,4,Sequence_Local,Sequence_Local,LR_0.01,0.9800593510595947,0.6428571428571428,-30
C871,Position_group_out,4,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.36453148900500476,0.8131868131868132,-30
C871,Position_group_out,4,Nested_all,ContactSeek_CCR,ExtraTrees_depth2,0.36453148900500476,0.8131868131868132,-30
C871,Position_group_out,4+7,Total_CP,Total_CP,ExtraTrees_depth2,0.5,0.6785714285714286,-30
C871,Position_group_out,4+7,Interface_RMS,Interface_RMS,GaussianNB,1.501308124654116e-132,0.6785714285714286,-30
C871,Position_group_out,4+7,CP_summary,CP_summary,LDA_shrinkage,0.0019904629434871405,0.8571428571428572,-30
C871,Position_group_out,4+7,Repository,Repository,LR_1,0.17883640492906466,0.8214285714285714,-30
C871,Position_group_out,4+7,Local_deltaCP,Local_deltaCP,LR_1,0.9331534247271689,0.7857142857142857,-30
C871,Position_group_out,4+7,Sequence,Sequence,LDA_shrinkage,1.5069144355796428e-11,0.7857142857142857,-30
C871,Position_group_out,4+7,Sequence_Local,Sequence_Local,LR_0.01,0.6474196609410177,0.8214285714285714,-30
C871,Position_group_out,4+7,ContactSeek_CCR,ContactSeek_CCR,RF_depth1,0.33521298352715223,0.8928571428571428,-30
C871,Position_group_out,4+7,Nested_all,ContactSeek_CCR,RF_depth1,0.33521298352715223,0.8928571428571428,-30
C871,Position_group_out,5,Total_CP,Total_CP,RF_depth1,0.515228618131095,0.6904761904761905,-30
C871,Position_group_out,5,Interface_RMS,Interface_RMS,LR_0.01,0.49986466566996307,0.75,-30
C871,Position_group_out,5,CP_summary,CP_summary,LR_0.01,0.4862268573763623,0.7857142857142857,-30
C871,Position_group_out,5,Repository,Repository,LR_1,0.8164890514027914,0.75,-30
C871,Position_group_out,5,Local_deltaCP,Local_deltaCP,LR_1,0.6804897095099037,0.8452380952380952,-30
C871,Position_group_out,5,Sequence,Sequence,RF_depth1,0.5429215609901358,0.7619047619047619,-30
C871,Position_group_out,5,Sequence_Local,Sequence_Local,LR_1,0.7611259216219328,0.8452380952380952,-30
C871,Position_group_out,5,ContactSeek_CCR,ContactSeek_CCR,SVM_RBF,0.36681489043894744,0.7857142857142857,-30
C871,Position_group_out,5,Nested_all,Local_deltaCP,LR_1,0.6804897095099037,0.8452380952380952,-30
C871,Position_group_out,6,Total_CP,Total_CP,LR_0.01,0.5041755158024777,0.9166666666666667,-30
C871,Position_group_out,6,Interface_RMS,Interface_RMS,SVM_RBF,0.637984031452947,0.8636363636363636,-30
C871,Position_group_out,6,CP_summary,CP_summary,RF_depth1,0.6345519175012848,0.8333333333333333,-30
C871,Position_group_out,6,Repository,Repository,LR_1,0.5,0.8333333333333333,-30
C871,Position_group_out,6,Local_deltaCP,Local_deltaCP,LR_0.1,0.5,0.9545454545454546,-30
C871,Position_group_out,6,Sequence,Sequence,LR_0.01,0.5211995270916272,0.75,-30
C871,Position_group_out,6,Sequence_Local,Sequence_Local,LR_0.1,0.5,0.9545454545454546,-30
C871,Position_group_out,6,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.8013306858227164,0.75,-30
C871,Position_group_out,6,Nested_all,Local_deltaCP,LR_0.1,0.5,0.9545454545454546,-30
C871,Position_group_out,7,Total_CP,Total_CP,LR_0.01,0.5024911357351985,0.8333333333333333,-30
C871,Position_group_out,7,Interface_RMS,Interface_RMS,SVM_RBF,0.6878770826127265,0.8,-30
C871,Position_group_out,7,CP_summary,CP_summary,RF_depth1,0.36522516362183705,0.8166666666666667,-30
C871,Position_group_out,7,Repository,Repository,RF_depth1,0.5,0.7666666666666666,-30
C871,Position_group_out,7,Local_deltaCP,Local_deltaCP,ExtraTrees_depth2,0.3519563279857396,0.75,-30
C871,Position_group_out,7,Sequence,Sequence,LR_1,0.7543212705952369,0.75,-30
C871,Position_group_out,7,Sequence_Local,Sequence_Local,ExtraTrees_depth2,0.3776559714795007,0.75,-30
C871,Position_group_out,7,ContactSeek_CCR,ContactSeek_CCR,LR_0.01,0.5,0.7333333333333334,-30
C871,Position_group_out,7,Nested_all,Total_CP,LR_0.01,0.5024911357351985,0.8333333333333333,-30
C871,Position_group_out,8,Total_CP,Total_CP,LR_1,0.5295123455283512,0.8500000000000001,-30
C871,Position_group_out,8,Interface_RMS,Interface_RMS,SVM_RBF,0.6900793127444326,0.8333333333333333,-30
C871,Position_group_out,8,CP_summary,CP_summary,RF_depth1,0.25879984342325707,0.75,-30
C871,Position_group_out,8,Repository,Repository,RF_depth1,0.5,0.7666666666666666,-30
C871,Position_group_out,8,Local_deltaCP,Local_deltaCP,ExtraTrees_depth2,0.37731940144478837,0.75,-30
C871,Position_group_out,8,Sequence,Sequence,LR_1,0.8145568524236658,0.75,-30
C871,Position_group_out,8,Sequence_Local,Sequence_Local,RF_depth2,0.3364362641044478,0.7166666666666667,-30
C871,Position_group_out,8,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.1844658865139825,0.8833333333333333,-30
C871,Position_group_out,8,Nested_all,ContactSeek_CCR,ExtraTrees_depth2,0.1844658865139825,0.8833333333333333,-30
C871,Strict_position_out,P4,Total_CP,Total_CP,ExtraTrees_depth2,0.5217737443155399,0.7083333333333333,-30
C871,Strict_position_out,P4,Interface_RMS,Interface_RMS,LR_0.01,0.4495897985642387,0.7083333333333334,-30
C871,Strict_position_out,P4,CP_summary,CP_summary,LR_1,0.5,1.0,-30
C871,Strict_position_out,P4,Repository,Repository,RF_depth1,0.48570789500354733,0.9583333333333333,-30
C871,Strict_position_out,P4,Local_deltaCP,Local_deltaCP,LR_0.1,0.7740077247623837,0.625,-30
C871,Strict_position_out,P4,Sequence,Sequence,LDA_shrinkage,4.1963460897154684e-08,0.7083333333333334,-30
C871,Strict_position_out,P4,Sequence_Local,Sequence_Local,LR_1,0.939329684456248,0.7916666666666667,-30
C871,Strict_position_out,P4,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.3815121136173767,0.9166666666666667,-30
C871,Strict_position_out,P4,Nested_all,CP_summary,LR_1,0.5,1.0,-30
C871,Strict_position_out,P5,Total_CP,Total_CP,SVM_RBF,0.3578024115871117,0.6428571428571428,-30
C871,Strict_position_out,P5,Interface_RMS,Interface_RMS,ExtraTrees_depth2,0.5047142857142854,0.7083333333333334,-30
C871,Strict_position_out,P5,CP_summary,CP_summary,LR_1,0.30892119496366666,0.7857142857142857,-30
C871,Strict_position_out,P5,Repository,Repository,LR_1,0.8164890514027914,0.8333333333333333,-30
C871,Strict_position_out,P5,Local_deltaCP,Local_deltaCP,LR_1,0.13117258709448631,0.8452380952380952,-30
C871,Strict_position_out,P5,Sequence,Sequence,LR_1,0.17232864390755795,0.6666666666666667,-30
C871,Strict_position_out,P5,Sequence_Local,Sequence_Local,LR_1,0.7693965875938007,0.7976190476190477,-30
C871,Strict_position_out,P5,ContactSeek_CCR,ContactSeek_CCR,LR_0.01,0.4550883549409025,0.8333333333333333,-30
C871,Strict_position_out,P5,Nested_all,Local_deltaCP,LR_1,0.13117258709448631,0.8452380952380952,-30
C871,Strict_position_out,P6,Total_CP,Total_CP,LR_0.01,0.5045779112891462,0.875,-30
C871,Strict_position_out,P6,Interface_RMS,Interface_RMS,SVM_RBF,0.7255616958936666,0.8863636363636364,-30
C871,Strict_position_out,P6,CP_summary,CP_summary,RF_depth1,0.5899426523248992,0.8295454545454546,-30
C871,Strict_position_out,P6,Repository,Repository,LR_1,0.45236349227113026,0.875,-30
C871,Strict_position_out,P6,Local_deltaCP,Local_deltaCP,LR_0.01,0.6574962372436004,0.893939393939394,-30
C871,Strict_position_out,P6,Sequence,Sequence,LR_0.01,0.5175891459344012,0.7916666666666667,-30
C871,Strict_position_out,P6,Sequence_Local,Sequence_Local,LR_0.01,0.6361808872210424,0.893939393939394,-30
C871,Strict_position_out,P6,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.7660256410256401,0.7916666666666667,-30
C871,Strict_position_out,P6,Nested_all,Local_deltaCP,LR_0.01,0.6574962372436004,0.893939393939394,-30
C871,Strict_position_out,P7,Total_CP,Total_CP,GaussianNB,6.1111548498931016e-177,0.6428571428571428,-30
C871,Strict_position_out,P7,Interface_RMS,Interface_RMS,LR_0.01,0.42374295458720673,0.6785714285714286,-30
C871,Strict_position_out,P7,CP_summary,CP_summary,LDA_shrinkage,4.1140934919519796e-10,0.8571428571428572,-30
C871,Strict_position_out,P7,Repository,Repository,LR_0.01,0.5268617125010311,0.8333333333333333,-30
C871,Strict_position_out,P7,Local_deltaCP,Local_deltaCP,LR_0.01,0.5,0.6785714285714286,-30
C871,Strict_position_out,P7,Sequence,Sequence,LR_0.1,0.4008578403744611,0.7142857142857143,-30
C871,Strict_position_out,P7,Sequence_Local,Sequence_Local,LR_0.01,0.5,0.6785714285714286,-30
C871,Strict_position_out,P7,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.4762142857142855,0.8928571428571428,-30
C871,Strict_position_out,P7,Nested_all,ContactSeek_CCR,ExtraTrees_depth2,0.4762142857142855,0.8928571428571428,-30
C871,Strict_position_out,P8,Total_CP,Total_CP,LR_0.1,0.5143068527669303,0.8333333333333333,-30
C871,Strict_position_out,P8,Interface_RMS,Interface_RMS,SVM_RBF,0.6051755817956964,0.7833333333333333,-30
C871,Strict_position_out,P8,CP_summary,CP_summary,RF_depth1,0.23318063452415128,0.7416666666666667,-30
C871,Strict_position_out,P8,Repository,Repository,RF_depth1,0.21165170226021465,0.6833333333333333,-30
C871,Strict_position_out,P8,Local_deltaCP,Local_deltaCP,LR_0.01,0.9767015859938786,0.7333333333333334,-30
C871,Strict_position_out,P8,Sequence,Sequence,LR_1,0.8145568524236658,0.75,-30
C871,Strict_position_out,P8,Sequence_Local,Sequence_Local,LR_0.01,0.9728106905361007,0.7333333333333334,-30
C871,Strict_position_out,P8,ContactSeek_CCR,ContactSeek_CCR,ExtraTrees_depth2,0.2523965141612201,0.8833333333333333,-30
C871,Strict_position_out,P8,Nested_all,ContactSeek_CCR,ExtraTrees_depth2,0.2523965141612201,0.8833333333333333,-30
C871,LOOCV,p4_r5_she,Total_CP,Total_CP,GaussianNB,0.14573372926365785,0.7941176470588236,-35
C871,LOOCV,p4_r5_she,Interface_RMS,Interface_RMS,SVM_RBF,0.7228185952770709,0.7647058823529411,-35
C871,LOOCV,p4_r5_she,CP_summary,CP_summary,LR_1,0.628195191425839,0.875,-35
C871,LOOCV,p4_r5_she,Repository,Repository,LR_1,0.31568602267234847,0.6985294117647058,-35
C871,LOOCV,p4_r5_she,Local_deltaCP,Local_deltaCP,LR_0.1,0.32457376732609566,0.8235294117647058,-35
C871,LOOCV,p4_r5_she,Sequence,Sequence,SVM_RBF,0.3176240948999828,0.6470588235294118,-35
C871,LOOCV,p4_r5_she,Sequence_Local,Sequence_Local,RF_depth2,0.23633508282889076,0.7941176470588236,-35
C871,LOOCV,p4_r5_she,ContactSeek_CCR,ContactSeek_CCR,LR_0.01,0.528981132392044,0.7352941176470589,-35
C871,LOOCV,p4_r5_she,Nested_all,CP_summary,LR_1,0.628195191425839,0.875,-35
C871,LOOCV,p4_r5_she_plus_p7_r5_she,Total_CP,Total_CP,GaussianNB,0.14574231240784366,0.7941176470588236,-35
