site,label_threshold_pp,validation,family,model,policy,n_unique,n_predictions,BA,accuracy,precision,recall,specificity,TP,TN,FP,FN,AUC,AP
C871,-30,Position_group_out,CP_summary,LR_0.01,fixed_0.5,22,22,0.5904761904761905,0.5454545454545454,0.38461538461538464,0.7142857142857143,0.4666666666666667,5.0,7.0,8.0,2.0,0.638095238095238,0.6078231292517007
C871,-30,Position_group_out,CP_summary,LR_0.01,training_only_threshold,22,22,0.5523809523809524,0.5454545454545454,0.36363636363636365,0.5714285714285714,0.5333333333333333,4.0,8.0,7.0,3.0,0.638095238095238,0.6078231292517007
C871,-30,Position_group_out,CP_summary,LR_0.1,fixed_0.5,22,22,0.519047619047619,0.5,0.3333333333333333,0.5714285714285714,0.4666666666666667,4.0,7.0,8.0,3.0,0.6,0.5691871154056027
C871,-30,Position_group_out,CP_summary,LR_0.1,training_only_threshold,22,22,0.41428571428571426,0.4090909090909091,0.25,0.42857142857142855,0.4,3.0,6.0,9.0,4.0,0.6,0.5691871154056027
C871,-30,Position_group_out,CP_summary,LR_1,fixed_0.5,22,22,0.6238095238095238,0.5909090909090909,0.4166666666666667,0.7142857142857143,0.5333333333333333,5.0,8.0,7.0,2.0,0.580952380952381,0.5009070294784581
C871,-30,Position_group_out,CP_summary,LR_1,training_only_threshold,22,22,0.5904761904761905,0.5454545454545454,0.38461538461538464,0.7142857142857143,0.4666666666666667,5.0,7.0,8.0,2.0,0.580952380952381,0.5009070294784581
C871,-30,Position_group_out,CP_summary,RF_depth1,fixed_0.5,22,22,0.7571428571428571,0.7727272727272727,0.625,0.7142857142857143,0.8,5.0,12.0,3.0,2.0,0.819047619047619,0.8357142857142856
C871,-30,Position_group_out,CP_summary,RF_depth1,training_only_threshold,22,22,0.8571428571428572,0.9090909090909091,1.0,0.7142857142857143,1.0,5.0,15.0,0.0,2.0,0.819047619047619,0.8357142857142856
C871,-30,Position_group_out,CP_summary,RF_depth2,fixed_0.5,22,22,0.7571428571428571,0.7727272727272727,0.625,0.7142857142857143,0.8,5.0,12.0,3.0,2.0,0.8095238095238095,0.8302197802197802
C871,-30,Position_group_out,CP_summary,RF_depth2,training_only_threshold,22,22,0.8571428571428572,0.9090909090909091,1.0,0.7142857142857143,1.0,5.0,15.0,0.0,2.0,0.8095238095238095,0.8302197802197802
C871,-30,Position_group_out,CP_summary,SVM_RBF,fixed_0.5,22,22,0.38095238095238093,0.36363636363636365,0.23076923076923078,0.42857142857142855,0.3333333333333333,3.0,5.0,10.0,4.0,0.4285714285714286,0.4342400596602278
C871,-30,Position_group_out,CP_summary,SVM_RBF,training_only_threshold,22,22,0.3476190476190476,0.3181818181818182,0.21428571428571427,0.42857142857142855,0.26666666666666666,3.0,4.0,11.0,4.0,0.4285714285714286,0.4342400596602278
C871,-30,Position_group_out,CP_summary,nested_model_selection,training_only_threshold,22,22,0.8,0.7272727272727273,0.5384615384615384,1.0,0.6,7.0,9.0,6.0,0.0,0.7238095238095239,0.8025974025974025
C871,-30,Position_group_out,ContactSeek_CCR,ExtraTrees_depth2,fixed_0.5,22,22,0.8238095238095238,0.8636363636363636,0.8333333333333334,0.7142857142857143,0.9333333333333333,5.0,14.0,1.0,2.0,0.8380952380952381,0.8583797155225725
C871,-30,Position_group_out,ContactSeek_CCR,ExtraTrees_depth2,training_only_threshold,22,22,0.8238095238095238,0.8636363636363636,0.8333333333333334,0.7142857142857143,0.9333333333333333,5.0,14.0,1.0,2.0,0.8380952380952381,0.8583797155225725
C871,-30,Position_group_out,ContactSeek_CCR,GaussianNB,fixed_0.5,22,22,0.5571428571428572,0.5,0.35714285714285715,0.7142857142857143,0.4,5.0,6.0,9.0,2.0,0.5619047619047619,0.3576994434137291
C871,-30,Position_group_out,ContactSeek_CCR,GaussianNB,training_only_threshold,22,22,0.3904761904761905,0.2727272727272727,0.2631578947368421,0.7142857142857143,0.06666666666666667,5.0,1.0,14.0,2.0,0.5619047619047619,0.3576994434137291
C871,-30,Position_group_out,ContactSeek_CCR,LDA_shrinkage,fixed_0.5,22,22,0.5761904761904761,0.6818181818181818,0.5,0.2857142857142857,0.8666666666666667,2.0,13.0,2.0,5.0,0.5619047619047619,0.5320467347778273
C871,-30,Position_group_out,ContactSeek_CCR,LDA_shrinkage,training_only_threshold,22,22,0.5476190476190476,0.5909090909090909,0.375,0.42857142857142855,0.6666666666666666,3.0,10.0,5.0,4.0,0.5619047619047619,0.5320467347778273
C871,-30,Position_group_out,ContactSeek_CCR,LR_0.01,fixed_0.5,22,22,0.6619047619047619,0.5909090909090909,0.42857142857142855,0.8571428571428571,0.4666666666666667,6.0,7.0,8.0,1.0,0.5809523809523809,0.3650327963353174
C871,-30,Position_group_out,ContactSeek_CCR,LR_0.01,training_only_threshold,22,22,0.5238095238095238,0.45454545454545453,0.3333333333333333,0.7142857142857143,0.3333333333333333,5.0,5.0,10.0,2.0,0.5809523809523809,0.3650327963353174
C871,-30,Position_group_out,ContactSeek_CCR,LR_0.1,fixed_0.5,22,22,0.5857142857142856,0.5909090909090909,0.4,0.5714285714285714,0.6,4.0,9.0,6.0,3.0,0.4952380952380952,0.33635090399796286
C871,-30,Position_group_out,ContactSeek_CCR,LR_0.1,training_only_threshold,22,22,0.5857142857142856,0.5909090909090909,0.4,0.5714285714285714,0.6,4.0,9.0,6.0,3.0,0.4952380952380952,0.33635090399796286
C871,-30,Position_group_out,ContactSeek_CCR,LR_1,fixed_0.5,22,22,0.6095238095238096,0.7272727272727273,0.6666666666666666,0.2857142857142857,0.9333333333333333,2.0,14.0,1.0,5.0,0.6285714285714286,0.5833906289788642
C871,-30,Position_group_out,ContactSeek_CCR,LR_1,training_only_threshold,22,22,0.5476190476190476,0.5909090909090909,0.375,0.42857142857142855,0.6666666666666666,3.0,10.0,5.0,4.0,0.6285714285714286,0.5833906289788642
C871,-30,Position_group_out,ContactSeek_CCR,RF_depth1,fixed_0.5,22,22,0.719047619047619,0.7727272727272727,0.6666666666666666,0.5714285714285714,0.8666666666666667,4.0,13.0,2.0,3.0,0.6761904761904762,0.7184137291280148
C871,-30,Position_group_out,ContactSeek_CCR,RF_depth1,training_only_threshold,22,22,0.6857142857142857,0.7272727272727273,0.5714285714285714,0.5714285714285714,0.8,4.0,12.0,3.0,3.0,0.6761904761904762,0.7184137291280148
C871,-30,Position_group_out,ContactSeek_CCR,RF_depth2,fixed_0.5,22,22,0.719047619047619,0.7727272727272727,0.6666666666666666,0.5714285714285714,0.8666666666666667,4.0,13.0,2.0,3.0,0.6666666666666667,0.7084930942073799
C871,-30,Position_group_out,ContactSeek_CCR,RF_depth2,training_only_threshold,22,22,0.6857142857142857,0.7272727272727273,0.5714285714285714,0.5714285714285714,0.8,4.0,12.0,3.0,3.0,0.6666666666666667,0.7084930942073799
C871,-30,Position_group_out,ContactSeek_CCR,SVM_RBF,fixed_0.5,22,22,0.5142857142857142,0.5454545454545454,0.3333333333333333,0.42857142857142855,0.6,3.0,9.0,6.0,4.0,0.5047619047619047,0.43415310180016065
C871,-30,Position_group_out,ContactSeek_CCR,SVM_RBF,training_only_threshold,22,22,0.6238095238095238,0.5909090909090909,0.4166666666666667,0.7142857142857143,0.5333333333333333,5.0,8.0,7.0,2.0,0.5047619047619047,0.43415310180016065
C871,-30,Position_group_out,ContactSeek_CCR,nested_model_selection,training_only_threshold,22,22,0.6571428571428571,0.6363636363636364,0.45454545454545453,0.7142857142857143,0.6,5.0,9.0,6.0,2.0,0.8,0.831168831168831
C871,-30,Position_group_out,Interface_RMS,ExtraTrees_depth2,fixed_0.5,22,22,0.5,0.3181818181818182,0.3181818181818182,1.0,0.0,7.0,0.0,15.0,0.0,0.5666666666666667,0.36571761571761574
C871,-30,Position_group_out,Interface_RMS,ExtraTrees_depth2,training_only_threshold,22,22,0.44285714285714284,0.5,0.25,0.2857142857142857,0.6,2.0,9.0,6.0,5.0,0.5666666666666667,0.36571761571761574
C871,-30,Position_group_out,Interface_RMS,GaussianNB,fixed_0.5,22,22,0.6,0.45454545454545453,0.3684210526315789,1.0,0.2,7.0,3.0,12.0,0.0,0.3857142857142857,0.27435360108955864
C871,-30,Position_group_out,Interface_RMS,GaussianNB,training_only_threshold,22,22,0.6,0.45454545454545453,0.3684210526315789,1.0,0.2,7.0,3.0,12.0,0.0,0.3857142857142857,0.27435360108955864
C871,-30,Position_group_out,Interface_RMS,LDA_shrinkage,fixed_0.5,22,22,0.5285714285714286,0.4090909090909091,0.3333333333333333,0.8571428571428571,0.2,6.0,3.0,12.0,1.0,0.3142857142857142,0.26210870313037493
C871,-30,Position_group_out,Interface_RMS,LDA_shrinkage,training_only_threshold,22,22,0.42857142857142855,0.2727272727272727,0.2857142857142857,0.8571428571428571,0.0,6.0,0.0,15.0,1.0,0.3142857142857142,0.26210870313037493
C871,-30,Position_group_out,Interface_RMS,LR_0.01,fixed_0.5,22,22,0.6,0.45454545454545453,0.3684210526315789,1.0,0.2,7.0,3.0,12.0,0.0,0.32380952380952377,0.26414951945690557
C871,-30,Position_group_out,Interface_RMS,LR_0.01,training_only_threshold,22,22,0.6,0.45454545454545453,0.3684210526315789,1.0,0.2,7.0,3.0,12.0,0.0,0.32380952380952377,0.26414951945690557
C871,-30,Position_group_out,Interface_RMS,LR_0.1,fixed_0.5,22,22,0.6,0.45454545454545453,0.3684210526315789,1.0,0.2,7.0,3.0,12.0,0.0,0.3142857142857142,0.26210870313037493
C871,-30,Position_group_out,Interface_RMS,LR_0.1,training_only_threshold,22,22,0.6,0.45454545454545453,0.3684210526315789,1.0,0.2,7.0,3.0,12.0,0.0,0.3142857142857142,0.26210870313037493
C871,-30,Position_group_out,Interface_RMS,LR_1,fixed_0.5,22,22,0.5285714285714286,0.4090909090909091,0.3333333333333333,0.8571428571428571,0.2,6.0,3.0,12.0,1.0,0.3142857142857142,0.26210870313037493
C871,-30,Position_group_out,Interface_RMS,LR_1,training_only_threshold,22,22,0.4952380952380952,0.36363636363636365,0.3157894736842105,0.8571428571428571,0.13333333333333333,6.0,2.0,13.0,1.0,0.3142857142857142,0.26210870313037493
C871,-30,Position_group_out,Interface_RMS,RF_depth1,fixed_0.5,22,22,0.17619047619047618,0.13636363636363635,0.125,0.2857142857142857,0.06666666666666667,2.0,1.0,14.0,5.0,0.17619047619047618,0.22826100137024505
C871,-30,Position_group_out,Interface_RMS,RF_depth1,training_only_threshold,22,22,0.42857142857142855,0.2727272727272727,0.2857142857142857,0.8571428571428571,0.0,6.0,0.0,15.0,1.0,0.17619047619047618,0.22826100137024505
C871,-30,Position_group_out,Interface_RMS,RF_depth2,fixed_0.5,22,22,0.45238095238095233,0.4090909090909091,0.2857142857142857,0.5714285714285714,0.3333333333333333,4.0,5.0,10.0,3.0,0.28095238095238095,0.25031397174254316
C871,-30,Position_group_out,Interface_RMS,RF_depth2,training_only_threshold,22,22,0.319047619047619,0.22727272727272727,0.2222222222222222,0.5714285714285714,0.06666666666666667,4.0,1.0,14.0,3.0,0.28095238095238095,0.25031397174254316
C871,-30,Position_group_out,Interface_RMS,SVM_RBF,fixed_0.5,22,22,0.7666666666666666,0.6818181818181818,0.5,1.0,0.5333333333333333,7.0,8.0,7.0,0.0,0.7428571428571429,0.5921245421245421
C871,-30,Position_group_out,Interface_RMS,SVM_RBF,training_only_threshold,22,22,0.6,0.45454545454545453,0.3684210526315789,1.0,0.2,7.0,3.0,12.0,0.0,0.7428571428571429,0.5921245421245421
C871,-30,Position_group_out,Interface_RMS,nested_model_selection,training_only_threshold,22,22,0.6,0.45454545454545453,0.3684210526315789,1.0,0.2,7.0,3.0,12.0,0.0,0.6476190476190475,0.5824707873580054
C871,-30,Position_group_out,Local_deltaCP,ExtraTrees_depth2,fixed_0.5,22,22,0.6476190476190476,0.7272727272727273,0.6,0.42857142857142855,0.8666666666666667,3.0,13.0,2.0,4.0,0.780952380952381,0.7327380952380953
C871,-30,Position_group_out,Local_deltaCP,ExtraTrees_depth2,training_only_threshold,22,22,0.519047619047619,0.5,0.3333333333333333,0.5714285714285714,0.4666666666666667,4.0,7.0,8.0,3.0,0.780952380952381,0.7327380952380953
C871,-30,Position_group_out,Local_deltaCP,GaussianNB,fixed_0.5,22,22,0.6285714285714286,0.5454545454545454,0.4,0.8571428571428571,0.4,6.0,6.0,9.0,1.0,0.6476190476190475,0.4016806722689076
C871,-30,Position_group_out,Local_deltaCP,GaussianNB,training_only_threshold,22,22,0.6285714285714286,0.5454545454545454,0.4,0.8571428571428571,0.4,6.0,6.0,9.0,1.0,0.6476190476190475,0.4016806722689076
C871,-30,Position_group_out,Local_deltaCP,LDA_shrinkage,fixed_0.5,22,22,0.6619047619047619,0.5909090909090909,0.42857142857142855,0.8571428571428571,0.4666666666666667,6.0,7.0,8.0,1.0,0.5285714285714286,0.32497185354328206
C871,-30,Position_group_out,Local_deltaCP,LDA_shrinkage,training_only_threshold,22,22,0.5952380952380952,0.5,0.375,0.8571428571428571,0.3333333333333333,6.0,5.0,10.0,1.0,0.5285714285714286,0.32497185354328206
C871,-30,Position_group_out,Local_deltaCP,LR_0.01,fixed_0.5,22,22,0.6666666666666666,0.5454545454545454,0.4117647058823529,1.0,0.3333333333333333,7.0,5.0,10.0,0.0,0.6666666666666666,0.5042207792207792
C871,-30,Position_group_out,Local_deltaCP,LR_0.01,training_only_threshold,22,22,0.4380952380952381,0.5454545454545454,0.2,0.14285714285714285,0.7333333333333333,1.0,11.0,4.0,6.0,0.6666666666666666,0.5042207792207792
C871,-30,Position_group_out,Local_deltaCP,LR_0.1,fixed_0.5,22,22,0.6666666666666666,0.5454545454545454,0.4117647058823529,1.0,0.3333333333333333,7.0,5.0,10.0,0.0,0.657142857142857,0.49741805813234385
C871,-30,Position_group_out,Local_deltaCP,LR_0.1,training_only_threshold,22,22,0.5238095238095238,0.45454545454545453,0.3333333333333333,0.7142857142857143,0.3333333333333333,5.0,5.0,10.0,2.0,0.657142857142857,0.49741805813234385
C871,-30,Position_group_out,Local_deltaCP,LR_1,fixed_0.5,22,22,0.7333333333333334,0.6363636363636364,0.4666666666666667,1.0,0.4666666666666667,7.0,7.0,8.0,0.0,0.6190476190476191,0.3729282622139765
C871,-30,Position_group_out,Local_deltaCP,LR_1,training_only_threshold,22,22,0.7333333333333334,0.6363636363636364,0.4666666666666667,1.0,0.4666666666666667,7.0,7.0,8.0,0.0,0.6190476190476191,0.3729282622139765
C871,-30,Position_group_out,Local_deltaCP,RF_depth1,fixed_0.5,22,22,0.5857142857142856,0.5909090909090909,0.4,0.5714285714285714,0.6,4.0,9.0,6.0,3.0,0.4857142857142857,0.3295590165890918
C871,-30,Position_group_out,Local_deltaCP,RF_depth1,training_only_threshold,22,22,0.5666666666666667,0.4090909090909091,0.35,1.0,0.13333333333333333,7.0,2.0,13.0,0.0,0.4857142857142857,0.3295590165890918
C871,-30,Position_group_out,Local_deltaCP,RF_depth2,fixed_0.5,22,22,0.44285714285714284,0.5,0.25,0.2857142857142857,0.6,2.0,9.0,6.0,5.0,0.42857142857142855,0.3041776519220128
C871,-30,Position_group_out,Local_deltaCP,RF_depth2,training_only_threshold,22,22,0.5666666666666667,0.4090909090909091,0.35,1.0,0.13333333333333333,7.0,2.0,13.0,0.0,0.42857142857142855,0.3041776519220128
C871,-30,Position_group_out,Local_deltaCP,SVM_RBF,fixed_0.5,22,22,0.4857142857142857,0.45454545454545453,0.3076923076923077,0.5714285714285714,0.4,4.0,6.0,9.0,3.0,0.49523809523809526,0.42335780466032563
C871,-30,Position_group_out,Local_deltaCP,SVM_RBF,training_only_threshold,22,22,0.3857142857142857,0.3181818181818182,0.25,0.5714285714285714,0.2,4.0,3.0,12.0,3.0,0.49523809523809526,0.42335780466032563
C871,-30,Position_group_out,Local_deltaCP,nested_model_selection,training_only_threshold,22,22,0.6666666666666666,0.5454545454545454,0.4117647058823529,1.0,0.3333333333333333,7.0,5.0,10.0,0.0,0.6285714285714286,0.3771799628942486
C871,-30,Position_group_out,Nested_all,nested_model_selection,training_only_threshold,22,22,0.5952380952380952,0.5,0.375,0.8571428571428571,0.3333333333333333,6.0,5.0,10.0,1.0,0.47619047619047616,0.3166544608273931
C871,-30,Position_group_out,Repository,ExtraTrees_depth2,fixed_0.5,22,22,0.2761904761904762,0.2727272727272727,0.15384615384615385,0.2857142857142857,0.26666666666666666,2.0,4.0,11.0,5.0,0.2952380952380953,0.2725504236782432
C871,-30,Position_group_out,Repository,ExtraTrees_depth2,training_only_threshold,22,22,0.3857142857142857,0.3181818181818182,0.25,0.5714285714285714,0.2,4.0,3.0,12.0,3.0,0.2952380952380953,0.2725504236782432
C871,-30,Position_group_out,Repository,GaussianNB,fixed_0.5,22,22,0.519047619047619,0.5,0.3333333333333333,0.5714285714285714,0.4666666666666667,4.0,7.0,8.0,3.0,0.5047619047619047,0.33051773340915314
C871,-30,Position_group_out,Repository,GaussianNB,training_only_threshold,22,22,0.6666666666666666,0.5454545454545454,0.4117647058823529,1.0,0.3333333333333333,7.0,5.0,10.0,0.0,0.5047619047619047,0.33051773340915314
C871,-30,Position_group_out,Repository,LDA_shrinkage,fixed_0.5,22,22,0.5476190476190476,0.5909090909090909,0.375,0.42857142857142855,0.6666666666666666,3.0,10.0,5.0,4.0,0.49523809523809526,0.5612022480443533
C871,-30,Position_group_out,Repository,LDA_shrinkage,training_only_threshold,22,22,0.6857142857142857,0.7272727272727273,0.5714285714285714,0.5714285714285714,0.8,4.0,12.0,3.0,3.0,0.49523809523809526,0.5612022480443533
C871,-30,Position_group_out,Repository,LR_0.01,fixed_0.5,22,22,0.519047619047619,0.5,0.3333333333333333,0.5714285714285714,0.4666666666666667,4.0,7.0,8.0,3.0,0.5333333333333333,0.5248584748584748
C871,-30,Position_group_out,Repository,LR_0.01,training_only_threshold,22,22,0.5761904761904761,0.6818181818181818,0.5,0.2857142857142857,0.8666666666666667,2.0,13.0,2.0,5.0,0.5333333333333333,0.5248584748584748
C871,-30,Position_group_out,Repository,LR_0.1,fixed_0.5,22,22,0.4476190476190476,0.45454545454545453,0.2727272727272727,0.42857142857142855,0.4666666666666667,3.0,7.0,8.0,4.0,0.5142857142857142,0.547877612583495
C871,-30,Position_group_out,Repository,LR_0.1,training_only_threshold,22,22,0.5428571428571429,0.6363636363636364,0.4,0.2857142857142857,0.8,2.0,12.0,3.0,5.0,0.5142857142857142,0.547877612583495
C871,-30,Position_group_out,Repository,LR_1,fixed_0.5,22,22,0.5809523809523809,0.6363636363636364,0.42857142857142855,0.42857142857142855,0.7333333333333333,3.0,11.0,4.0,4.0,0.5523809523809524,0.6158730158730159
C871,-30,Position_group_out,Repository,LR_1,training_only_threshold,22,22,0.6476190476190476,0.7272727272727273,0.6,0.42857142857142855,0.8666666666666667,3.0,13.0,2.0,4.0,0.5523809523809524,0.6158730158730159
C871,-30,Position_group_out,Repository,RF_depth1,fixed_0.5,22,22,0.7571428571428571,0.7727272727272727,0.625,0.7142857142857143,0.8,5.0,12.0,3.0,2.0,0.7714285714285714,0.8154761904761905
C871,-30,Position_group_out,Repository,RF_depth1,training_only_threshold,22,22,0.7571428571428571,0.7727272727272727,0.625,0.7142857142857143,0.8,5.0,12.0,3.0,2.0,0.7714285714285714,0.8154761904761905
C871,-30,Position_group_out,Repository,RF_depth2,fixed_0.5,22,22,0.7571428571428571,0.7727272727272727,0.625,0.7142857142857143,0.8,5.0,12.0,3.0,2.0,0.7714285714285714,0.8154761904761905
C871,-30,Position_group_out,Repository,RF_depth2,training_only_threshold,22,22,0.7571428571428571,0.7727272727272727,0.625,0.7142857142857143,0.8,5.0,12.0,3.0,2.0,0.7714285714285714,0.8154761904761905
C871,-30,Position_group_out,Repository,SVM_RBF,fixed_0.5,22,22,0.4476190476190476,0.45454545454545453,0.2727272727272727,0.42857142857142855,0.4666666666666667,3.0,7.0,8.0,4.0,0.39999999999999997,0.39280397964608493
C871,-30,Position_group_out,Repository,SVM_RBF,training_only_threshold,22,22,0.4904761904761905,0.4090909090909091,0.3125,0.7142857142857143,0.26666666666666666,5.0,4.0,11.0,2.0,0.39999999999999997,0.39280397964608493
C871,-30,Position_group_out,Repository,nested_model_selection,training_only_threshold,22,22,0.719047619047619,0.7727272727272727,0.6666666666666666,0.5714285714285714,0.8666666666666667,4.0,13.0,2.0,3.0,0.6666666666666667,0.6617794486215538
C871,-30,Position_group_out,Sequence,ExtraTrees_depth2,fixed_0.5,22,22,0.6095238095238096,0.7272727272727273,0.6666666666666666,0.2857142857142857,0.9333333333333333,2.0,14.0,1.0,5.0,0.6095238095238096,0.4438311688311688
C871,-30,Position_group_out,Sequence,ExtraTrees_depth2,training_only_threshold,22,22,0.680952380952381,0.7727272727272727,0.75,0.42857142857142855,0.9333333333333333,3.0,14.0,1.0,4.0,0.6095238095238096,0.4438311688311688
C871,-30,Position_group_out,Sequence,GaussianNB,fixed_0.5,22,22,0.34285714285714286,0.36363636363636365,0.18181818181818182,0.2857142857142857,0.4,2.0,6.0,9.0,5.0,0.36190476190476184,0.2907647907647908
C871,-30,Position_group_out,Sequence,GaussianNB,training_only_threshold,22,22,0.42857142857142855,0.2727272727272727,0.2857142857142857,0.8571428571428571,0.0,6.0,0.0,15.0,1.0,0.36190476190476184,0.2907647907647908
C871,-30,Position_group_out,Sequence,LDA_shrinkage,fixed_0.5,22,22,0.6142857142857143,0.6818181818181818,0.5,0.42857142857142855,0.8,3.0,12.0,3.0,4.0,0.6761904761904762,0.6524382480264832
C871,-30,Position_group_out,Sequence,LDA_shrinkage,training_only_threshold,22,22,0.519047619047619,0.5,0.3333333333333333,0.5714285714285714,0.4666666666666667,4.0,7.0,8.0,3.0,0.6761904761904762,0.6524382480264832
C871,-30,Position_group_out,Sequence,LR_0.01,fixed_0.5,22,22,0.4476190476190476,0.45454545454545453,0.2727272727272727,0.42857142857142855,0.4666666666666667,3.0,7.0,8.0,4.0,0.580952380952381,0.5432557638439992
C871,-30,Position_group_out,Sequence,LR_0.01,training_only_threshold,22,22,0.4809523809523809,0.5,0.3,0.42857142857142855,0.5333333333333333,3.0,8.0,7.0,4.0,0.580952380952381,0.5432557638439992
C871,-30,Position_group_out,Sequence,LR_0.1,fixed_0.5,22,22,0.5142857142857142,0.5454545454545454,0.3333333333333333,0.42857142857142855,0.6,3.0,9.0,6.0,4.0,0.6476190476190476,0.5797549789146428
C871,-30,Position_group_out,Sequence,LR_0.1,training_only_threshold,22,22,0.5476190476190476,0.5909090909090909,0.375,0.42857142857142855,0.6666666666666666,3.0,10.0,5.0,4.0,0.6476190476190476,0.5797549789146428
C871,-30,Position_group_out,Sequence,LR_1,fixed_0.5,22,22,0.5809523809523809,0.6363636363636364,0.42857142857142855,0.42857142857142855,0.7333333333333333,3.0,11.0,4.0,4.0,0.6952380952380952,0.660091309250973
C871,-30,Position_group_out,Sequence,LR_1,training_only_threshold,22,22,0.6190476190476191,0.6363636363636364,0.4444444444444444,0.5714285714285714,0.6666666666666666,4.0,10.0,5.0,3.0,0.6952380952380952,0.660091309250973
C871,-30,Position_group_out,Sequence,RF_depth1,fixed_0.5,22,22,0.5142857142857142,0.5454545454545454,0.3333333333333333,0.42857142857142855,0.6,3.0,9.0,6.0,4.0,0.5,0.44282384282384285
C871,-30,Position_group_out,Sequence,RF_depth1,training_only_threshold,22,22,0.5761904761904761,0.6818181818181818,0.5,0.2857142857142857,0.8666666666666667,2.0,13.0,2.0,5.0,0.5,0.44282384282384285
C871,-30,Position_group_out,Sequence,RF_depth2,fixed_0.5,22,22,0.5857142857142856,0.5909090909090909,0.4,0.5714285714285714,0.6,4.0,9.0,6.0,3.0,0.5571428571428572,0.5498763141620284
C871,-30,Position_group_out,Sequence,RF_depth2,training_only_threshold,22,22,0.6142857142857143,0.6818181818181818,0.5,0.42857142857142855,0.8,3.0,12.0,3.0,4.0,0.5571428571428572,0.5498763141620284
C871,-30,Position_group_out,Sequence,SVM_RBF,fixed_0.5,22,22,0.40476190476190477,0.5,0.16666666666666666,0.14285714285714285,0.6666666666666666,1.0,10.0,5.0,6.0,0.4666666666666666,0.4139411027568923
C871,-30,Position_group_out,Sequence,SVM_RBF,training_only_threshold,22,22,0.5571428571428572,0.5,0.35714285714285715,0.7142857142857143,0.4,5.0,6.0,9.0,2.0,0.4666666666666666,0.4139411027568923
C871,-30,Position_group_out,Sequence,nested_model_selection,training_only_threshold,22,22,0.680952380952381,0.7727272727272727,0.75,0.42857142857142855,0.9333333333333333,3.0,14.0,1.0,4.0,0.6095238095238095,0.6253501400560224
C871,-30,Position_group_out,Sequence_Local,ExtraTrees_depth2,fixed_0.5,22,22,0.6095238095238096,0.7272727272727273,0.6666666666666666,0.2857142857142857,0.9333333333333333,2.0,14.0,1.0,5.0,0.780952380952381,0.6284493284493284
C871,-30,Position_group_out,Sequence_Local,ExtraTrees_depth2,training_only_threshold,22,22,0.5619047619047619,0.45454545454545453,0.35294117647058826,0.8571428571428571,0.26666666666666666,6.0,4.0,11.0,1.0,0.780952380952381,0.6284493284493284
C871,-30,Position_group_out,Sequence_Local,GaussianNB,fixed_0.5,22,22,0.41428571428571426,0.4090909090909091,0.25,0.42857142857142855,0.4,3.0,6.0,9.0,4.0,0.3761904761904762,0.2889610389610389
C871,-30,Position_group_out,Sequence_Local,GaussianNB,training_only_threshold,22,22,0.41428571428571426,0.4090909090909091,0.25,0.42857142857142855,0.4,3.0,6.0,9.0,4.0,0.3761904761904762,0.2889610389610389
C871,-30,Position_group_out,Sequence_Local,LDA_shrinkage,fixed_0.5,22,22,0.5523809523809524,0.5454545454545454,0.36363636363636365,0.5714285714285714,0.5333333333333333,4.0,8.0,7.0,3.0,0.5142857142857142,0.33719851576994436
C871,-30,Position_group_out,Sequence_Local,LDA_shrinkage,training_only_threshold,22,22,0.6666666666666666,0.5454545454545454,0.4117647058823529,1.0,0.3333333333333333,7.0,5.0,10.0,0.0,0.5142857142857142,0.33719851576994436
C871,-30,Position_group_out,Sequence_Local,LR_0.01,fixed_0.5,22,22,0.7,0.5909090909090909,0.4375,1.0,0.4,7.0,6.0,9.0,0.0,0.6761904761904762,0.508529169243455
C871,-30,Position_group_out,Sequence_Local,LR_0.01,training_only_threshold,22,22,0.5809523809523809,0.6363636363636364,0.42857142857142855,0.42857142857142855,0.7333333333333333,3.0,11.0,4.0,4.0,0.6761904761904762,0.508529169243455
C871,-30,Position_group_out,Sequence_Local,LR_0.1,fixed_0.5,22,22,0.6619047619047619,0.5909090909090909,0.42857142857142855,0.8571428571428571,0.4666666666666667,6.0,7.0,8.0,1.0,0.6476190476190475,0.49325139146567715
C871,-30,Position_group_out,Sequence_Local,LR_0.1,training_only_threshold,22,22,0.4476190476190476,0.45454545454545453,0.2727272727272727,0.42857142857142855,0.4666666666666667,3.0,7.0,8.0,4.0,0.6476190476190475,0.49325139146567715
C871,-30,Position_group_out,Sequence_Local,LR_1,fixed_0.5,22,22,0.6619047619047619,0.5909090909090909,0.42857142857142855,0.8571428571428571,0.4666666666666667,6.0,7.0,8.0,1.0,0.638095238095238,0.38531488352916926
C871,-30,Position_group_out,Sequence_Local,LR_1,training_only_threshold,22,22,0.6238095238095238,0.5909090909090909,0.4166666666666667,0.7142857142857143,0.5333333333333333,5.0,8.0,7.0,2.0,0.638095238095238,0.38531488352916926
C871,-30,Position_group_out,Sequence_Local,RF_depth1,fixed_0.5,22,22,0.6190476190476191,0.6363636363636364,0.4444444444444444,0.5714285714285714,0.6666666666666666,4.0,10.0,5.0,3.0,0.5238095238095237,0.3510676200304683
C871,-30,Position_group_out,Sequence_Local,RF_depth1,training_only_threshold,22,22,0.6666666666666666,0.5454545454545454,0.4117647058823529,1.0,0.3333333333333333,7.0,5.0,10.0,0.0,0.5238095238095237,0.3510676200304683
